qid,remove_index,remove_rank,positive_add_index,positive_add_rank,positive_add_title,negative_add_index,negative_add_rank,negative_add_title,negative_type,positive_after_objective,negative_after_objective
cbb5ca82095411ebbdaeac1f6bf848b6,0,1,7,8,BMW M,5,6,RAE Systems,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
cbb5ca82095411ebbdaeac1f6bf848b6,2,3,7,8,BMW M,5,6,RAE Systems,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
cbb5ca82095411ebbdaeac1f6bf848b6,3,4,7,8,BMW M,5,6,RAE Systems,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
cbb5ca82095411ebbdaeac1f6bf848b6,4,5,7,8,BMW M,5,6,RAE Systems,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
61d018d8086011ebbd5dac1f6bf848b6,2,3,13,14,Ron Cobb,6,7,Rod Hardy,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
61d018d8086011ebbd5dac1f6bf848b6,4,5,13,14,Ron Cobb,6,7,Rod Hardy,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
b6e4474808a311ebbd7bac1f6bf848b6,3,4,17,18,Jerry Warren,5,6,Tom Harper (director),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
b6e4474808a311ebbd7bac1f6bf848b6,4,5,17,18,Jerry Warren,5,6,Tom Harper (director),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
079947de0baf11ebab90acde48001122,1,2,6,7,"Franz, Duke of Hohenberg",5,6,Princess Sophie of Hohenberg,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
079947de0baf11ebab90acde48001122,2,3,6,7,"Franz, Duke of Hohenberg",5,6,Princess Sophie of Hohenberg,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
079947de0baf11ebab90acde48001122,3,4,6,7,"Franz, Duke of Hohenberg",5,6,Princess Sophie of Hohenberg,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
079947de0baf11ebab90acde48001122,4,5,6,7,"Franz, Duke of Hohenberg",5,6,Princess Sophie of Hohenberg,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
3805416e0bde11eba7f7acde48001122,1,2,7,8,James Franco,5,6,Wojciech Has,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
3805416e0bde11eba7f7acde48001122,2,3,7,8,James Franco,5,6,Wojciech Has,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
3805416e0bde11eba7f7acde48001122,3,4,7,8,James Franco,5,6,Wojciech Has,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
3805416e0bde11eba7f7acde48001122,4,5,7,8,James Franco,5,6,Wojciech Has,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a5937fe00baf11ebab90acde48001122,0,1,19,20,Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899),6,7,Archduchess Maria Theresa of Austria-Este (1817–1886),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a5937fe00baf11ebab90acde48001122,1,2,19,20,Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899),6,7,Archduchess Maria Theresa of Austria-Este (1817–1886),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a5937fe00baf11ebab90acde48001122,3,4,19,20,Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899),6,7,Archduchess Maria Theresa of Austria-Este (1817–1886),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a5937fe00baf11ebab90acde48001122,4,5,19,20,Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899),6,7,Archduchess Maria Theresa of Austria-Este (1817–1886),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8cd1b0020bdd11eba7f7acde48001122,1,2,14,15,Amado V. Hernandez,6,7,Place of birth,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8cd1b0020bdd11eba7f7acde48001122,2,3,14,15,Amado V. Hernandez,6,7,Place of birth,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8cd1b0020bdd11eba7f7acde48001122,3,4,14,15,Amado V. Hernandez,6,7,Place of birth,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8cd1b0020bdd11eba7f7acde48001122,4,5,14,15,Amado V. Hernandez,6,7,Place of birth,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
53f3501408d711ebbd9aac1f6bf848b6,0,1,11,12,Anita Stewart,8,9,Eddie Romero,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.3333333333333333, -1.0]"
53f3501408d711ebbd9aac1f6bf848b6,1,2,11,12,Anita Stewart,8,9,Eddie Romero,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
53f3501408d711ebbd9aac1f6bf848b6,1,2,19,20,Richard Widmark,8,9,Eddie Romero,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
53f3501408d711ebbd9aac1f6bf848b6,2,3,11,12,Anita Stewart,8,9,Eddie Romero,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
53f3501408d711ebbd9aac1f6bf848b6,2,3,19,20,Richard Widmark,8,9,Eddie Romero,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
53f3501408d711ebbd9aac1f6bf848b6,3,4,11,12,Anita Stewart,8,9,Eddie Romero,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
53f3501408d711ebbd9aac1f6bf848b6,3,4,19,20,Richard Widmark,8,9,Eddie Romero,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
d88af85e085a11ebbd5cac1f6bf848b6,0,1,17,18,Raoul Walsh,6,7,Howard Hawks,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
d88af85e085a11ebbd5cac1f6bf848b6,4,5,17,18,Raoul Walsh,6,7,Howard Hawks,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
002e925e0bde11eba7f7acde48001122,1,2,6,7,Don Medford,7,8,Jonathan Demme,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
002e925e0bde11eba7f7acde48001122,2,3,6,7,Don Medford,7,8,Jonathan Demme,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
002e925e0bde11eba7f7acde48001122,3,4,6,7,Don Medford,7,8,Jonathan Demme,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
002e925e0bde11eba7f7acde48001122,4,5,6,7,Don Medford,7,8,Jonathan Demme,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8c3c6d9e0bb011ebab90acde48001122,1,2,7,8,Pauline Therese of Württemberg,5,6,Duke Alexander of Württemberg (1804–1885),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8c3c6d9e0bb011ebab90acde48001122,2,3,7,8,Pauline Therese of Württemberg,5,6,Duke Alexander of Württemberg (1804–1885),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8c3c6d9e0bb011ebab90acde48001122,3,4,7,8,Pauline Therese of Württemberg,5,6,Duke Alexander of Württemberg (1804–1885),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8c3c6d9e0bb011ebab90acde48001122,4,5,7,8,Pauline Therese of Württemberg,5,6,Duke Alexander of Württemberg (1804–1885),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
1194abf60bb011ebab90acde48001122,1,2,9,10,Dietrich III of Limburg-Styrum,5,6,"Otto I, Count of Burgundy",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
1194abf60bb011ebab90acde48001122,2,3,9,10,Dietrich III of Limburg-Styrum,5,6,"Otto I, Count of Burgundy",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
1194abf60bb011ebab90acde48001122,3,4,9,10,Dietrich III of Limburg-Styrum,5,6,"Otto I, Count of Burgundy",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
1194abf60bb011ebab90acde48001122,4,5,9,10,Dietrich III of Limburg-Styrum,5,6,"Otto I, Count of Burgundy",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
43c910980bde11eba7f7acde48001122,1,2,6,7,Archduchess Margarethe Klementine of Austria,5,6,Prince Victor of Thurn and Taxis,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
43c910980bde11eba7f7acde48001122,2,3,6,7,Archduchess Margarethe Klementine of Austria,5,6,Prince Victor of Thurn and Taxis,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
43c910980bde11eba7f7acde48001122,3,4,6,7,Archduchess Margarethe Klementine of Austria,5,6,Prince Victor of Thurn and Taxis,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
43c910980bde11eba7f7acde48001122,4,5,6,7,Archduchess Margarethe Klementine of Austria,5,6,Prince Victor of Thurn and Taxis,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
e5d895ee0bdd11eba7f7acde48001122,0,1,17,18,Deva (composer),5,6,Walter Ulfig,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
e5d895ee0bdd11eba7f7acde48001122,2,3,17,18,Deva (composer),5,6,Walter Ulfig,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
e5d895ee0bdd11eba7f7acde48001122,3,4,17,18,Deva (composer),5,6,Walter Ulfig,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
e5d895ee0bdd11eba7f7acde48001122,4,5,17,18,Deva (composer),5,6,Walter Ulfig,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
63c0d3d60bde11eba7f7acde48001122,0,1,10,11,Paul Hamilton (politician),6,7,"John Arbuthnott, 9th Viscount of Arbuthnott",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
63c0d3d60bde11eba7f7acde48001122,1,2,10,11,Paul Hamilton (politician),6,7,"John Arbuthnott, 9th Viscount of Arbuthnott",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
63c0d3d60bde11eba7f7acde48001122,3,4,10,11,Paul Hamilton (politician),6,7,"John Arbuthnott, 9th Viscount of Arbuthnott",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
63c0d3d60bde11eba7f7acde48001122,4,5,10,11,Paul Hamilton (politician),6,7,"John Arbuthnott, 9th Viscount of Arbuthnott",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ccc8ea860bdd11eba7f7acde48001122,0,1,5,6,William Barnard (bishop),6,7,Thomas Scott (diver),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ccc8ea860bdd11eba7f7acde48001122,1,2,5,6,William Barnard (bishop),6,7,Thomas Scott (diver),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ccc8ea860bdd11eba7f7acde48001122,3,4,5,6,William Barnard (bishop),6,7,Thomas Scott (diver),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ccc8ea860bdd11eba7f7acde48001122,4,5,5,6,William Barnard (bishop),6,7,Thomas Scott (diver),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
cd80e22a08d711ebbd9aac1f6bf848b6,3,4,17,18,Alberto Cavallone,5,6,Jean-Paul Salomé,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
cd80e22a08d711ebbd9aac1f6bf848b6,4,5,17,18,Alberto Cavallone,5,6,Jean-Paul Salomé,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
a9277caa0bdd11eba7f7acde48001122,1,2,13,14,"William Cavendish-Bentinck, 3rd Duke of Portland",6,7,Lord Henry Cavendish-Bentinck,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a9277caa0bdd11eba7f7acde48001122,2,3,13,14,"William Cavendish-Bentinck, 3rd Duke of Portland",6,7,Lord Henry Cavendish-Bentinck,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a9277caa0bdd11eba7f7acde48001122,3,4,13,14,"William Cavendish-Bentinck, 3rd Duke of Portland",6,7,Lord Henry Cavendish-Bentinck,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a9277caa0bdd11eba7f7acde48001122,4,5,13,14,"William Cavendish-Bentinck, 3rd Duke of Portland",6,7,Lord Henry Cavendish-Bentinck,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
abf002e908a611ebbd7fac1f6bf848b6,2,3,5,6,Ralph Dawson,7,8,Dasari Narayana Rao,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
abf002e908a611ebbd7fac1f6bf848b6,4,5,5,6,Ralph Dawson,7,8,Dasari Narayana Rao,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
fd848f860bdd11eba7f7acde48001122,0,1,8,9,"Maurice, Prince of Orange",6,7,Francina Margaretha van Huysum,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
fd848f860bdd11eba7f7acde48001122,2,3,8,9,"Maurice, Prince of Orange",6,7,Francina Margaretha van Huysum,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
fd848f860bdd11eba7f7acde48001122,3,4,8,9,"Maurice, Prince of Orange",6,7,Francina Margaretha van Huysum,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
fd848f860bdd11eba7f7acde48001122,4,5,8,9,"Maurice, Prince of Orange",6,7,Francina Margaretha van Huysum,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
767efc000bde11eba7f7acde48001122,1,2,10,11,Grand Duke Vladimir Alexandrovich of Russia,6,7,Grand Duchess Xenia Alexandrovna of Russia,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
767efc000bde11eba7f7acde48001122,2,3,10,11,Grand Duke Vladimir Alexandrovich of Russia,6,7,Grand Duchess Xenia Alexandrovna of Russia,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
767efc000bde11eba7f7acde48001122,3,4,10,11,Grand Duke Vladimir Alexandrovich of Russia,6,7,Grand Duchess Xenia Alexandrovna of Russia,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
767efc000bde11eba7f7acde48001122,4,5,10,11,Grand Duke Vladimir Alexandrovich of Russia,6,7,Grand Duchess Xenia Alexandrovna of Russia,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
68a9e3c60bdc11eba7f7acde48001122,1,2,17,18,Iván Noel,5,6,Deva (composer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
68a9e3c60bdc11eba7f7acde48001122,2,3,17,18,Iván Noel,5,6,Deva (composer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
68a9e3c60bdc11eba7f7acde48001122,3,4,17,18,Iván Noel,5,6,Deva (composer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
68a9e3c60bdc11eba7f7acde48001122,4,5,17,18,Iván Noel,5,6,Deva (composer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,0,1,7,8,Princess Maria of Greece and Denmark,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,0,1,16,17,"Princess Irene, Duchess of Aosta",5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,0,1,19,20,Constantine I of Greece,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.5, 1.0, 1.0, -0.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,1,2,7,8,Princess Maria of Greece and Denmark,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,1,2,16,17,"Princess Irene, Duchess of Aosta",5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,1,2,19,20,Constantine I of Greece,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.5, 1.0, 1.0, -0.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,2,3,7,8,Princess Maria of Greece and Denmark,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,2,3,16,17,"Princess Irene, Duchess of Aosta",5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,2,3,19,20,Constantine I of Greece,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.5, 1.0, 1.0, -0.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,3,4,7,8,Princess Maria of Greece and Denmark,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,3,4,16,17,"Princess Irene, Duchess of Aosta",5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,3,4,19,20,Constantine I of Greece,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.5, 1.0, 1.0, -0.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,4,5,7,8,Princess Maria of Greece and Denmark,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,4,5,16,17,"Princess Irene, Duchess of Aosta",5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
1442e9a20bde11eba7f7acde48001122,4,5,19,20,Constantine I of Greece,5,6,Princess Elizabeth of Greece and Denmark,lexical_hard_negative,"[0.0, 0.5, 1.0, 1.0, -0.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
f88912f008da11ebbd9cac1f6bf848b6,3,4,6,7,Eddie Romero,7,8,Dasari Narayana Rao,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
f88912f008da11ebbd9cac1f6bf848b6,4,5,6,7,Eddie Romero,7,8,Dasari Narayana Rao,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
2b7db0200bde11eba7f7acde48001122,1,2,5,6,"George Stewart, 9th Seigneur d'Aubigny",7,8,"Charles Gordon-Lennox, 8th Duke of Richmond",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
2b7db0200bde11eba7f7acde48001122,2,3,5,6,"George Stewart, 9th Seigneur d'Aubigny",7,8,"Charles Gordon-Lennox, 8th Duke of Richmond",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
2b7db0200bde11eba7f7acde48001122,3,4,5,6,"George Stewart, 9th Seigneur d'Aubigny",7,8,"Charles Gordon-Lennox, 8th Duke of Richmond",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
2b7db0200bde11eba7f7acde48001122,4,5,5,6,"George Stewart, 9th Seigneur d'Aubigny",7,8,"Charles Gordon-Lennox, 8th Duke of Richmond",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
d667e18f08d911ebbd9cac1f6bf848b6,0,1,15,16,Robert Parrish,7,8,Strangers of the Evening,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.3333333333333333, -1.0]"
d667e18f08d911ebbd9cac1f6bf848b6,1,2,15,16,Robert Parrish,7,8,Strangers of the Evening,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
d667e18f08d911ebbd9cac1f6bf848b6,2,3,15,16,Robert Parrish,7,8,Strangers of the Evening,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
d667e18f08d911ebbd9cac1f6bf848b6,3,4,15,16,Robert Parrish,7,8,Strangers of the Evening,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
d667e18f08d911ebbd9cac1f6bf848b6,4,5,15,16,Robert Parrish,7,8,Strangers of the Evening,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
5498821a0bb011ebab90acde48001122,1,2,9,10,Vita Sackville-West,5,6,"Mortimer Sackville-West, 1st Baron Sackville",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
5498821a0bb011ebab90acde48001122,2,3,9,10,Vita Sackville-West,5,6,"Mortimer Sackville-West, 1st Baron Sackville",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
5498821a0bb011ebab90acde48001122,3,4,9,10,Vita Sackville-West,5,6,"Mortimer Sackville-West, 1st Baron Sackville",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
5498821a0bb011ebab90acde48001122,4,5,9,10,Vita Sackville-West,5,6,"Mortimer Sackville-West, 1st Baron Sackville",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
