dataset,base_dataset,query_index,question,gold_title,source_best_gold_rank,best_probe_rank,rank_improvement,baseline_hit_at_3,baseline_hit_at_5,baseline_hit_at_10,baseline_hit_at_20,probe_hit_at_3,probe_hit_at_5,probe_hit_at_10,probe_hit_at_20,new_hit_at_3,new_hit_at_5,new_hit_at_10,new_hit_at_20,best_probe_score,best_probe_entity,best_probe_reason,best_requirement_id,best_requirement_subquery,best_upstream_position,best_upstream_title,best_support_span,failure_reason,entity_outputs_json
MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Randolph County, Illinois",31,43,-12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,,no_positive_score_for_gold,"[{""query_index"": 769, ""entity"": ""Indiana"", ""support_span"": ""Ward Township, Randolph County, Indiana"", ""why"": ""The upstream document explicitly states that Ward Township is located in Indiana, which is the state in question for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the town WIZE is licensed in become the capital of that state?"", ""upstream_position"": 5, ""upstream_title"": ""Ward Township, Randolph County, Indiana""}, {""query_index"": 769, ""entity"": ""Maine"", ""support_span"": ""E is an unincorporated township located in Aroostook County, Maine, United States."", ""why"": ""The upstream document explicitly states that E Township is located in Maine, which is the state where Ward Township is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the town WIZE is licensed in become the capital of that state?"", ""upstream_position"": 76, ""upstream_title"": ""E Township, Maine""}, {""query_index"": 769, ""entity"": ""Springfield, Ohio"", ""support_span"": ""WIZE (1340 AM) — branded WIZE AM 1340 — is a commercial radio station in Springfield, Ohio owned by iHeartMedia, Inc. as part of their Dayton cluster."", ""why"": ""The upstream document explicitly states that WIZE is located in Springfield, Ohio, which is the state where Ward Township is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the town WIZE is licensed in become the capital of that state?"", ""upstream_position"": 0, ""upstream_title"": ""WIZE""}]"
MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Springfield, Illinois",28,13,15,0,0,0,0,0,0,0,1,0,0,0,1,17.5,"Springfield, Ohio",title_token_overlap,s2,When did the town WIZE is licensed in become the capital of that state?,0,WIZE,"WIZE (1340 AM) — branded WIZE AM 1340 — is a commercial radio station in Springfield, Ohio owned by iHeartMedia, Inc. as part of their Dayton cluster.",top20_not_top10,"[{""query_index"": 769, ""entity"": ""Indiana"", ""support_span"": ""Ward Township, Randolph County, Indiana"", ""why"": ""The upstream document explicitly states that Ward Township is located in Indiana, which is the state in question for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the town WIZE is licensed in become the capital of that state?"", ""upstream_position"": 5, ""upstream_title"": ""Ward Township, Randolph County, Indiana""}, {""query_index"": 769, ""entity"": ""Maine"", ""support_span"": ""E is an unincorporated township located in Aroostook County, Maine, United States."", ""why"": ""The upstream document explicitly states that E Township is located in Maine, which is the state where Ward Township is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the town WIZE is licensed in become the capital of that state?"", ""upstream_position"": 76, ""upstream_title"": ""E Township, Maine""}, {""query_index"": 769, ""entity"": ""Springfield, Ohio"", ""support_span"": ""WIZE (1340 AM) — branded WIZE AM 1340 — is a commercial radio station in Springfield, Ohio owned by iHeartMedia, Inc. as part of their Dayton cluster."", ""why"": ""The upstream document explicitly states that WIZE is located in Springfield, Ohio, which is the state where Ward Township is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the town WIZE is licensed in become the capital of that state?"", ""upstream_position"": 0, ""upstream_title"": ""WIZE""}]"
MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Geography of Myanmar,27,6,21,0,0,0,0,0,0,1,1,0,0,1,1,55.0,Thailand,body_substring,s3,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?,0,2020 AFC U-23 Championship qualification,The final tournament hosts Thailand decided to participate in qualification despite having automatically qualified for the final tournament.,top10_not_top5,"[{""query_index"": 774, ""entity"": ""Thailand"", ""support_span"": ""The final tournament hosts Thailand decided to participate in qualification despite having automatically qualified for the final tournament."", ""why"": ""The upstream document explicitly states that Thailand hosted the 2020 AFC U-23 Championship qualification."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?"", ""upstream_position"": 0, ""upstream_title"": ""2020 AFC U-23 Championship qualification""}, {""query_index"": 774, ""entity"": ""Lao"", ""support_span"": ""A Don is a village in south-eastern Laos near the border with Vietnam."", ""why"": ""The upstream document explicitly mentions Laos as the country where A Don is located."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?"", ""upstream_position"": 1, ""upstream_title"": ""A Don""}, {""query_index"": 774, ""entity"": ""2020 AFC U-23 Championship qualification"", ""support_span"": ""The current format of the competition involves a qualification phase, which currently takes place over the preceding three years, to determine which teams qualify for the tournament phase"", ""why"": ""The upstream document mentions the qualification phase, which is relevant to the nation that hosted the 2020 AFC U-23 Championship qualification."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?"", ""upstream_position"": 2, ""upstream_title"": ""FIFA World Cup""}]"
MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Myanmar,6,3,3,0,0,1,1,0,1,1,1,0,1,0,0,55.0,Thailand,body_substring,s3,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?,0,2020 AFC U-23 Championship qualification,The final tournament hosts Thailand decided to participate in qualification despite having automatically qualified for the final tournament.,recovered_top5,"[{""query_index"": 774, ""entity"": ""Thailand"", ""support_span"": ""The final tournament hosts Thailand decided to participate in qualification despite having automatically qualified for the final tournament."", ""why"": ""The upstream document explicitly states that Thailand hosted the 2020 AFC U-23 Championship qualification."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?"", ""upstream_position"": 0, ""upstream_title"": ""2020 AFC U-23 Championship qualification""}, {""query_index"": 774, ""entity"": ""Lao"", ""support_span"": ""A Don is a village in south-eastern Laos near the border with Vietnam."", ""why"": ""The upstream document explicitly mentions Laos as the country where A Don is located."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?"", ""upstream_position"": 1, ""upstream_title"": ""A Don""}, {""query_index"": 774, ""entity"": ""2020 AFC U-23 Championship qualification"", ""support_span"": ""The current format of the competition involves a qualification phase, which currently takes place over the preceding three years, to determine which teams qualify for the tournament phase"", ""why"": ""The upstream document mentions the qualification phase, which is relevant to the nation that hosted the 2020 AFC U-23 Championship qualification."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don?"", ""upstream_position"": 2, ""upstream_title"": ""FIFA World Cup""}]"
MuSiQue,musique,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,South Central Coast,5,14,-9,0,0,1,1,0,0,0,1,0,0,0,0,9.0,Da Nang,body_token_overlap,s2,In which region of the country is the city where Zone 5 Military Museum is found?,0,"Zone 5 Military Museum, Danang","The Zone 5 Military Museum (Bao Tang Khu 5) is a military museum located at 3 Duy Tân, Da Nang, Vietnam.",top20_not_top10,"[{""query_index"": 803, ""entity"": ""Phú Thọ Province"", ""support_span"": ""Hạ Hòa is a rural district of Phú Thọ Province in the Northeast region of Vietnam."", ""why"": ""The upstream document explicitly states that Hạ Hòa is located in Phú Thọ Province, which is necessary to determine the region of the country where the Zone 5 Military Museum is found."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which region of the country is the city where Zone 5 Military Museum is found?"", ""upstream_position"": 1, ""upstream_title"": ""Hạ Hòa District""}, {""query_index"": 803, ""entity"": ""Da Nang"", ""support_span"": ""The Zone 5 Military Museum (Bao Tang Khu 5) is a military museum located at 3 Duy Tân, Da Nang, Vietnam."", ""why"": ""The museum is explicitly located in Da Nang, Vietnam, which is the city where the Zone 5 Military Museum is found."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which region of the country is the city where Zone 5 Military Museum is found?"", ""upstream_position"": 0, ""upstream_title"": ""Zone 5 Military Museum, Danang""}, {""query_index"": 803, ""entity"": ""Bắc Giang Province"", ""support_span"": ""Việt Yên is a rural district of Bắc Giang Province in the Northeast region of Vietnam."", ""why"": ""The upstream document explicitly states that Việt Yên is part of Bắc Giang Province, which is relevant to determining the region where Ha Hoa is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which region of the country is the city where Zone 5 Military Museum is found?"", ""upstream_position"": 2, ""upstream_title"": ""Việt Yên District""}]"
MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Jerome Quinn,5,27,-22,0,0,1,1,0,0,0,0,0,0,0,0,9.0,"Appleton, Wisconsin",body_token_overlap,s2,Which county shares a border with the county where the band Tenement was formed?,0,Tenement (band),"Tenement is a three piece rock band from Appleton, Wisconsin formed in 2006.",not_top20,"[{""query_index"": 810, ""entity"": ""Appleton, Wisconsin"", ""support_span"": ""Tenement is a three piece rock band from Appleton, Wisconsin formed in 2006."", ""why"": ""The upstream document explicitly states that the band Tenement was formed in Appleton, Wisconsin, which is the county where the band was formed."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which county shares a border with the county where the band Tenement was formed?"", ""upstream_position"": 0, ""upstream_title"": ""Tenement (band)""}, {""query_index"": 810, ""entity"": ""Kaunas County"", ""support_span"": ""Kaunas County () is one of ten counties of Lithuania. It is in the centre of the country, and its capital is Kaunas."", ""why"": ""The upstream document explicitly mentions Kaunas County as the location where the band Tenement was formed, and it provides the necessary context for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which county shares a border with the county where the band Tenement was formed?"", ""upstream_position"": 1, ""upstream_title"": ""Kaunas County""}, {""query_index"": 810, ""entity"": ""Toronto, Ontario"", ""support_span"": ""Danko Jones is a Canadian rock trio from Toronto, Ontario."", ""why"": ""The upstream document explicitly states that Danko Jones is from Toronto, Ontario, which is the county where the band was formed."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which county shares a border with the county where the band Tenement was formed?"", ""upstream_position"": 2, ""upstream_title"": ""Danko Jones""}, {""query_index"": 810, ""entity"": ""Appleton, Wisconsin"", ""support_span"": ""Tenement is a three piece rock band from Appleton, Wisconsin formed in 2006."", ""why"": ""The band Tenement was formed in Appleton, Wisconsin, which is the county where the band originated."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the capital of that county?"", ""upstream_position"": 0, ""upstream_title"": ""Tenement (band)""}, {""query_index"": 810, ""entity"": ""Kauna"", ""support_span"": ""Its capital is Kaunas."", ""why"": ""The capital of Kaunas County is explicitly mentioned as Kaunas, which is directly relevant to the dependent demand."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the capital of that county?"", ""upstream_position"": 1, ""upstream_title"": ""Kaunas County""}, {""query_index"": 810, ""entity"": ""Toronto, Ontario"", ""support_span"": ""Danko Jones is a Canadian rock trio from Toronto, Ontario."", ""why"": ""The upstream document explicitly states that Danko Jones is from Toronto, Ontario, which is the county where the band was formed. The dependent demand asks for the capital of the county that shares a border with this county, implying the need to identify the county first."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the capital of that county?"", ""upstream_position"": 2, ""upstream_title"": ""Danko Jones""}]"
MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Pulaski High School,17,31,-14,0,0,0,1,0,0,0,0,0,0,0,0,9.0,"Appleton, Wisconsin",body_token_overlap,s2,Which county shares a border with the county where the band Tenement was formed?,0,Tenement (band),"Tenement is a three piece rock band from Appleton, Wisconsin formed in 2006.",not_top20,"[{""query_index"": 810, ""entity"": ""Appleton, Wisconsin"", ""support_span"": ""Tenement is a three piece rock band from Appleton, Wisconsin formed in 2006."", ""why"": ""The upstream document explicitly states that the band Tenement was formed in Appleton, Wisconsin, which is the county where the band was formed."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which county shares a border with the county where the band Tenement was formed?"", ""upstream_position"": 0, ""upstream_title"": ""Tenement (band)""}, {""query_index"": 810, ""entity"": ""Kaunas County"", ""support_span"": ""Kaunas County () is one of ten counties of Lithuania. It is in the centre of the country, and its capital is Kaunas."", ""why"": ""The upstream document explicitly mentions Kaunas County as the location where the band Tenement was formed, and it provides the necessary context for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which county shares a border with the county where the band Tenement was formed?"", ""upstream_position"": 1, ""upstream_title"": ""Kaunas County""}, {""query_index"": 810, ""entity"": ""Toronto, Ontario"", ""support_span"": ""Danko Jones is a Canadian rock trio from Toronto, Ontario."", ""why"": ""The upstream document explicitly states that Danko Jones is from Toronto, Ontario, which is the county where the band was formed."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which county shares a border with the county where the band Tenement was formed?"", ""upstream_position"": 2, ""upstream_title"": ""Danko Jones""}, {""query_index"": 810, ""entity"": ""Appleton, Wisconsin"", ""support_span"": ""Tenement is a three piece rock band from Appleton, Wisconsin formed in 2006."", ""why"": ""The band Tenement was formed in Appleton, Wisconsin, which is the county where the band originated."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the capital of that county?"", ""upstream_position"": 0, ""upstream_title"": ""Tenement (band)""}, {""query_index"": 810, ""entity"": ""Kauna"", ""support_span"": ""Its capital is Kaunas."", ""why"": ""The capital of Kaunas County is explicitly mentioned as Kaunas, which is directly relevant to the dependent demand."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the capital of that county?"", ""upstream_position"": 1, ""upstream_title"": ""Kaunas County""}, {""query_index"": 810, ""entity"": ""Toronto, Ontario"", ""support_span"": ""Danko Jones is a Canadian rock trio from Toronto, Ontario."", ""why"": ""The upstream document explicitly states that Danko Jones is from Toronto, Ontario, which is the county where the band was formed. The dependent demand asks for the capital of the county that shares a border with this county, implying the need to identify the county first."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the capital of that county?"", ""upstream_position"": 2, ""upstream_title"": ""Danko Jones""}]"
MuSiQue,musique,815,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",Adult contemporary music,81,35,46,0,0,0,0,0,0,0,0,0,0,0,0,6.0,AVA Radio Company,body_token_overlap,s2,What is the radio division of that broadcasting company?,19,Edward Fokczyński,"Edward Fokczyński was one of the four directors of the AVA Radio Company, an electronics firm established in Warsaw, Poland, in 1929.",not_top20,"[{""query_index"": 815, ""entity"": ""The Biggest Loser Brunei"", ""support_span"": ""The Biggest Loser Brunei (season 3): Lose It All is the third season of The Biggest Loser Brunei, which is the Bruneian version of the NBC reality television series The Biggest Loser."", ""why"": ""The upstream document explicitly mentions 'The Biggest Loser Brunei' as the Bruneian version of the show, which is relevant to the dependent demand about the broadcasting company."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""What is the radio division of that broadcasting company?"", ""upstream_position"": 0, ""upstream_title"": ""The Biggest Loser Brunei: Lose It All""}, {""query_index"": 815, ""entity"": ""Brunei"", ""support_span"": ""Labu is a mukim in the Temburong District of Brunei."", ""why"": ""The upstream document explicitly states that Labu is in Brunei, which is the country containing Labu."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""What is the radio division of that broadcasting company?"", ""upstream_position"": 1, ""upstream_title"": ""Labu, Temburong""}, {""query_index"": 815, ""entity"": ""AVA Radio Company"", ""support_span"": ""Edward Fokczyński was one of the four directors of the AVA Radio Company, an electronics firm established in Warsaw, Poland, in 1929."", ""why"": ""The AVA Radio Company is explicitly mentioned as the entity related to the radio division in the upstream document."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""What is the radio division of that broadcasting company?"", ""upstream_position"": 19, ""upstream_title"": ""Edward Fokczyński""}, {""query_index"": 815, ""entity"": ""The Biggest Loser Brunei"", ""support_span"": ""The Biggest Loser Brunei (season 3): Lose It All is the third season of The Biggest Loser Brunei, which is the Bruneian version of the NBC reality television series The Biggest Loser."", ""why"": ""The upstream document explicitly mentions 'The Biggest Loser Brunei' as the Bruneian version of the show, which is relevant to the dependent demand about the broadcasting company."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who was a prominent figure at that radio division?"", ""upstream_position"": 0, ""upstream_title"": ""The Biggest Loser Brunei: Lose It All""}, {""query_index"": 815, ""entity"": ""Brunei"", ""support_span"": ""Labu is a mukim in the Temburong District of Brunei."", ""why"": ""The upstream document explicitly mentions Brunei as the country where Labu is located, which is required for the dependent demand."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who was a prominent figure at that radio division?"", ""upstream_position"": 1, ""upstream_title"": ""Labu, Temburong""}, {""query_index"": 815, ""entity"": ""AVA Radio Company"", ""support_span"": ""Edward Fokczyński was one of the four directors of the AVA Radio Company, an electronics firm established in Warsaw, Poland, in 1929."", ""why"": ""The AVA Radio Company is explicitly mentioned as the entity related to the radio division in the upstream document."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who was a prominent figure at that radio division?"", ""upstream_position"": 19, ""upstream_title"": ""Edward Fokczyński""}]"
MuSiQue,musique,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,Casa Loma,88,91,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,,no_positive_score_for_gold,"[{""query_index"": 837, ""entity"": ""Danko Jone"", ""support_span"": ""Born A Lion is the debut album by Canadian rock band Danko Jones."", ""why"": ""The upstream document explicitly mentions Danko Jones as the band associated with the album 'Born A Lion', which is the origin of the performers."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""What is the name of the castle in that city?"", ""upstream_position"": 0, ""upstream_title"": ""Born a Lion""}, {""query_index"": 837, ""entity"": ""Born a Lion"", ""support_span"": ""two additional tracks from the 2002 album \""Born a Lion\"", \""Lovercall\"" and \""Sound of Love\"""", ""why"": ""The upstream document mentions \""Born a Lion\"" as an album, which is directly related to the performers mentioned in the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""What is the name of the castle in that city?"", ""upstream_position"": 1, ""upstream_title"": ""We Sweat Blood""}, {""query_index"": 837, ""entity"": ""Greifensee"", ""support_span"": ""Greifensee Castle () is a castle in the municipality of Greifensee and the canton of Zurich in Switzerland."", ""why"": ""The upstream document explicitly mentions Greifensee as the municipality where Greifensee Castle is located, which is the answer to the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""What is the name of the castle in that city?"", ""upstream_position"": 17, ""upstream_title"": ""Greifensee Castle""}]"
MuSiQue,musique,863,In what region of the country where Lam Thao is located is John Phan's birthplace?,South Central Coast,5,24,-19,0,0,1,1,0,0,0,0,0,0,0,0,9.0,Da Nang,body_token_overlap,s2,In what region of the country is that location?,0,John Phan,"born October 10, 1974 in Da Nang, Vietnam",not_top20,"[{""query_index"": 863, ""entity"": ""Phú Thọ Province"", ""support_span"": ""Lâm Thao is a rural district of Phú Thọ Province in the Northeast region of Vietnam."", ""why"": ""The upstream document explicitly states that Lam Thao is located in Phú Thọ Province, which is necessary to determine the region of the country for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what region of the country is that location?"", ""upstream_position"": 1, ""upstream_title"": ""Lâm Thao District""}, {""query_index"": 863, ""entity"": ""Da Nang"", ""support_span"": ""born October 10, 1974 in Da Nang, Vietnam"", ""why"": ""The upstream document explicitly mentions Da Nang, Vietnam as John Phan's birthplace, which is directly relevant to the dependent demand about the region of the country where Lam Thao is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what region of the country is that location?"", ""upstream_position"": 0, ""upstream_title"": ""John Phan""}, {""query_index"": 863, ""entity"": ""Philadelphia, PA"", ""support_span"": ""He was born in Philadelphia, PA and died in Denton, TX."", ""why"": ""The upstream document explicitly mentions Philadelphia, PA as the birthplace of Robert Perew, which is relevant to the dependent demand about the region of the country where Lam Thao is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what region of the country is that location?"", ""upstream_position"": 68, ""upstream_title"": ""Robert Perew""}, {""query_index"": 863, ""entity"": ""Da Nang"", ""support_span"": ""born October 10, 1974 in Da Nang, Vietnam"", ""why"": ""The upstream document explicitly states that John Phan was born in Da Nang, Vietnam, which is the direct answer to the upstream demand 'Where was John Phan born?'. This location is also the retrieval anchor for the dependent demand 'What region of the country is that birthplace located in?'."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What region of the country is that birthplace located in?"", ""upstream_position"": 0, ""upstream_title"": ""John Phan""}, {""query_index"": 863, ""entity"": ""Lâm Thao District"", ""support_span"": ""Lâm Thao is a rural district of Phú Thọ Province in the Northeast region of Vietnam."", ""why"": ""The upstream document explicitly mentions Lam Thao District as part of the Northeast region of Vietnam, which is relevant to the dependent demand about the region of John Phan's birthplace."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What region of the country is that birthplace located in?"", ""upstream_position"": 1, ""upstream_title"": ""Lâm Thao District""}, {""query_index"": 863, ""entity"": ""Philadelphia, PA"", ""support_span"": ""He was born in Philadelphia, PA and died in Denton, TX."", ""why"": ""The upstream document explicitly states that Robert Perew was born in Philadelphia, PA, which is the birthplace referenced in the dependent demand."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What region of the country is that birthplace located in?"", ""upstream_position"": 68, ""upstream_title"": ""Robert Perew""}]"
MuSiQue,musique,886,"What country is between Lithuania and the country many expelled French Jews relocated to, along with the country of citizenship of Marie Antoinette's mother?",César Gabriel de Choiseul,33,61,-28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,,no_positive_score_for_gold,"[{""query_index"": 886, ""entity"": ""France"", ""support_span"": ""at the court of King Louis XV of France in 1766"", ""why"": ""The upstream document mentions France as the country where Mercy-Argenteau worked and where Louis XV was king."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s1?"", ""upstream_position"": 0, ""upstream_title"": ""Florimond Claude, Comte de Mercy-Argenteau""}, {""query_index"": 886, ""entity"": ""Lithuania"", ""support_span"": ""What country is between Lithuania and the country identified in s1?"", ""why"": ""Lithuania is explicitly mentioned as one of the boundaries in the dependent demand."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s1?"", ""upstream_position"": 0, ""upstream_title"": ""Florimond Claude, Comte de Mercy-Argenteau""}, {""query_index"": 886, ""entity"": ""Austria"", ""support_span"": ""the marriage of the dauphin, afterwards Louis XVI, with Archduchess Maria Antonia of Austria"", ""why"": ""Austria is implied as the country of citizenship of Marie Antoinette's mother, as she was an Archduchess of Austria."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s1?"", ""upstream_position"": 0, ""upstream_title"": ""Florimond Claude, Comte de Mercy-Argenteau""}, {""query_index"": 886, ""entity"": ""France"", ""support_span"": ""Marie-Jeanne Rose Bertin (2 July 1747, Abbeville, Picardy, France – 22 September 1813, Épinay-sur-Seine)"", ""why"": ""The upstream document explicitly mentions France as the country of origin for Marie Antoinette, which is relevant to the dependent demand."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s1?"", ""upstream_position"": 1, ""upstream_title"": ""Rose Bertin""}, {""query_index"": 886, ""entity"": ""Austria"", ""support_span"": ""the first Empress of Austria by marriage to Francis II, Holy Roman Emperor"", ""why"": ""The text explicitly mentions Austria as the country where Marie Antoinette's mother, Marie Caroline of Austria, was from."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s1?"", ""upstream_position"": 11, ""upstream_title"": ""Maria Theresa of Naples and Sicily""}, {""query_index"": 886, ""entity"": ""Austria"", ""support_span"": ""the marriage of the dauphin, afterwards Louis XVI, with Archduchess Maria Antonia of Austria"", ""why"": ""The upstream document explicitly mentions Archduchess Maria Antonia of Austria, who is Marie Antoinette's mother, indicating Austria as her country of citizenship."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s2?"", ""upstream_position"": 0, ""upstream_title"": ""Florimond Claude, Comte de Mercy-Argenteau""}, {""query_index"": 886, ""entity"": ""France"", ""support_span"": ""Marie-Jeanne Rose Bertin (2 July 1747, Abbeville, Picardy, France – 22 September 1813, Épinay-sur-Seine)"", ""why"": ""The upstream document explicitly mentions France as the country of birth for Marie-Jeanne Rose Bertin, who was Marie Antoinette's dressmaker, implying France as the country of citizenship of Marie Antoinette's mother."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s2?"", ""upstream_position"": 1, ""upstream_title"": ""Rose Bertin""}, {""query_index"": 886, ""entity"": ""Austria"", ""support_span"": ""the first Empress of Austria by marriage to Francis II, Holy Roman Emperor"", ""why"": ""The text explicitly mentions Austria as the country of citizenship of Marie Antoinette's mother, Marie Caroline of Austria."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What country is between Lithuania and the country identified in s2?"", ""upstream_position"": 11, ""upstream_title"": ""Maria Theresa of Naples and Sicily""}]"
MuSiQue,musique,892,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",Scion (automobile),5,14,-9,0,0,1,1,0,0,0,1,0,0,0,0,55.0,Toyota,body_substring,s2,When did the identified company open US assembly plants?,4,Toyota,"Toyota, Nissan Motor Co. and Honda Motor Co. began building plants in the US by the early 1980s.",top20_not_top10,"[{""query_index"": 892, ""entity"": ""Nissan"", ""support_span"": ""Honda, Toyota and Nissan, affected by the 1981 voluntary export restraints, opened US assembly plants and established their luxury divisions (Acura, Lexus and Infiniti, respectively) to distinguish themselves from their mass-market brands."", ""why"": ""The upstream document explicitly mentions Nissan as part of the companies that opened US assembly plants after the 1981 voluntary export restraints."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the identified company open US assembly plants?"", ""upstream_position"": 0, ""upstream_title"": ""1973 oil crisis""}, {""query_index"": 892, ""entity"": ""Honda"", ""support_span"": ""The Acura Legend is a mid-size luxury/executive car manufactured by Honda."", ""why"": ""The upstream document explicitly states that the Acura Legend is manufactured by Honda, which is the company in question."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the identified company open US assembly plants?"", ""upstream_position"": 1, ""upstream_title"": ""Acura Legend""}, {""query_index"": 892, ""entity"": ""Toyota"", ""support_span"": ""Toyota, Nissan Motor Co. and Honda Motor Co. began building plants in the US by the early 1980s."", ""why"": ""The upstream document explicitly mentions Toyota as one of the companies that began building plants in the US by the early 1980s, which is relevant to the dependent demand about when the identified company opened US assembly plants."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the identified company open US assembly plants?"", ""upstream_position"": 4, ""upstream_title"": ""Toyota""}]"
