pilot_slice,policy,dataset,base_dataset,query_index,question,gold_title,source_has_gold,source_best_gold_rank,expanded_best_gold_rank,rank_improvement_vs_source,expanded_hit_at_5,expanded_hit_at_10,expanded_hit_at_20,expanded_hit_at_50,expanded_hit_at_100,final_new_at_5,pool_absent_recovered_at_100,retrieval_calls,slot_count,resolved_slot_count,slot_coverage,expanded_top5_titles_json
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Geography of Myanmar,1,29,,,0,0,0,0,0,0,0,1,0,0,,"[""Natural Dam, Arkansas"", ""Yaté Dam"", ""Albeni Falls Dam"", ""Vajiralongkorn Dam"", ""Ankang Dam""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Myanmar,1,77,37,40,0,0,0,1,1,0,0,1,0,0,,"[""Natural Dam, Arkansas"", ""Yaté Dam"", ""Albeni Falls Dam"", ""Vajiralongkorn Dam"", ""Ankang Dam""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,2020 AFC U-23 Championship qualification,1,71,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Geography of Myanmar,1,29,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Myanmar,1,77,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,2020 AFC U-23 Championship qualification,1,71,,,0,0,0,0,0,0,0,4,0,0,,"[""Natural Dam, Arkansas"", ""Yaté Dam"", ""Albeni Falls Dam"", ""Vajiralongkorn Dam"", ""Ankang Dam""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Geography of Myanmar,1,29,,,0,0,0,0,0,0,0,4,0,0,,"[""Natural Dam, Arkansas"", ""Yaté Dam"", ""Albeni Falls Dam"", ""Vajiralongkorn Dam"", ""Ankang Dam""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Myanmar,1,77,,,0,0,0,0,0,0,0,4,0,0,,"[""Natural Dam, Arkansas"", ""Yaté Dam"", ""Albeni Falls Dam"", ""Vajiralongkorn Dam"", ""Ankang Dam""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,2020 AFC U-23 Championship qualification,1,71,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Geography of Myanmar,1,29,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Myanmar,1,77,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_pool_absent,fixed_pool_top100,MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,Paula Santiago,0,,,,0,0,0,0,0,0,0,0,4,0,0.0,"[""Christian Sánchez (Mexican footballer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo"", ""Sebastian Cabot (explorer)"", ""Vicente Yáñez Pinzón""]"
source_pool_absent,rank_expansion,MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,Paula Santiago,0,,,,0,0,0,0,0,0,0,1,0,0,,"[""Christian Sánchez (Mexican footballer)"", ""Portugal"", ""History of the west coast of North America"", ""History of Australia"", ""Spice trade""]"
source_pool_absent,independent_demand,MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,Paula Santiago,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Italian Eritrea"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia"", ""Exploration of North America"", ""List of Italian musical terms used in English""]"
source_pool_absent,context_iterative_lite,MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,Paula Santiago,0,,,,0,0,0,0,0,0,0,4,0,0,,"[""Christian Sánchez (Mexican footballer)"", ""Portugal"", ""History of the west coast of North America"", ""History of Australia"", ""Spice trade""]"
source_pool_absent,dbir_det,MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,Paula Santiago,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Italian Eritrea"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia"", ""Exploration of North America"", ""List of Italian musical terms used in English""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,List of destroyer classes of the United States Navy,1,16,15,1,0,0,1,1,1,0,0,0,3,0,0.0,"[""USS Chillicothe (1862)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)"", ""USS Don (1862)""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,List of destroyer classes of the United States Navy,1,16,,,0,0,0,0,0,0,0,1,0,0,,"[""USS Chillicothe (1862)"", ""Lost Seal Stream"", ""Stand by Me"", ""Stand by You (Rachel Platten song)"", ""Seal Online""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,List of destroyer classes of the United States Navy,1,16,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""USS Chillicothe (1862)"", ""USS Arizona Memorial"", ""USS Mahan (DDG-42)"", ""USS Balch (DD-363)"", ""USS Brownson (DD-868)""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,List of destroyer classes of the United States Navy,1,16,,,0,0,0,0,0,0,0,4,0,0,,"[""USS Chillicothe (1862)"", ""Lost Seal Stream"", ""Stand by Me"", ""Stand by You (Rachel Platten song)"", ""Seal Online""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,List of destroyer classes of the United States Navy,1,16,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""USS Chillicothe (1862)"", ""USS Arizona Memorial"", ""USS Mahan (DDG-42)"", ""USS Balch (DD-363)"", ""USS Brownson (DD-868)""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,Bang Bon District,1,38,36,2,0,0,0,1,1,0,0,0,4,0,0.0,"[""Ercole Manfredi"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand"", ""Le pillole di Ercole""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,Bang Bon District,1,38,,,0,0,0,0,0,0,0,1,0,0,,"[""Ercole Manfredi"", ""Le pillole di Ercole"", ""The Beach (film)"", ""The Beach (film)"", ""Lost (TV series)""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,Bang Bon District,1,38,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Ercole Manfredi"", ""Le pillole di Ercole"", ""Die Hard Trilogy 2: Viva Las Vegas"", ""Die Hippie, Die"", ""Orcs Must Die! 2""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,Bang Bon District,1,38,,,0,0,0,0,0,0,0,4,0,0,,"[""Ercole Manfredi"", ""Le pillole di Ercole"", ""The Beach (film)"", ""The Beach (film)"", ""Lost (TV series)""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,Bang Bon District,1,38,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Ercole Manfredi"", ""Le pillole di Ercole"", ""Die Hard Trilogy 2: Viva Las Vegas"", ""Die Hippie, Die"", ""Orcs Must Die! 2""]"
source_pool_absent,fixed_pool_top100,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",1952 Winter Olympics,0,,,,0,0,0,0,0,0,0,0,3,0,0.0,"[""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe"", ""Declarations of war during World War II""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Military history of New Zealand during World War II,1,9,8,1,0,1,1,1,1,0,0,0,3,0,0.0,"[""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe"", ""Declarations of war during World War II""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",The Messenger (Zusak novel),1,11,10,1,0,0,1,1,1,0,0,0,3,0,0.0,"[""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe"", ""Declarations of war during World War II""]"
source_pool_absent,rank_expansion,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",1952 Winter Olympics,0,,,,0,0,0,0,0,0,0,1,0,0,,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Leader of the Official Opposition (Ontario)""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Military history of New Zealand during World War II,1,9,,,0,0,0,0,0,0,0,1,0,0,,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Leader of the Official Opposition (Ontario)""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",The Messenger (Zusak novel),1,11,,,0,0,0,0,0,0,0,1,0,0,,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Leader of the Official Opposition (Ontario)""]"
source_pool_absent,independent_demand,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",1952 Winter Olympics,0,,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Book of Ruth""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Military history of New Zealand during World War II,1,9,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Book of Ruth""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",The Messenger (Zusak novel),1,11,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Book of Ruth""]"
source_pool_absent,context_iterative_lite,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",1952 Winter Olympics,0,,,,0,0,0,0,0,0,0,4,0,0,,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Leader of the Official Opposition (Ontario)""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Military history of New Zealand during World War II,1,9,,,0,0,0,0,0,0,0,4,0,0,,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Leader of the Official Opposition (Ontario)""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",The Messenger (Zusak novel),1,11,15,-4,0,0,1,1,1,0,0,4,0,0,,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Leader of the Official Opposition (Ontario)""]"
source_pool_absent,dbir_det,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",1952 Winter Olympics,0,,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Book of Ruth""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Military history of New Zealand during World War II,1,9,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Book of Ruth""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",The Messenger (Zusak novel),1,11,13,-2,0,0,1,1,1,0,0,3,3,3,1.0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Demon Thief"", ""Kamilla and the Thief"", ""Book of Ruth""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",Myanmar,1,83,59,24,0,0,0,0,1,0,0,0,4,0,0.0,"[""Ottoman Empire"", ""Star Cola"", ""Somalis"", ""East Timor"", ""Schweppes Cola""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",Myanmar,1,83,,,0,0,0,0,0,0,0,1,0,0,,"[""Star Cola"", ""Ottoman Empire"", ""Schweppes Cola"", ""Ottoman Empire"", ""British Empire""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",Myanmar,1,83,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Star Cola"", ""Schweppes Cola"", ""Coca-Cola Bottling Company of Cape Cod"", ""List of Star Trek composers and music"", ""Coca-Cola Cowboy""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",Myanmar,1,83,,,0,0,0,0,0,0,0,4,0,0,,"[""Star Cola"", ""Ottoman Empire"", ""Schweppes Cola"", ""Ottoman Empire"", ""British Empire""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",Myanmar,1,83,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Star Cola"", ""Schweppes Cola"", ""Coca-Cola Bottling Company of Cape Cod"", ""List of Star Trek composers and music"", ""Coca-Cola Cowboy""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,1,19,18,1,0,0,1,1,1,0,0,0,3,0,0.0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)"", ""USS Stag (AW-1)""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,1,19,,,0,0,0,0,0,0,0,1,0,0,,"[""USS Dour (AM-223)"", ""Military history of the United States during World War II"", ""German military administration in occupied France during World War II"", ""Military history of Indonesia"", ""Alexander Military Law Academy""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,1,19,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""USS Dour (AM-223)"", ""USS Arizona Memorial"", ""USS Mahan (DDG-42)"", ""USS Balch (DD-363)"", ""USS Brownson (DD-868)""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,1,19,,,0,0,0,0,0,0,0,4,0,0,,"[""USS Dour (AM-223)"", ""Military history of the United States during World War II"", ""German military administration in occupied France during World War II"", ""Military history of Indonesia"", ""Alexander Military Law Academy""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,1,19,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""USS Dour (AM-223)"", ""USS Arizona Memorial"", ""USS Mahan (DDG-42)"", ""USS Balch (DD-363)"", ""USS Brownson (DD-868)""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,1,20,14,6,0,0,1,1,1,0,0,0,2,0,0.0,"[""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives"", ""Oklahoma"", ""Speaker of the United States House of Representatives""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,1,20,92,-72,0,0,0,0,1,0,0,1,0,0,,"[""Party leaders of the United States Senate"", ""Party leaders of the United States Senate"", ""Standing Rules of the United States Senate"", ""Filibuster in the United States Senate"", ""Democratic Party of Oregon""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,1,20,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Oklahoma"", ""Oklahoma City"", ""Oklahoma City"", ""Oklahoma"", ""Oklahoma City""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,1,20,,,0,0,0,0,0,0,0,4,0,0,,"[""Party leaders of the United States Senate"", ""Party leaders of the United States Senate"", ""Standing Rules of the United States Senate"", ""Filibuster in the United States Senate"", ""Democratic Party of Oregon""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,1,20,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Oklahoma"", ""Oklahoma City"", ""Oklahoma City"", ""Oklahoma"", ""Oklahoma City""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,1,73,66,7,0,0,0,0,1,0,0,0,3,0,0.0,"[""WGCK-FM"", ""Richmond, Virginia"", ""WKHK"", ""WFFG-FM"", ""WXBX""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,1,73,,,0,0,0,0,0,0,0,1,0,0,,"[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""New York City"", ""Richmond, Virginia""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,1,73,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Richmond, Virginia""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,1,73,,,0,0,0,0,0,0,0,4,0,0,,"[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""New York City"", ""Richmond, Virginia""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,1,73,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Richmond, Virginia""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,1,24,23,1,0,0,0,1,1,0,0,0,3,0,0.0,"[""Francisco H. Vázquez"", ""Francisco de Eliza"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia"", ""John Cabot""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,1,24,,,0,0,0,0,0,0,0,1,0,0,,"[""Francisco H. Vázquez"", ""Pennell Coast"", ""History of Australia"", ""History of the west coast of North America"", ""East Coast of the United States""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,1,24,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""Pennell Coast"", ""History of Australia"", ""History of the west coast of North America"", ""East Coast of the United States"", ""Portugal""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,1,24,,,0,0,0,0,0,0,0,4,0,0,,"[""Francisco H. Vázquez"", ""Pennell Coast"", ""History of Australia"", ""History of the west coast of North America"", ""East Coast of the United States""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,1,24,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""Pennell Coast"", ""History of Australia"", ""History of the west coast of North America"", ""East Coast of the United States"", ""Portugal""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Myanmar,1,14,14,0,0,0,1,1,1,0,0,0,2,0,0.0,"[""Franco-Prussian War"", ""Phoe Pyonn Cho"", ""Gamal Abdel Nasser"", ""Coinage of India"", ""Hellenistic period""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Ottoman Empire,1,30,28,2,0,0,0,1,1,0,0,0,2,0,0.0,"[""Franco-Prussian War"", ""Phoe Pyonn Cho"", ""Gamal Abdel Nasser"", ""Coinage of India"", ""Hellenistic period""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Myanmar,1,14,,,0,0,0,0,0,0,0,1,0,0,,"[""Phoe Pyonn Cho"", ""Ottoman Empire"", ""Cho Chi-hyo"", ""Cho-Liang Lin"", ""Coinage of India""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Ottoman Empire,1,30,1,29,1,1,1,1,1,1,0,1,0,0,,"[""Phoe Pyonn Cho"", ""Ottoman Empire"", ""Cho Chi-hyo"", ""Cho-Liang Lin"", ""Coinage of India""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Myanmar,1,14,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Phoe Pyonn Cho"", ""Cho Chi-hyo"", ""Cho-Liang Lin"", ""Agents of Secret Stuff"", ""Dumbledore's Army""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Ottoman Empire,1,30,10,20,0,0,1,1,1,0,0,2,2,2,1.0,"[""Phoe Pyonn Cho"", ""Cho Chi-hyo"", ""Cho-Liang Lin"", ""Agents of Secret Stuff"", ""Dumbledore's Army""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Myanmar,1,14,,,0,0,0,0,0,0,0,4,0,0,,"[""Phoe Pyonn Cho"", ""Ottoman Empire"", ""Cho Chi-hyo"", ""Cho-Liang Lin"", ""Coinage of India""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Ottoman Empire,1,30,1,29,1,1,1,1,1,1,0,4,0,0,,"[""Phoe Pyonn Cho"", ""Ottoman Empire"", ""Cho Chi-hyo"", ""Cho-Liang Lin"", ""Coinage of India""]"
