dataset,base_dataset,query_index,query_idx,question,method,gold_doc_count,support_hit_count,support_recall,support_complete,missing_count,selected_positions_json,selected_titles_json,missing_titles_json,rankgpt_parse_ok,rankgpt_prompt_has_no_think,rankgpt_selected_count,rankgpt_parse_source,rankgpt_error
2Wiki,2wikimultihopqa,244,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",setr_faithful,4,2,0.5,0,2,"[0, 4, 5, 1, 2]","[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""John Farrow"", ""The Sundowners (1950 film)"", ""Home in Indiana""]","[""Philip Ford (film director)"", ""Fred Zinnemann""]",,,,,
2Wiki,2wikimultihopqa,244,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",dbec_selective,4,3,0.75,0,1,"[88, 20, 1, 4, 0]","[""Peter Glenville"", ""Philip Ford (film director)"", ""The Sundowners (1950 film)"", ""The Wild Frontier (film)"", ""The Sundowners (1960 film)""]","[""Fred Zinnemann""]",,,,,
2Wiki,2wikimultihopqa,244,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",rankgpt_sliding20_step10_no_think,4,2,0.5,0,2,"[4, 1, 5, 96, 0]","[""The Wild Frontier (film)"", ""The Sundowners (1950 film)"", ""John Farrow"", ""Ian Barry (director)"", ""The Sundowners (1960 film)""]","[""Philip Ford (film director)"", ""Fred Zinnemann""]",1,1,5,json,
2Wiki,2wikimultihopqa,245,245,"Which film has the director who was born first, A Monster And A Half or Un Giorno Speciale?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""A Monster and a Half"", ""Un giorno speciale"", ""Francesca Comencini"", ""A Day for Lionhearts"", ""Steno (director)""]",[],,,,,
2Wiki,2wikimultihopqa,245,245,"Which film has the director who was born first, A Monster And A Half or Un Giorno Speciale?",setr_faithful,4,4,1.0,1,0,"[0, 1, 2, 4, 3]","[""A Monster and a Half"", ""Un giorno speciale"", ""Francesca Comencini"", ""Steno (director)"", ""A Day for Lionhearts""]",[],,,,,
2Wiki,2wikimultihopqa,245,245,"Which film has the director who was born first, A Monster And A Half or Un Giorno Speciale?",dbec_selective,4,4,1.0,1,0,"[4, 0, 1, 2, 3]","[""Steno (director)"", ""A Monster and a Half"", ""Un giorno speciale"", ""Francesca Comencini"", ""A Day for Lionhearts""]",[],,,,,
2Wiki,2wikimultihopqa,245,245,"Which film has the director who was born first, A Monster And A Half or Un Giorno Speciale?",rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[4, 2, 0, 1, 8]","[""Steno (director)"", ""Francesca Comencini"", ""A Monster and a Half"", ""Un giorno speciale"", ""Toto and the King of Rome""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,246,246,"Are both mountains, Munti Wayi and Coñocranra, located in the same country?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Munti Wayi"", ""Coñocranra"", ""Uchuy Milla"", ""Machu Kunturi"", ""Wiqu (Lima)""]",[],,,,,
2Wiki,2wikimultihopqa,246,246,"Are both mountains, Munti Wayi and Coñocranra, located in the same country?",setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Munti Wayi"", ""Coñocranra"", ""Uchuy Milla"", ""Machu Kunturi"", ""Wiqu (Lima)""]",[],,,,,
2Wiki,2wikimultihopqa,246,246,"Are both mountains, Munti Wayi and Coñocranra, located in the same country?",dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Munti Wayi"", ""Coñocranra"", ""Uchuy Milla"", ""Machu Kunturi"", ""Wiqu (Lima)""]",[],,,,,
2Wiki,2wikimultihopqa,246,246,"Are both mountains, Munti Wayi and Coñocranra, located in the same country?",rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 1, 16, 2, 3]","[""Munti Wayi"", ""Coñocranra"", ""Santa Rosa (mountain)"", ""Uchuy Milla"", ""Machu Kunturi""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,247,247,What is the award that the director of film Bangalore Naatkal earned?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Bhaskar (director)"", ""Bangalore Naatkal"", ""Weekend Blockbusters"", ""Gunasekhar"", ""Ranganath (actor)""]",[],,,,,
2Wiki,2wikimultihopqa,247,247,What is the award that the director of film Bangalore Naatkal earned?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Bhaskar (director)"", ""Bangalore Naatkal"", ""Weekend Blockbusters"", ""Gunasekhar"", ""Ranganath (actor)""]",[],,,,,
2Wiki,2wikimultihopqa,247,247,What is the award that the director of film Bangalore Naatkal earned?,dbec_selective,2,2,1.0,1,0,"[0, 99, 1, 2, 3]","[""Bhaskar (director)"", ""Black Reel Award for Outstanding Independent Film"", ""Bangalore Naatkal"", ""Weekend Blockbusters"", ""Gunasekhar""]",[],,,,,
2Wiki,2wikimultihopqa,247,247,What is the award that the director of film Bangalore Naatkal earned?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 3, 9, 11]","[""Bangalore Naatkal"", ""Bhaskar (director)"", ""Gunasekhar"", ""K. Raghavendra Rao"", ""Adurthi Subba Rao""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,248,248,Where was the director of film Life Classes born?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Life Classes"", ""Joshua Marston"", ""William D. MacGillivray"", ""Peter Greenaway"", ""Life Hits""]",[],,,,,
2Wiki,2wikimultihopqa,248,248,Where was the director of film Life Classes born?,setr_faithful,2,2,1.0,1,0,"[0, 2, 1, 3, 4]","[""Life Classes"", ""William D. MacGillivray"", ""Joshua Marston"", ""Peter Greenaway"", ""Life Hits""]",[],,,,,
2Wiki,2wikimultihopqa,248,248,Where was the director of film Life Classes born?,dbec_selective,2,2,1.0,1,0,"[2, 0, 1, 3, 4]","[""William D. MacGillivray"", ""Life Classes"", ""Joshua Marston"", ""Peter Greenaway"", ""Life Hits""]",[],,,,,
2Wiki,2wikimultihopqa,248,248,Where was the director of film Life Classes born?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[2, 0, 1, 53, 8]","[""William D. MacGillivray"", ""Life Classes"", ""Joshua Marston"", ""Claude Weisz"", ""Diane Kurys""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,249,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",source_order,4,3,0.75,0,1,"[0, 1, 2, 3, 4]","[""Flannelfoot"", ""The Hitler Gang"", ""Maclean Rogers"", ""Johnny on the Spot"", ""Hitler – Dead or Alive""]","[""John Farrow""]",,,,,
2Wiki,2wikimultihopqa,249,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",setr_faithful,4,3,0.75,0,1,"[0, 1, 2, 3, 4]","[""Flannelfoot"", ""The Hitler Gang"", ""Maclean Rogers"", ""Johnny on the Spot"", ""Hitler – Dead or Alive""]","[""John Farrow""]",,,,,
2Wiki,2wikimultihopqa,249,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",dbec_selective,4,4,1.0,1,0,"[2, 59, 1, 0, 3]","[""Maclean Rogers"", ""John Farrow"", ""The Hitler Gang"", ""Flannelfoot"", ""Johnny on the Spot""]",[],,,,,
2Wiki,2wikimultihopqa,249,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",rankgpt_sliding20_step10_no_think,4,3,0.75,0,1,"[2, 0, 1, 3, 83]","[""Maclean Rogers"", ""Flannelfoot"", ""The Hitler Gang"", ""Johnny on the Spot"", ""J. Lee Thompson""]","[""John Farrow""]",1,1,5,json,
2Wiki,2wikimultihopqa,250,250,"Which film has the director who is older, Four Days In November or The Romance Of Tarzan?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Romance of Tarzan"", ""Four Days in November"", ""The Fatal Mistake"", ""Wilfred Lucas"", ""Mel Stuart""]",[],,,,,
2Wiki,2wikimultihopqa,250,250,"Which film has the director who is older, Four Days In November or The Romance Of Tarzan?",setr_faithful,4,4,1.0,1,0,"[0, 1, 3, 4, 2]","[""The Romance of Tarzan"", ""Four Days in November"", ""Wilfred Lucas"", ""Mel Stuart"", ""The Fatal Mistake""]",[],,,,,
2Wiki,2wikimultihopqa,250,250,"Which film has the director who is older, Four Days In November or The Romance Of Tarzan?",dbec_selective,4,3,0.75,0,1,"[13, 3, 1, 0, 2]","[""Nanni Loy"", ""Wilfred Lucas"", ""Four Days in November"", ""The Romance of Tarzan"", ""The Fatal Mistake""]","[""Mel Stuart""]",,,,,
2Wiki,2wikimultihopqa,250,250,"Which film has the director who is older, Four Days In November or The Romance Of Tarzan?",rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[3, 4, 0, 1, 2]","[""Wilfred Lucas"", ""Mel Stuart"", ""The Romance of Tarzan"", ""Four Days in November"", ""The Fatal Mistake""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,251,251,"Who is the paternal grandmother of Isabel Luísa, Princess Of Beira?",source_order,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""Isabel Luísa, Princess of Beira"", ""Maria Carolina Zamoyska"", ""Archduchess Maria Isabella of Austria"", ""Archduchess Maria Luisa of Austria, Princess of Tuscany (1798-1857)"", ""Francisco António, Prince of Beira""]","[""Peter II of Portugal""]",,,,,
2Wiki,2wikimultihopqa,251,251,"Who is the paternal grandmother of Isabel Luísa, Princess Of Beira?",setr_faithful,2,1,0.5,0,1,"[0, 4, 8, 1, 2]","[""Isabel Luísa, Princess of Beira"", ""Francisco António, Prince of Beira"", ""Archduchess Elisabeth Amalie of Austria"", ""Maria Carolina Zamoyska"", ""Archduchess Maria Isabella of Austria""]","[""Peter II of Portugal""]",,,,,
2Wiki,2wikimultihopqa,251,251,"Who is the paternal grandmother of Isabel Luísa, Princess Of Beira?",dbec_selective,2,2,1.0,1,0,"[68, 0, 1, 2, 3]","[""Peter II of Portugal"", ""Isabel Luísa, Princess of Beira"", ""Maria Carolina Zamoyska"", ""Archduchess Maria Isabella of Austria"", ""Archduchess Maria Luisa of Austria, Princess of Tuscany (1798-1857)""]",[],,,,,
2Wiki,2wikimultihopqa,251,251,"Who is the paternal grandmother of Isabel Luísa, Princess Of Beira?",rankgpt_sliding20_step10_no_think,2,1,0.5,0,1,"[0, 4, 23, 1, 2]","[""Isabel Luísa, Princess of Beira"", ""Francisco António, Prince of Beira"", ""Teresa Lourenço"", ""Maria Carolina Zamoyska"", ""Archduchess Maria Isabella of Austria""]","[""Peter II of Portugal""]",1,1,5,json,
2Wiki,2wikimultihopqa,252,252,What nationality is Ameena Begum's husband?,source_order,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""Ameena Begum"", ""Ameena Begum (politician)"", ""Nurul Islam Omar"", ""Nurul Islam Talukder"", ""Nurul Islam Milon""]","[""Inayat Khan""]",,,,,
2Wiki,2wikimultihopqa,252,252,What nationality is Ameena Begum's husband?,setr_faithful,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""Ameena Begum"", ""Ameena Begum (politician)"", ""Nurul Islam Omar"", ""Nurul Islam Talukder"", ""Nurul Islam Milon""]","[""Inayat Khan""]",,,,,
2Wiki,2wikimultihopqa,252,252,What nationality is Ameena Begum's husband?,dbec_selective,2,1,0.5,0,1,"[55, 1, 0, 2, 3]","[""Abdul-Vahed Niyazov"", ""Ameena Begum (politician)"", ""Ameena Begum"", ""Nurul Islam Omar"", ""Nurul Islam Talukder""]","[""Inayat Khan""]",,,,,
2Wiki,2wikimultihopqa,252,252,What nationality is Ameena Begum's husband?,rankgpt_sliding20_step10_no_think,2,1,0.5,0,1,"[0, 17, 81, 13, 41]","[""Ameena Begum"", ""Philip May"", ""Robert Vadra"", ""Devisingh Ransingh Shekhawat"", ""Andrew Upton""]","[""Inayat Khan""]",1,1,5,json,
2Wiki,2wikimultihopqa,253,253,"Which one was established first, Shriro or Tj Ryan Foundation?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""TJ Ryan Foundation"", ""Shriro"", ""Dugès"", ""It's in the Bag"", ""Banco de Occidente""]",[],,,,,
2Wiki,2wikimultihopqa,253,253,"Which one was established first, Shriro or Tj Ryan Foundation?",setr_faithful,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Shriro"", ""TJ Ryan Foundation"", ""Dugès"", ""It's in the Bag"", ""Banco de Occidente""]",[],,,,,
2Wiki,2wikimultihopqa,253,253,"Which one was established first, Shriro or Tj Ryan Foundation?",dbec_selective,2,2,1.0,1,0,"[7, 0, 1, 2, 3]","[""When I Was Young"", ""TJ Ryan Foundation"", ""Shriro"", ""Dugès"", ""It's in the Bag""]",[],,,,,
2Wiki,2wikimultihopqa,253,253,"Which one was established first, Shriro or Tj Ryan Foundation?",rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""TJ Ryan Foundation"", ""Shriro"", ""Dugès"", ""It's in the Bag"", ""Banco de Occidente""]",[],0,1,5,json,
2Wiki,2wikimultihopqa,254,254,"Which film whose director is younger, The Tiger Makes Out or La Vérité Sur Bébé Donge?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""La Vérité sur Bébé Donge"", ""The Tiger Makes Out"", ""Henri Decoin"", ""Arthur Hiller"", ""Mariclare Costello""]",[],,,,,
2Wiki,2wikimultihopqa,254,254,"Which film whose director is younger, The Tiger Makes Out or La Vérité Sur Bébé Donge?",setr_faithful,4,4,1.0,1,0,"[1, 0, 3, 2, 4]","[""The Tiger Makes Out"", ""La Vérité sur Bébé Donge"", ""Arthur Hiller"", ""Henri Decoin"", ""Mariclare Costello""]",[],,,,,
2Wiki,2wikimultihopqa,254,254,"Which film whose director is younger, The Tiger Makes Out or La Vérité Sur Bébé Donge?",dbec_selective,4,3,0.75,0,1,"[99, 3, 10, 1, 0]","[""Laurent Tirard"", ""Arthur Hiller"", ""Dugès"", ""The Tiger Makes Out"", ""La Vérité sur Bébé Donge""]","[""Henri Decoin""]",,,,,
2Wiki,2wikimultihopqa,254,254,"Which film whose director is younger, The Tiger Makes Out or La Vérité Sur Bébé Donge?",rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[1, 0, 3, 2, 68]","[""The Tiger Makes Out"", ""La Vérité sur Bébé Donge"", ""Arthur Hiller"", ""Henri Decoin"", ""Bertrand Tavernier""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,255,255,What nationality is Arabia (Daughter Of Justin Ii)'s mother?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Arabia (daughter of Justin II)"", ""Sophia (empress)"", ""James Cantine"", ""Sophie of Pomerania, Duchess of Pomerania"", ""Murad I""]",[],,,,,
2Wiki,2wikimultihopqa,255,255,What nationality is Arabia (Daughter Of Justin Ii)'s mother?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Arabia (daughter of Justin II)"", ""Sophia (empress)"", ""James Cantine"", ""Sophie of Pomerania, Duchess of Pomerania"", ""Murad I""]",[],,,,,
2Wiki,2wikimultihopqa,255,255,What nationality is Arabia (Daughter Of Justin Ii)'s mother?,dbec_selective,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Sophia (empress)"", ""Arabia (daughter of Justin II)"", ""James Cantine"", ""Sophie of Pomerania, Duchess of Pomerania"", ""Murad I""]",[],,,,,
2Wiki,2wikimultihopqa,255,255,What nationality is Arabia (Daughter Of Justin Ii)'s mother?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 1, 8, 13, 36]","[""Arabia (daughter of Justin II)"", ""Sophia (empress)"", ""Anicia Juliana"", ""Licinia Eudoxia"", ""Domitilla the Younger""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,256,256,Where was the place of death of Anna Of Pomerania's father?,source_order,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""Anna of Pomerania, Duchess of Lubin"", ""Anna of Pomerania"", ""Sophie of Pomerania, Duchess of Pomerania"", ""Bogislaw IV, Duke of Pomerania"", ""Anna von Schweidnitz""]","[""Bogislaw XIII, Duke of Pomerania""]",,,,,
2Wiki,2wikimultihopqa,256,256,Where was the place of death of Anna Of Pomerania's father?,setr_faithful,2,2,1.0,1,0,"[0, 8, 9, 1, 2]","[""Anna of Pomerania, Duchess of Lubin"", ""Euphemia of Pomerania"", ""Bogislaw XIII, Duke of Pomerania"", ""Anna of Pomerania"", ""Sophie of Pomerania, Duchess of Pomerania""]",[],,,,,
2Wiki,2wikimultihopqa,256,256,Where was the place of death of Anna Of Pomerania's father?,dbec_selective,2,1,0.5,0,1,"[3, 0, 1, 2, 4]","[""Bogislaw IV, Duke of Pomerania"", ""Anna of Pomerania, Duchess of Lubin"", ""Anna of Pomerania"", ""Sophie of Pomerania, Duchess of Pomerania"", ""Anna von Schweidnitz""]","[""Bogislaw XIII, Duke of Pomerania""]",,,,,
2Wiki,2wikimultihopqa,256,256,Where was the place of death of Anna Of Pomerania's father?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[8, 3, 9, 0, 1]","[""Euphemia of Pomerania"", ""Bogislaw IV, Duke of Pomerania"", ""Bogislaw XIII, Duke of Pomerania"", ""Anna of Pomerania, Duchess of Lubin"", ""Anna of Pomerania""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,257,257,Where did the director of film Mary Jane'S Pa die?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Mary Jane's Pa"", ""James Young (director)"", ""William Keighley"", ""John Francis Dillon (director)"", ""Robert Thornby""]",[],,,,,
2Wiki,2wikimultihopqa,257,257,Where did the director of film Mary Jane'S Pa die?,setr_faithful,2,2,1.0,1,0,"[0, 2, 1, 3, 4]","[""Mary Jane's Pa"", ""William Keighley"", ""James Young (director)"", ""John Francis Dillon (director)"", ""Robert Thornby""]",[],,,,,
2Wiki,2wikimultihopqa,257,257,Where did the director of film Mary Jane'S Pa die?,dbec_selective,2,2,1.0,1,0,"[2, 0, 1, 3, 4]","[""William Keighley"", ""Mary Jane's Pa"", ""James Young (director)"", ""John Francis Dillon (director)"", ""Robert Thornby""]",[],,,,,
2Wiki,2wikimultihopqa,257,257,Where did the director of film Mary Jane'S Pa die?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 2, 1, 3, 4]","[""Mary Jane's Pa"", ""William Keighley"", ""James Young (director)"", ""John Francis Dillon (director)"", ""Robert Thornby""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,258,258,"What is the place of birth of Louis Of Nassau, Lord Of De Lek And Beverweerd's mother?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Louis of Nassau, Lord of De Lek and Beverweerd"", ""John II, Lord of Polanen"", ""William of Nassau (1620–1679)"", ""William of Nassau (1601–1627)"", ""Margaretha van Mechelen""]",[],,,,,
2Wiki,2wikimultihopqa,258,258,"What is the place of birth of Louis Of Nassau, Lord Of De Lek And Beverweerd's mother?",setr_faithful,2,2,1.0,1,0,"[0, 3, 4, 1, 2]","[""Louis of Nassau, Lord of De Lek and Beverweerd"", ""William of Nassau (1601–1627)"", ""Margaretha van Mechelen"", ""John II, Lord of Polanen"", ""William of Nassau (1620–1679)""]",[],,,,,
2Wiki,2wikimultihopqa,258,258,"What is the place of birth of Louis Of Nassau, Lord Of De Lek And Beverweerd's mother?",dbec_selective,2,2,1.0,1,0,"[4, 0, 1, 2, 3]","[""Margaretha van Mechelen"", ""Louis of Nassau, Lord of De Lek and Beverweerd"", ""John II, Lord of Polanen"", ""William of Nassau (1620–1679)"", ""William of Nassau (1601–1627)""]",[],,,,,
2Wiki,2wikimultihopqa,258,258,"What is the place of birth of Louis Of Nassau, Lord Of De Lek And Beverweerd's mother?",rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[10, 4, 6, 0, 29]","[""Countess Anna of Nassau"", ""Margaretha van Mechelen"", ""Amalia of Solms-Braunfels"", ""Louis of Nassau, Lord of De Lek and Beverweerd"", ""William the Silent""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,259,259,"Where did Sholto Douglas, 15Th Earl Of Morton's father study?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Mary Diana Dods"", ""James Douglas, 14th Earl of Morton"", ""Sholto Douglas, 15th Earl of Morton"", ""Robert Douglas, 8th Earl of Morton"", ""William Douglas, 9th Earl of Morton""]",[],,,,,
2Wiki,2wikimultihopqa,259,259,"Where did Sholto Douglas, 15Th Earl Of Morton's father study?",setr_faithful,2,2,1.0,1,0,"[1, 2, 0, 3, 4]","[""James Douglas, 14th Earl of Morton"", ""Sholto Douglas, 15th Earl of Morton"", ""Mary Diana Dods"", ""Robert Douglas, 8th Earl of Morton"", ""William Douglas, 9th Earl of Morton""]",[],,,,,
2Wiki,2wikimultihopqa,259,259,"Where did Sholto Douglas, 15Th Earl Of Morton's father study?",dbec_selective,2,2,1.0,1,0,"[1, 2, 0, 3, 4]","[""James Douglas, 14th Earl of Morton"", ""Sholto Douglas, 15th Earl of Morton"", ""Mary Diana Dods"", ""Robert Douglas, 8th Earl of Morton"", ""William Douglas, 9th Earl of Morton""]",[],,,,,
2Wiki,2wikimultihopqa,259,259,"Where did Sholto Douglas, 15Th Earl Of Morton's father study?",rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[2, 1, 5, 7, 8]","[""Sholto Douglas, 15th Earl of Morton"", ""James Douglas, 14th Earl of Morton"", ""Stewart Douglas, 22nd Earl of Morton"", ""James Douglas, 3rd Earl of Morton"", ""Archibald Douglas, 8th Earl of Angus""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,260,260,"Which film was released first, Par La Fenêtre or Semi-Tough?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Semi-Tough"", ""Par la fenêtre"", ""Ma femme s'appelle reviens"", ""Boum sur Paris"", ""Ma femme s'appelle Maurice""]",[],,,,,
2Wiki,2wikimultihopqa,260,260,"Which film was released first, Par La Fenêtre or Semi-Tough?",setr_faithful,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Par la fenêtre"", ""Semi-Tough"", ""Ma femme s'appelle reviens"", ""Boum sur Paris"", ""Ma femme s'appelle Maurice""]",[],,,,,
2Wiki,2wikimultihopqa,260,260,"Which film was released first, Par La Fenêtre or Semi-Tough?",dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Semi-Tough"", ""Par la fenêtre"", ""Ma femme s'appelle reviens"", ""Boum sur Paris"", ""Ma femme s'appelle Maurice""]",[],,,,,
2Wiki,2wikimultihopqa,260,260,"Which film was released first, Par La Fenêtre or Semi-Tough?",rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 79, 50, 63]","[""Par la fenêtre"", ""Semi-Tough"", ""Tough to Handle"", ""La Carapate"", ""Arrête ton char... bidasse!""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,261,261,"Where did Adolph Of Cleves, Lord Of Ravenstein's mother die?",source_order,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""Adolph of Cleves, Lord of Ravenstein"", ""Adolph I, Duke of Cleves"", ""Bridget of York"", ""Beatrice of Coimbra"", ""Elisabeth of Cleves, Countess of Schwarzburg-Blankenburg""]","[""Mary of Burgundy, Duchess of Cleves""]",,,,,
2Wiki,2wikimultihopqa,261,261,"Where did Adolph Of Cleves, Lord Of Ravenstein's mother die?",setr_faithful,2,2,1.0,1,0,"[3, 8, 0, 1, 2]","[""Beatrice of Coimbra"", ""Mary of Burgundy, Duchess of Cleves"", ""Adolph of Cleves, Lord of Ravenstein"", ""Adolph I, Duke of Cleves"", ""Bridget of York""]",[],,,,,
2Wiki,2wikimultihopqa,261,261,"Where did Adolph Of Cleves, Lord Of Ravenstein's mother die?",dbec_selective,2,2,1.0,1,0,"[8, 0, 1, 2, 3]","[""Mary of Burgundy, Duchess of Cleves"", ""Adolph of Cleves, Lord of Ravenstein"", ""Adolph I, Duke of Cleves"", ""Bridget of York"", ""Beatrice of Coimbra""]",[],,,,,
2Wiki,2wikimultihopqa,261,261,"Where did Adolph Of Cleves, Lord Of Ravenstein's mother die?",rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 4, 7, 8, 5]","[""Adolph of Cleves, Lord of Ravenstein"", ""Elisabeth of Cleves, Countess of Schwarzburg-Blankenburg"", ""Margaret of Cleves, Duchess of Bavaria-Munich"", ""Mary of Burgundy, Duchess of Cleves"", ""Anna van Bourgondië""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,262,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""Lianna"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone"", ""John Sayles"", ""Layne Tom Jr.""]",[],,,,,
2Wiki,2wikimultihopqa,262,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",setr_faithful,4,4,1.0,1,0,"[0, 1, 3, 2, 4]","[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles"", ""H. Bruce Humberstone"", ""Layne Tom Jr.""]",[],,,,,
2Wiki,2wikimultihopqa,262,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",dbec_selective,4,4,1.0,1,0,"[50, 3, 0, 1, 2]","[""Po-Chih Leong"", ""John Sayles"", ""Lianna"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone""]",[],,,,,
2Wiki,2wikimultihopqa,262,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[3, 0, 1, 2, 4]","[""John Sayles"", ""Lianna"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone"", ""Layne Tom Jr.""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,263,263,Where was the performer of song Evolution (Ayumi Hamasaki Song) born?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Ayumi Hamasaki"", ""Evolution (Ayumi Hamasaki song)"", ""Merry-Go-Round (Ayumi Hamasaki song)"", ""Shinji Takeda"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,263,263,Where was the performer of song Evolution (Ayumi Hamasaki Song) born?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Ayumi Hamasaki"", ""Evolution (Ayumi Hamasaki song)"", ""Merry-Go-Round (Ayumi Hamasaki song)"", ""Shinji Takeda"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,263,263,Where was the performer of song Evolution (Ayumi Hamasaki Song) born?,dbec_selective,2,2,1.0,1,0,"[82, 1, 86, 0, 2]","[""Zhang Ye (singer)"", ""Evolution (Ayumi Hamasaki song)"", ""Charles Arthur Tabberer"", ""Ayumi Hamasaki"", ""Merry-Go-Round (Ayumi Hamasaki song)""]",[],,,,,
2Wiki,2wikimultihopqa,263,263,Where was the performer of song Evolution (Ayumi Hamasaki Song) born?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 1, 5, 86, 85]","[""Ayumi Hamasaki"", ""Evolution (Ayumi Hamasaki song)"", ""Borys Lankosz"", ""Charles Arthur Tabberer"", ""Evan Crooks""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,264,264,"Who was born earlier, Bruce Mccandless or Brian K. Zahra?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Brian K. Zahra"", ""Bruce McCandless II"", ""Byron McCandless"", ""Bruce McCandless"", ""Dugès""]",[],,,,,
