dataset,query_index,method,gold_title,source_best_gold_rank,hit_at_5,new_hit_at_5,selected_titles_json
MuSiQue,259,source_order,List of destroyer classes of the United States Navy,16,0,0,"[""USS Chillicothe (1862)"", ""United States Navy SEALs"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]"
MuSiQue,261,dbec_selective,Bang Bon District,38,0,0,"[""The Beach (film)"", ""Ercole Manfredi"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]"
MuSiQue,261,rankgpt_rank5_no_think,Bang Bon District,38,0,0,"[""Thailand"", ""The Beach (film)"", ""The Beach (film)"", ""Bejaratana"", ""Monuriki""]"
MuSiQue,261,rankgpt_select5_no_think,Bang Bon District,38,0,0,"[""Thailand"", ""The Beach (film)"", ""Bejaratana"", ""The Beach (film)"", ""Monuriki""]"
MuSiQue,261,setr_faithful,Bang Bon District,38,0,0,"[""Ercole Manfredi"", ""The Beach (film)"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]"
MuSiQue,261,source_order,Bang Bon District,38,0,0,"[""Ercole Manfredi"", ""The Beach (film)"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]"
MuSiQue,269,dbec_selective,Military history of New Zealand during World War II,9,0,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]"
MuSiQue,269,rankgpt_rank5_no_think,Military history of New Zealand during World War II,9,0,0,"[""The Messenger (Zusak novel)"", ""Kirsten Sødal"", ""Gaullism"", ""Molotov–Ribbentrop Pact"", ""Soviet Union in World War II""]"
MuSiQue,269,rankgpt_select5_no_think,Military history of New Zealand during World War II,9,0,0,"[""The Messenger (Zusak novel)"", ""Gaullism"", ""Molotov–Ribbentrop Pact"", ""Alexander Gerschenkron"", ""Angela Merkel""]"
MuSiQue,269,setr_faithful,Military history of New Zealand during World War II,9,0,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]"
MuSiQue,269,source_order,Military history of New Zealand during World War II,9,0,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]"
MuSiQue,269,dbec_selective,The Messenger (Zusak novel),11,0,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]"
MuSiQue,269,rankgpt_rank5_no_think,The Messenger (Zusak novel),11,1,1,"[""The Messenger (Zusak novel)"", ""Kirsten Sødal"", ""Gaullism"", ""Molotov–Ribbentrop Pact"", ""Soviet Union in World War II""]"
MuSiQue,269,rankgpt_select5_no_think,The Messenger (Zusak novel),11,1,1,"[""The Messenger (Zusak novel)"", ""Gaullism"", ""Molotov–Ribbentrop Pact"", ""Alexander Gerschenkron"", ""Angela Merkel""]"
MuSiQue,269,setr_faithful,The Messenger (Zusak novel),11,0,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]"
MuSiQue,269,source_order,The Messenger (Zusak novel),11,0,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]"
MuSiQue,281,dbec_selective,Myanmar,83,0,0,"[""Star Cola"", ""Ottoman Empire"", ""Somalis"", ""East Timor"", ""Somalis""]"
MuSiQue,281,rankgpt_rank5_no_think,Myanmar,83,0,0,"[""Star Cola"", ""Somalis"", ""Somalis"", ""Somalis"", ""Somalis""]"
MuSiQue,281,rankgpt_select5_no_think,Myanmar,83,1,1,"[""Star Cola"", ""Somalis"", ""Somalis"", ""Ottoman Empire"", ""Myanmar""]"
MuSiQue,281,setr_faithful,Myanmar,83,0,0,"[""Ottoman Empire"", ""Star Cola"", ""Somalis"", ""East Timor"", ""Somalis""]"
MuSiQue,281,source_order,Myanmar,83,0,0,"[""Ottoman Empire"", ""Star Cola"", ""Somalis"", ""East Timor"", ""Somalis""]"
MuSiQue,302,dbec_selective,List of destroyer classes of the United States Navy,19,0,0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]"
MuSiQue,302,rankgpt_rank5_no_think,List of destroyer classes of the United States Navy,19,0,0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""Rudy Boesch"", ""United States Navy SEALs"", ""John F. Thorson""]"
MuSiQue,302,rankgpt_select5_no_think,List of destroyer classes of the United States Navy,19,0,0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""Snake-class junk""]"
MuSiQue,302,setr_faithful,List of destroyer classes of the United States Navy,19,0,0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]"
MuSiQue,302,source_order,List of destroyer classes of the United States Navy,19,0,0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]"
MuSiQue,346,dbec_selective,2014 United States Senate elections,20,0,0,"[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]"
MuSiQue,346,rankgpt_rank5_no_think,2014 United States Senate elections,20,1,1,"[""2014 United States Senate elections"", ""2010 United States House of Representatives elections"", ""110th United States Congress"", ""114th United States Congress"", ""115th United States Congress""]"
MuSiQue,346,rankgpt_select5_no_think,2014 United States Senate elections,20,1,1,"[""2014 United States Senate elections"", ""110th United States Congress"", ""2010 United States House of Representatives elections"", ""Two-party system"", ""Treaty""]"
MuSiQue,346,setr_faithful,2014 United States Senate elections,20,0,0,"[""Oklahoma"", ""114th United States Congress"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]"
MuSiQue,346,source_order,2014 United States Senate elections,20,0,0,"[""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives"", ""Oklahoma"", ""Party leaders of the United States Senate""]"
MuSiQue,358,dbec_selective,North Carolina,73,0,0,"[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Virginia, Lempira""]"
MuSiQue,358,rankgpt_rank5_no_think,North Carolina,73,0,0,"[""WGCK-FM"", ""Richmond, Virginia"", ""WKHK"", ""WFFG-FM"", ""WXBX""]"
MuSiQue,358,rankgpt_select5_no_think,North Carolina,73,0,0,"[""WGCK-FM"", ""Richmond, Virginia"", ""WKHK"", ""WFFG-FM"", ""WXBX""]"
MuSiQue,358,setr_faithful,North Carolina,73,0,0,"[""WGCK-FM"", ""Richmond, Virginia"", ""WKHK"", ""WFFG-FM"", ""WXBX""]"
MuSiQue,358,source_order,North Carolina,73,0,0,"[""WGCK-FM"", ""Richmond, Virginia"", ""WKHK"", ""WFFG-FM"", ""WXBX""]"
MuSiQue,366,dbec_selective,Pure BS,81,0,0,"[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad"", ""Jesus, Take the Wheel"", ""Wherever You Are Tonight""]"
MuSiQue,366,rankgpt_rank5_no_think,Pure BS,81,0,0,"[""Somethin' Bad"", ""BNA Records"", ""Rockin' You Tonight"", ""MCA Records"", ""Days of Our Lives (James Otto album)""]"
MuSiQue,366,rankgpt_select5_no_think,Pure BS,81,0,0,"[""Somethin' Bad"", ""BNA Records"", ""Rockin' You Tonight"", ""Days of Our Lives (James Otto album)"", ""Don't Be Cruel (album)""]"
MuSiQue,366,setr_faithful,Pure BS,81,0,0,"[""Somethin' Bad"", ""Wherever You Are Tonight"", ""Jesus, Take the Wheel"", ""Candy Coburn"", ""Platinum""]"
MuSiQue,366,source_order,Pure BS,81,0,0,"[""Somethin' Bad"", ""Jesus, Take the Wheel"", ""Wherever You Are Tonight"", ""Candy Coburn"", ""Platinum""]"
MuSiQue,373,dbec_selective,Paula Santiago,24,0,0,"[""John Cabot"", ""Exploration of North America"", ""Francisco H. Vázquez"", ""Francisco de Eliza"", ""Pedro Álvares Cabral""]"
MuSiQue,373,rankgpt_rank5_no_think,Paula Santiago,24,0,0,"[""Exploration of North America"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Francisco de Eliza"", ""Giovanni Battista Caviglia""]"
MuSiQue,373,rankgpt_select5_no_think,Paula Santiago,24,0,0,"[""Exploration of North America"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Giovanni Battista Caviglia"", ""Casa Natal del General Santander""]"
MuSiQue,373,setr_faithful,Paula Santiago,24,0,0,"[""Francisco H. Vázquez"", ""Sebastian Cabot (explorer)"", ""Francisco de Eliza"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia""]"
MuSiQue,373,source_order,Paula Santiago,24,0,0,"[""Francisco H. Vázquez"", ""Francisco de Eliza"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia"", ""John Cabot""]"
MuSiQue,375,dbec_selective,Ottoman Empire,30,0,0,"[""Coinage of India"", ""Phoe Pyonn Cho"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Hellenistic period""]"
MuSiQue,375,rankgpt_rank5_no_think,Ottoman Empire,30,0,0,"[""Phoe Pyonn Cho"", ""Myanmar"", ""Impeachment in the United States"", ""Star Cola"", ""Nigerian naira""]"
MuSiQue,375,rankgpt_select5_no_think,Ottoman Empire,30,0,0,"[""Phoe Pyonn Cho"", ""Coinage of India"", ""Myanmar"", ""Trail of Tears"", ""Impeachment in the United States""]"
MuSiQue,375,setr_faithful,Ottoman Empire,30,0,0,"[""Phoe Pyonn Cho"", ""Huguenots"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Coinage of India""]"
MuSiQue,375,source_order,Ottoman Empire,30,0,0,"[""Franco-Prussian War"", ""Phoe Pyonn Cho"", ""Gamal Abdel Nasser"", ""Coinage of India"", ""Hellenistic period""]"
MuSiQue,375,dbec_selective,Myanmar,14,0,0,"[""Coinage of India"", ""Phoe Pyonn Cho"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Hellenistic period""]"
MuSiQue,375,rankgpt_rank5_no_think,Myanmar,14,1,1,"[""Phoe Pyonn Cho"", ""Myanmar"", ""Impeachment in the United States"", ""Star Cola"", ""Nigerian naira""]"
MuSiQue,375,rankgpt_select5_no_think,Myanmar,14,1,1,"[""Phoe Pyonn Cho"", ""Coinage of India"", ""Myanmar"", ""Trail of Tears"", ""Impeachment in the United States""]"
MuSiQue,375,setr_faithful,Myanmar,14,0,0,"[""Phoe Pyonn Cho"", ""Huguenots"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Coinage of India""]"
MuSiQue,375,source_order,Myanmar,14,0,0,"[""Franco-Prussian War"", ""Phoe Pyonn Cho"", ""Gamal Abdel Nasser"", ""Coinage of India"", ""Hellenistic period""]"
MuSiQue,379,dbec_selective,Scion xD,6,0,0,"[""1973 oil crisis"", ""Toyota"", ""Scion xB"", ""BMW"", ""Acura Legend""]"
MuSiQue,379,rankgpt_rank5_no_think,Scion xD,6,1,1,"[""Datsun"", ""Acura EL"", ""Scion xD"", ""Scion (automobile)"", ""1973 oil crisis""]"
MuSiQue,379,rankgpt_select5_no_think,Scion xD,6,1,1,"[""Datsun"", ""Scion xD"", ""Acura RDX"", ""Acura EL"", ""Acura RL""]"
MuSiQue,379,setr_faithful,Scion xD,6,0,0,"[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura RLX""]"
MuSiQue,379,source_order,Scion xD,6,0,0,"[""1973 oil crisis"", ""Acura Legend"", ""Acura RL"", ""Acura RLX"", ""Acura EL""]"
MuSiQue,400,dbec_selective,United States Army,32,0,0,"[""Slavs"", ""Anti-aircraft warfare"", ""Ivo Werner"", ""Anti-aircraft warfare"", ""Josip Broz Tito""]"
MuSiQue,400,rankgpt_rank5_no_think,United States Army,32,0,0,"[""Slavs"", ""Josip Broz Tito"", ""Slavs"", ""Slavs"", ""Germans""]"
MuSiQue,400,rankgpt_select5_no_think,United States Army,32,0,0,"[""Ivo Werner"", ""Josip Broz Tito"", ""Slavs"", ""Czechoslovakia"", ""Battle of Osijek""]"
MuSiQue,400,setr_faithful,United States Army,32,0,0,"[""Josip Broz Tito"", ""Ivo Werner"", ""Slavs"", ""Czech Republic"", ""Slavs""]"
MuSiQue,400,source_order,United States Army,32,0,0,"[""Slavs"", ""Josip Broz Tito"", ""Czech Republic"", ""Slavs"", ""Slavs""]"
MuSiQue,402,dbec_selective,Liza and David,33,0,0,"[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Private Hell 36"", ""Beyoncé"", ""Nine Days that Changed the World""]"
MuSiQue,402,rankgpt_rank5_no_think,Liza and David,33,0,0,"[""Beyoncé"", ""Michael Jackson: The Life of an Icon"", ""Talk That Talk"", ""Working Day and Night"", ""The Girl Is Mine""]"
MuSiQue,402,rankgpt_select5_no_think,Liza and David,33,0,0,"[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Nine Days that Changed the World"", ""Beyoncé"", ""Destiny's Child""]"
MuSiQue,402,setr_faithful,Liza and David,33,0,0,"[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Nine Days that Changed the World"", ""Beyoncé"", ""Beyoncé""]"
MuSiQue,402,source_order,Liza and David,33,0,0,"[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Nine Days that Changed the World"", ""Beyoncé"", ""Beyoncé""]"
MuSiQue,413,dbec_selective,List of best-selling automobiles,12,0,0,"[""1973 oil crisis"", ""Acura Legend"", ""Toyota"", ""Acura RL"", ""Acura EL""]"
MuSiQue,413,rankgpt_rank5_no_think,List of best-selling automobiles,12,0,0,"[""Acura RL"", ""Datsun"", ""Acura Legend"", ""Acura EL"", ""Infiniti J30""]"
MuSiQue,413,rankgpt_select5_no_think,List of best-selling automobiles,12,0,0,"[""Datsun"", ""Acura RL"", ""Acura Legend"", ""Infiniti J30"", ""Chevrolet Colorado""]"
MuSiQue,413,setr_faithful,List of best-selling automobiles,12,0,0,"[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura EL""]"
MuSiQue,413,source_order,List of best-selling automobiles,12,0,0,"[""1973 oil crisis"", ""Acura Legend"", ""Acura RL"", ""Acura EL"", ""Acura MDX""]"
MuSiQue,441,dbec_selective,Back of My Mind,35,0,0,"[""American Idol"", ""Every Turn of the World"", ""MCA Records"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)""]"
MuSiQue,441,rankgpt_rank5_no_think,Back of My Mind,35,0,0,"[""Every Turn of the World"", ""Warner Records"", ""Don't Be Cruel (album)"", ""Where the Fast Lane Ends"", ""I Belong to Me""]"
MuSiQue,441,rankgpt_select5_no_think,Back of My Mind,35,1,1,"[""Every Turn of the World"", ""Back of My Mind"", ""Don't Be Cruel (album)"", ""Warner Records"", ""K. B. Blues""]"
MuSiQue,441,setr_faithful,Back of My Mind,35,0,0,"[""Every Turn of the World"", ""The Return of the Fabulous Hofner Bluenotes"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)"", ""Madonna (entertainer)""]"
MuSiQue,441,source_order,Back of My Mind,35,0,0,"[""Every Turn of the World"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)"", ""Madonna (entertainer)"", ""I'll Cry If I Want To""]"
MuSiQue,441,dbec_selective,Warner Records,21,0,0,"[""American Idol"", ""Every Turn of the World"", ""MCA Records"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)""]"
MuSiQue,441,rankgpt_rank5_no_think,Warner Records,21,1,1,"[""Every Turn of the World"", ""Warner Records"", ""Don't Be Cruel (album)"", ""Where the Fast Lane Ends"", ""I Belong to Me""]"
MuSiQue,441,rankgpt_select5_no_think,Warner Records,21,1,1,"[""Every Turn of the World"", ""Back of My Mind"", ""Don't Be Cruel (album)"", ""Warner Records"", ""K. B. Blues""]"
MuSiQue,441,setr_faithful,Warner Records,21,0,0,"[""Every Turn of the World"", ""The Return of the Fabulous Hofner Bluenotes"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)"", ""Madonna (entertainer)""]"
MuSiQue,441,source_order,Warner Records,21,0,0,"[""Every Turn of the World"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)"", ""Madonna (entertainer)"", ""I'll Cry If I Want To""]"
MuSiQue,453,dbec_selective,Reformation,4,0,0,"[""States of Germany"", ""Mary, mother of Jesus"", ""Joseph Strickland"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]"
MuSiQue,453,rankgpt_rank5_no_think,Reformation,4,0,0,"[""Bernhard Lichtenberg"", ""Thuringia"", ""Wittenberg (district)"", ""Doubt (2008 film)"", ""German revolutions of 1848–49""]"
MuSiQue,453,rankgpt_select5_no_think,Reformation,4,0,0,"[""Bernhard Lichtenberg"", ""Thuringia"", ""A River Runs Through It (film)"", ""Edward VIII"", ""Leipzig (district)""]"
MuSiQue,453,setr_faithful,Reformation,4,0,0,"[""Joseph Strickland"", ""Wittenberg (district)"", ""Thuringia"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]"
MuSiQue,453,source_order,Reformation,4,1,0,"[""Joseph Strickland"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus"", ""Wittenberg (district)"", ""Reformation""]"
MuSiQue,492,dbec_selective,World Series,6,0,0,"[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]"
MuSiQue,492,rankgpt_rank5_no_think,World Series,6,0,0,"[""Major League Baseball schedule"", ""Major League Baseball Most Valuable Player Award"", ""Miguel Cabrera"", ""List of Major League Baseball career hits leaders"", ""Kobe Bryant""]"
MuSiQue,492,rankgpt_select5_no_think,World Series,6,0,0,"[""Major League Baseball Most Valuable Player Award"", ""Major League Baseball schedule"", ""Los Angeles Dodgers"", ""List of Major League Baseball career hits leaders"", ""Miguel Cabrera""]"
MuSiQue,492,setr_faithful,World Series,6,0,0,"[""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""Los Angeles Dodgers"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]"
MuSiQue,492,source_order,World Series,6,0,0,"[""List of Major League Baseball single-game hits leaders"", ""Major League Baseball Most Valuable Player Award"", ""NBA Most Valuable Player Award"", ""World Series Most Valuable Player Award"", ""Hart Memorial Trophy""]"
MuSiQue,492,dbec_selective,New York Yankees,39,0,0,"[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]"
MuSiQue,492,rankgpt_rank5_no_think,New York Yankees,39,0,0,"[""Major League Baseball schedule"", ""Major League Baseball Most Valuable Player Award"", ""Miguel Cabrera"", ""List of Major League Baseball career hits leaders"", ""Kobe Bryant""]"
MuSiQue,492,rankgpt_select5_no_think,New York Yankees,39,0,0,"[""Major League Baseball Most Valuable Player Award"", ""Major League Baseball schedule"", ""Los Angeles Dodgers"", ""List of Major League Baseball career hits leaders"", ""Miguel Cabrera""]"
MuSiQue,492,setr_faithful,New York Yankees,39,0,0,"[""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""Los Angeles Dodgers"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]"
MuSiQue,492,source_order,New York Yankees,39,0,0,"[""List of Major League Baseball single-game hits leaders"", ""Major League Baseball Most Valuable Player Award"", ""NBA Most Valuable Player Award"", ""World Series Most Valuable Player Award"", ""Hart Memorial Trophy""]"
MuSiQue,493,dbec_selective,Cleveland Indians,51,0,0,"[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders"", ""List of Wigan Warriors players"", ""Dugout (baseball)"", ""Dan Johnson (baseball)""]"
MuSiQue,493,rankgpt_rank5_no_think,Cleveland Indians,51,1,1,"[""List of Major League Baseball single-game hits leaders"", ""List of Major League Baseball career hits leaders"", ""Cleveland Indians"", ""Chicago Cubs"", ""Willie Mays""]"
MuSiQue,493,rankgpt_select5_no_think,Cleveland Indians,51,1,1,"[""List of Major League Baseball single-game hits leaders"", ""List of Major League Baseball career hits leaders"", ""Cleveland Indians"", ""Willie Mays"", ""List of NBA players with most championships""]"
MuSiQue,493,setr_faithful,Cleveland Indians,51,0,0,"[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders"", ""List of Wigan Warriors players"", ""Dugout (baseball)"", ""Dan Johnson (baseball)""]"
MuSiQue,493,source_order,Cleveland Indians,51,0,0,"[""Jim Wilson (first baseman)"", ""List of Wigan Warriors players"", ""Dugout (baseball)"", ""Dan Johnson (baseball)"", ""Cleveland Bulldogs""]"
MuSiQue,495,dbec_selective,2020 AFC U-23 Championship qualification,9,0,0,"[""Myanmar"", ""A Don"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]"
MuSiQue,495,rankgpt_rank5_no_think,2020 AFC U-23 Championship qualification,9,0,0,"[""A Don"", ""Myanmar"", ""Myanmar"", ""Kon Tum Province"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament""]"
MuSiQue,495,rankgpt_select5_no_think,2020 AFC U-23 Championship qualification,9,0,0,"[""A Don"", ""Myanmar"", ""2018 Asia Cup"", ""Thailand"", ""Donovan Patton""]"
MuSiQue,495,setr_faithful,2020 AFC U-23 Championship qualification,9,0,0,"[""A Don"", ""Myanmar"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]"
MuSiQue,495,source_order,2020 AFC U-23 Championship qualification,9,0,0,"[""2016 FIFA Club World Cup"", ""A Don"", ""A Lim"", ""A Kiom"", ""Myanmar""]"
MuSiQue,495,dbec_selective,Geography of Myanmar,11,0,0,"[""Myanmar"", ""A Don"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]"
MuSiQue,495,rankgpt_rank5_no_think,Geography of Myanmar,11,0,0,"[""A Don"", ""Myanmar"", ""Myanmar"", ""Kon Tum Province"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament""]"
MuSiQue,495,rankgpt_select5_no_think,Geography of Myanmar,11,0,0,"[""A Don"", ""Myanmar"", ""2018 Asia Cup"", ""Thailand"", ""Donovan Patton""]"
MuSiQue,495,setr_faithful,Geography of Myanmar,11,0,0,"[""A Don"", ""Myanmar"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]"
MuSiQue,495,source_order,Geography of Myanmar,11,0,0,"[""2016 FIFA Club World Cup"", ""A Don"", ""A Lim"", ""A Kiom"", ""Myanmar""]"
MuSiQue,502,dbec_selective,Warner Records,31,0,0,"[""Better Than Me (Terry Dexter song)"", ""MCA Records"", ""Terry Dexter (album)"", ""Roxy Recordings"", ""Sony Music""]"
MuSiQue,502,rankgpt_rank5_no_think,Warner Records,31,1,1,"[""Terry Dexter (album)"", ""Warner Records"", ""MCA Records"", ""BNA Records"", ""Dirty Gold""]"
MuSiQue,502,rankgpt_select5_no_think,Warner Records,31,1,1,"[""Terry Dexter (album)"", ""Roxy Recordings"", ""Desde El Principio"", ""Warner Records"", ""Best Day of My Life""]"
MuSiQue,502,setr_faithful,Warner Records,31,0,0,"[""Better Than Me (Terry Dexter song)"", ""Terry Dexter (album)"", ""Roxy Recordings"", ""Sony Music"", ""American Idol""]"
MuSiQue,502,source_order,Warner Records,31,0,0,"[""Better Than Me (Terry Dexter song)"", ""Terry Dexter (album)"", ""Roxy Recordings"", ""Sony Music"", ""American Idol""]"
MuSiQue,565,dbec_selective,Sazerac,7,0,0,"[""New York City"", ""Kentucky Tavern"", ""Black people"", ""Detroit"", ""Blanton's""]"
MuSiQue,565,rankgpt_rank5_no_think,Sazerac,7,0,0,"[""Kentucky Tavern"", ""Blanton's"", ""McAfee's Benchmark"", ""Barton Premium Blend"", ""Civil rights movement""]"
MuSiQue,565,rankgpt_select5_no_think,Sazerac,7,0,0,"[""Kentucky Tavern"", ""McAfee's Benchmark"", ""New York City"", ""Francis Bloodgood"", ""Kentucky State Capitol""]"
MuSiQue,565,setr_faithful,Sazerac,7,0,0,"[""Kentucky Tavern"", ""Detroit"", ""Black people"", ""Blanton's"", ""Ten High""]"
MuSiQue,565,source_order,Sazerac,7,0,0,"[""Detroit"", ""Kentucky Tavern"", ""Black people"", ""Blanton's"", ""Ten High""]"
MuSiQue,568,dbec_selective,Casa Loma,68,0,0,"[""Danko Jones"", ""Stirling City Choir"", ""We Sweat Blood"", ""Baynard's Castle"", ""Robert Fitz Richard""]"
MuSiQue,568,rankgpt_rank5_no_think,Casa Loma,68,0,0,"[""Danko Jones"", ""Robert Fitz Richard"", ""Baynard's Castle"", ""We Sweat Blood"", ""New Haven, Connecticut""]"
MuSiQue,568,rankgpt_select5_no_think,Casa Loma,68,1,1,"[""Danko Jones"", ""We Sweat Blood"", ""Robert Fitz Richard"", ""Baynard's Castle"", ""Casa Loma""]"
MuSiQue,568,setr_faithful,Casa Loma,68,0,0,"[""Danko Jones"", ""Baynard's Castle"", ""We Sweat Blood"", ""Robert Fitz Richard"", ""Sound of Love""]"
MuSiQue,568,source_order,Casa Loma,68,0,0,"[""We Sweat Blood"", ""Baynard's Castle"", ""Robert Fitz Richard"", ""Danko Jones"", ""Sound of Love""]"
MuSiQue,573,dbec_selective,Vladimir Rapoport,23,0,0,"[""Korean War"", ""Imperialism"", ""Dwight D. Eisenhower"", ""Korean War"", ""Korean War""]"
MuSiQue,573,rankgpt_rank5_no_think,Vladimir Rapoport,23,1,1,"[""Vladimir Rapoport"", ""Korean War"", ""Yalu River"", ""1946 United States House of Representatives elections"", ""Air Defense Identification Zone (East China Sea)""]"
MuSiQue,573,rankgpt_select5_no_think,Vladimir Rapoport,23,1,1,"[""Vladimir Rapoport"", ""Yalu River"", ""Korean War"", ""United States in the Korean War"", ""Korean War""]"
MuSiQue,573,setr_faithful,Vladimir Rapoport,23,0,0,"[""Zhdanov Doctrine"", ""Korean War"", ""Imperialism"", ""Korean War"", ""Dwight D. Eisenhower""]"
MuSiQue,573,source_order,Vladimir Rapoport,23,0,0,"[""Imperialism"", ""Korean War"", ""Dwight D. Eisenhower"", ""Korean War"", ""Korean War""]"
MuSiQue,646,dbec_selective,2020 AFC U-23 Championship qualification,76,0,0,"[""2018 Asia Cup"", ""List of transcontinental countries"", ""1998 FIFA World Cup"", ""A Don"", ""Indo-Pakistani wars and conflicts""]"
MuSiQue,646,rankgpt_rank5_no_think,2020 AFC U-23 Championship qualification,76,0,0,"[""Indo-Pakistani wars and conflicts"", ""A Don"", ""India–Pakistan border"", ""India–Pakistan border"", ""Aruth Wartan""]"
MuSiQue,646,rankgpt_select5_no_think,2020 AFC U-23 Championship qualification,76,0,0,"[""A Don"", ""Indo-Pakistani wars and conflicts"", ""India–Pakistan cricket rivalry"", ""Korean War"", ""India–Pakistan border""]"
MuSiQue,646,setr_faithful,2020 AFC U-23 Championship qualification,76,0,0,"[""A Don"", ""Geography of Pakistan"", ""Indo-Pakistani wars and conflicts"", ""2016 FIFA Club World Cup"", ""A Lim""]"
MuSiQue,646,source_order,2020 AFC U-23 Championship qualification,76,0,0,"[""2016 FIFA Club World Cup"", ""A Don"", ""A Lim"", ""A Kiom"", ""Geography of Pakistan""]"
