dataset,query_idx,question,gold_doc_count,gold_titles,baseline_top_titles,selector_top_titles,changed,baseline_em,selector_em,em_delta,baseline_f1,selector_f1,f1_delta,baseline_title_recall_top5,selector_title_recall_top5,baseline_title_all_gold_top5,selector_title_all_gold_top5,pool_title_all_gold_top100,max_gold_title_rank_bucket_pool100,gold_title_ranks_pool100,swap_count,swapped_in_gold_title_count,swapped_out_gold_title_count,baseline_title_duplicate_count,selector_title_duplicate_count
2wikimultihopqa,601,"Who was born earlier, Monica Roșu or Bruno Bizarro?",2,Bruno Bizarro || Monica Roșu,Bruno Bizarro || João César Monteiro || Monica Roșu || Bruno Suzuki || Leo Bianchi,Bruno Bizarro || Kim Rossi Stuart || Monica Roșu || Bruno Suzuki || Leo Bianchi,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,3",1,0,0,0,0
2wikimultihopqa,602,What is the place of birth of Konstantin Irmen-Tschet's wife?,2,Brigitte Horney || Konstantin Irmen-Tschet,Konstantin Irmen-Tschet || Place of origin || Natalia Alexeievna (Wilhelmina Louisa of Hesse-Darmstadt) || Princess Irmingard of Bavaria || Princess Iman bint ِHussein,Konstantin Irmen-Tschet || Brigitte Horney || Natalia Alexeievna (Wilhelmina Louisa of Hesse-Darmstadt) || Princess Irmingard of Bavaria || Princess Iman bint ِHussein,True,0.0,0.0,0.0,0.0,0.6667,0.6667,0.5,1.0,False,True,True,rank21_50,"41,1",1,1,0,0,0
2wikimultihopqa,603,Where was the place of death of Princess Yolanda Of Savoy's father?,2,Victor Emmanuel III of Italy || Princess Yolanda of Savoy,Princess Yolanda of Savoy || Yolande Louise of Savoy || Princess Mafalda of Savoy || Princess Catherine Beatrice of Savoy || Princess Maria Carolina of Savoy,Princess Yolanda of Savoy || Yolande Louise of Savoy || Princess Mafalda of Savoy || Princess Catherine Beatrice of Savoy || Princess Maria Carolina of Savoy,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,False,False,True,rank21_50,"23,1",0,0,0,0,0
2wikimultihopqa,604,"Which film has the director who died earlier, Notes On The Port Of St. Francis or De Luxe Annie?",4,Notes on the Port of St. Francis || De Luxe Annie || Roland West || Frank Stauffacher,De Luxe Annie || Roland West || Notes on the Port of St. Francis || Frank Stauffacher || Frank Lloyd,De Luxe Annie || Rex Ingram (director) || Notes on the Port of St. Francis || Frank Stauffacher || Frank Lloyd,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.75,True,False,True,top5,"3,1,2,4",1,0,1,0,0
2wikimultihopqa,605,"Where was the place of burial of Ælfgar, Earl Of Mercia's father?",2,"Ælfgar, Earl of Mercia || Leofric, Earl of Mercia","Ælfgar, Earl of Mercia || Leofric, Earl of Mercia || Osthryth || Ealdgyth (daughter of Ælfgar, Earl of Mercia) || Ælfwine of Deira","Ælfgar, Earl of Mercia || Leofric, Earl of Mercia || Osthryth || Ealdgyth (daughter of Ælfgar, Earl of Mercia) || Ælfwine of Deira",False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,606,"Are both movies, The Almighty Dollar (1923 Film) and Alfons Zitterbacke, from the same country?",2,The Almighty Dollar (1923 film) || Alfons Zitterbacke,Alfons Zitterbacke || The Almighty Dollar (1923 film) || The Almighty Dollar (1916 film) || The Private Secretary (1953 film) || Babette Bomberling,Alfons Zitterbacke || The Almighty Dollar (1923 film) || De Voortrekkers || The Private Secretary (1953 film) || Babette Bomberling,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",1,0,1,0,0
2wikimultihopqa,607,"When was John Of Ibelin, The Old Lord Of Beirut's father born?",2,"Balian of Ibelin || John of Ibelin, the Old Lord of Beirut","John of Ibelin, the Old Lord of Beirut || Henry I of Cyprus || John II of Beirut || John of Ibelin (jurist) || Guy of Ibelin, constable of Cyprus","John of Ibelin, the Old Lord of Beirut || Balian of Ibelin || John II of Beirut || John of Ibelin (jurist) || Guy of Ibelin, constable of Cyprus",True,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,False,True,True,rank6_10,"9,1",1,1,0,0,0
2wikimultihopqa,608,Are Frederick Elliott Brown and John Yule both from the same country?,2,Frederick Elliott Brown || John Yule,Frederick Elliott Brown || John Yule || John Yule Mackay || R. John Ellis || Rob Yule,Frederick Elliott Brown || John Yule || John Ross || R. John Ellis || Rob Yule,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",1,0,0,0,0
2wikimultihopqa,609,What is the place of birth of the director of film The Great Dome Robbery?,2,Gabriel Range || The Great Dome Robbery,The Great Dome Robbery || Gabriel Range || William D. MacGillivray || J. Lee Thompson || Rod Hardy,The Great Dome Robbery || Gabriel Range || William D. MacGillivray || J. Lee Thompson || Rod Hardy,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,610,What is the place of birth of the director of film Vent D'Est?,2,Vent d'est || Robert Enrico,Vent d'est || Robert Enrico || Ventura Pons || Bertrand Tavernier || Diane Kurys,Vent d'est || Robert Enrico || Ventura Pons || Bertrand Tavernier || Diane Kurys,False,0.0,0.0,0.0,0.6667,0.6667,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,611,"Which film has the director born first, Free Hand For A Tough Cop or Man'S Favorite Sport??",4,Umberto Lenzi || Howard Hawks || Free Hand for a Tough Cop || Man's Favorite Sport?,Man's Favorite Sport? || Howard Hawks || Free Hand for a Tough Cop || Tough to Handle || William A. Wellman,Man's Favorite Sport? || Howard Hawks || Free Hand for a Tough Cop || Umberto Lenzi || William A. Wellman,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank21_50,"22,2,3,1",1,1,0,0,0
2wikimultihopqa,612,What nationality is the composer of film The Merry Monahans?,2,Hans J. Salter || The Merry Monahans,The Merry Monahans || Hans J. Salter || Abe Meyer || Thomas Morse || Walter Ulfig,The Merry Monahans || Hans J. Salter || Abe Meyer || Thomas Morse || Walter Ulfig,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,613,"Did the movies Laserblast and The Life Of Juanita Castro, originate from the same country?",2,Laserblast || The Life of Juanita Castro,Laserblast || Monster a Go-Go || The Life of Juanita Castro || Class of Nuke 'Em High || Mario Bava,Laserblast || List of Uruguayan films || The Life of Juanita Castro || Class of Nuke 'Em High || Mario Bava,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,3",1,0,0,0,0
2wikimultihopqa,614,What is the place of birth of the director of film Into The Grizzly Maze?,2,Into the Grizzly Maze || David Hackl,Into the Grizzly Maze || David Hackl || Rod Hardy || William D. MacGillivray || Hassan Zee,Into the Grizzly Maze || David Hackl || Rod Hardy || William D. MacGillivray || Hassan Zee,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,615,What nationality is the director of film Yeh Gulistan Hamara?,2,Atma Ram || Yeh Gulistan Hamara,Yeh Gulistan Hamara || Atma Ram || Hassan Zee || Hrishikesh Mukherjee || Gurinder Chadha,Yeh Gulistan Hamara || Atma Ram || Hassan Zee || Hrishikesh Mukherjee || Gurinder Chadha,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,616,"Which film has the director who was born later, The Devil And Miss Jones or The Man In The Funny Suit?",4,The Man in the Funny Suit || Sam Wood || The Devil and Miss Jones || Ralph Nelson,The Man in the Funny Suit || Ralph Nelson || The Devil and Miss Jones || The Devil in Miss Jones || Harmon Jones,The Man in the Funny Suit || Ralph Nelson || The Devil and Miss Jones || Sam Wood || Harmon Jones,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank11_20,"1,15,3,2",1,1,0,0,0
2wikimultihopqa,617,Where was the father of Islam Shah Suri born?,2,Sher Shah Suri || Islam Shah Suri,Islam Shah Suri || Sher Shah Suri || Firuz Shah Suri || Isa Khan Niazi || Sikandar Shah Suri,Islam Shah Suri || Sher Shah Suri || Firuz Shah Suri || Isa Khan Niazi || Sikandar Shah Suri,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,618,"Which film has the director born earlier, Mummy & Me or Gideon And Samson: Great Leaders Of The Bible?",4,Marcello Baldi || Gideon and Samson: Great Leaders of the Bible || Mummy & Me || Jeethu Joseph,Gideon and Samson: Great Leaders of the Bible || Marcello Baldi || Mummy & Me || McDull: Me & My Mum || Gus Meins,Gideon and Samson: Great Leaders of the Bible || Marcello Baldi || Mummy & Me || Rod Hardy || Gus Meins,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.75,False,False,True,rank21_50,"2,1,3,22",1,0,0,0,0
2wikimultihopqa,619,"Which film has the director who was born first, Everybody'S Hobby or Ghosts Of Abu Ghraib?",4,Ghosts of Abu Ghraib || Rory Kennedy || Everybody's Hobby || William C. McGann,Everybody's Hobby || William C. McGann || Ghosts of Abu Ghraib || Liz Garbus || Mark Pellington,Everybody's Hobby || William C. McGann || Ghosts of Abu Ghraib || Liz Garbus || Mark Pellington,False,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.75,False,False,True,rank21_50,"3,22,1,2",0,0,0,0,0
2wikimultihopqa,620,Are Antoine Jean-Baptiste Thomas and Canardo (Rapper) of the same nationality?,2,Canardo (rapper) || Antoine Jean-Baptiste Thomas,Antoine Jean-Baptiste Thomas || Canardo (rapper) || Antoine Jean-Baptiste || Thomas Doret || Jean-Baptiste Chardon,Antoine Jean-Baptiste Thomas || Canardo (rapper) || Antoine Jean-Baptiste || Thomas Doret || Jean-Baptiste Chardon,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,621,Was Louise Of Hesse-Kassel or Viktor Šiljeg born first?,2,Viktor Šiljeg || Louise of Hesse-Kassel,Louise of Hesse-Kassel || Viktor Šiljeg || Louise of Anhalt-Dessau (1709–1732) || Prince Frederick of Hesse-Kassel || Louise Elisabeth of Courland,Louise of Hesse-Kassel || Viktor Šiljeg || Louise of Anhalt-Dessau (1709–1732) || Prince Frederick of Hesse-Kassel || Louise Elisabeth of Courland,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,622,Did Virginia Gardner and Ramón Hernández (Beach Volleyball) have the same nationality?,2,Virginia Gardner || Ramón Hernández (beach volleyball),Ramón Hernández (beach volleyball) || Raúl Papaleo || Virginia Gardner || Ramón Hernández (fencer) || Jimy Heredia,Ramón Hernández (beach volleyball) || Raúl Papaleo || Virginia Gardner || Ramón Hernández (fencer) || Jimy Heredia,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"3,1",0,0,0,0,0
2wikimultihopqa,623,Who is Edith Of Wessex's mother-in-law?,2,Edward the Confessor || Edith of Wessex,"Edith of Wessex || Gytha Thorkelsdóttir || Eadgyth || Godwin, Earl of Wessex || Edward the Confessor","Edith of Wessex || Gytha Thorkelsdóttir || Eadgyth || Godwin, Earl of Wessex || Edward the Confessor",False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"5,1",0,0,0,0,0
2wikimultihopqa,624,"Which film has the director who died earlier, The Prince And The Dancer or The Brown Wallet?",4,Michael Powell || The Prince and the Dancer || Richard Eichberg || The Brown Wallet,The Brown Wallet || Michael Powell || The Prince and the Dancer || Clarence Brown || Melville W. Brown,The Brown Wallet || Wallace Fox || The Prince and the Dancer || Richard Eichberg || Melville W. Brown,True,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.75,False,False,True,rank21_50,"2,3,25,1",2,1,1,0,0
2wikimultihopqa,625,"Which film whose director is younger, Lucky Cowboy or O.K. Connery?",4,Lucky Cowboy || Josef Berne || Alberto De Martino || O.K. Connery,Lucky Cowboy || Josef Berne || O.K. Connery || Norman Taurog || Robert North Bradbury,Lucky Cowboy || Josef Berne || O.K. Connery || Konrad Wolf || Robert North Bradbury,True,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,False,False,True,rank21_50,"1,2,22,3",1,0,0,0,0
2wikimultihopqa,626,"Who died earlier, Joseph Dudley or Francisco Herrera Luque?",2,Joseph Dudley || Francisco Herrera Luque,Francisco Herrera Luque || Fernando Cortés || Joseph Dudley || Francisco Herrera the Elder || Francisco Herrera the Younger,Francisco Herrera Luque || Hélène Grenier || Joseph Dudley || Francisco Herrera the Elder || Francisco Herrera the Younger,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"3,1",1,0,0,0,0
2wikimultihopqa,627,What nationality is the director of film Vortex (1976 Film)?,2,Sergio Gobbi || Vortex (1976 film),Vortex (1976 film) || Ingmar Bergman || Peter Greenaway || Bertrand Tavernier || Claude Sautet,Vortex (1976 film) || Sergio Gobbi || Peter Greenaway || Bertrand Tavernier || Claude Sautet,True,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,False,True,True,rank21_50,"23,1",1,1,0,0,0
2wikimultihopqa,628,Where did Countess Johanna Magdalene Of Hanau-Lichtenberg's mother die?,2,Countess Palatine Anna Magdalena of Birkenfeld-Bischweiler || Countess Johanna Magdalene of Hanau-Lichtenberg,"Countess Johanna Magdalene of Hanau-Lichtenberg || Countess Palatine Anna Magdalena of Birkenfeld-Bischweiler || Countess Charlotte of Hanau-Lichtenberg || Johann Reinhard II, Count of Hanau-Lichtenberg || Philipp II, Count of Hanau-Lichtenberg","Countess Johanna Magdalene of Hanau-Lichtenberg || Countess Palatine Anna Magdalena of Birkenfeld-Bischweiler || Countess Charlotte of Hanau-Lichtenberg || Johann Reinhard II, Count of Hanau-Lichtenberg || Philipp II, Count of Hanau-Lichtenberg",False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,629,Who is Felicia Of Roucy's mother-in-law?,2,Sancho Ramírez || Felicia of Roucy,"Felicia of Roucy || Ramiro II of Aragon || Ebles I of Roucy || Gilbert of Roucy || Rotrou IV, Count of Perche","Felicia of Roucy || Sancho Ramírez, Count of Ribagorza || Sancho Ramírez || Gilbert of Roucy || Rotrou IV, Count of Perche",True,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,False,True,True,rank21_50,"25,1",2,1,0,0,0
2wikimultihopqa,630,"Which film has the director died later, Tenth Avenue Angel or Brink Of Life?",4,Brink of Life || Roy Rowland (film director) || Ingmar Bergman || Tenth Avenue Angel,Brink of Life || Ingmar Bergman || Tenth Avenue Angel || Angna Enters || Messenger of Death,Brink of Life || Ingmar Bergman || Tenth Avenue Angel || Roy Rowland (film director) || Messenger of Death,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank11_20,"1,18,2,3",1,1,0,0,0
2wikimultihopqa,631,Where was the father of Teodor Pejačević born?,2,Ladislav Pejačević || Teodor Pejačević,Teodor Pejačević || Ladislav Pejačević || Obata Toramori || Takayama Tomoteru || Vuk Kosača,Teodor Pejačević || Ladislav Pejačević || Obata Toramori || Takayama Tomoteru || Vuk Kosača,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,632,"Are The Collector (2002 Film) and Gulîstan, Land Of Roses both from the same country?",2,"Gulîstan, Land of Roses || The Collector (2002 film)","Gulîstan, Land of Roses || David Fennario || The Collector (2002 film) || The Collector (2004 film) || Bag of the Collector","Gulîstan, Land of Roses || David Fennario || The Collector (2002 film) || The Collector (2004 film) || Bag of the Collector",False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"1,3",0,0,0,0,0
2wikimultihopqa,633,"Which film has the director died earlier, They Who Dare or False Pretenses?",4,They Who Dare || Charles Lamont || False Pretenses || Lewis Milestone,False Pretenses || Charles Lamont || They Who Dare || Women Who Dare || Dangerously They Live,False Pretenses || Charles Lamont || They Who Dare || Lewis Milestone || Dangerously They Live,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank11_20,"3,2,1,17",1,1,0,0,0
2wikimultihopqa,634,Where did the performer of song Karma (Alicia Keys Song) study?,2,Karma (Alicia Keys song) || Alicia Keys,Karma (Alicia Keys song) || Alicia Keys || Aretha Franklin || Anna Osmakowicz || Ayumi Hamasaki,Karma (Alicia Keys song) || Corey Snide || Aretha Franklin || Anna Osmakowicz || Ayumi Hamasaki,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,True,False,True,top5,"1,2",1,0,1,0,0
2wikimultihopqa,635,Where was the place of burial of Parysatis Ii's husband?,2,Parysatis II || Alexander the Great,"Parysatis II || Alexander the Great || Artaynte || Joan II, Countess of Burgundy || Osthryth","Parysatis II || Alexander the Great || Artaynte || Joan II, Countess of Burgundy || Osthryth",False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,636,Where was the director of film Broadway Gold born?,2,Broadway Gold || Edward Dillon (actor),Broadway Gold || James Goldstone || Fred Roy Krug || Rod Hardy || Edward Gold,Broadway Gold || Place of birth || Fred Roy Krug || Rod Hardy || Edward Gold,True,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,False,False,False,top5,"1,NA",1,0,0,0,0
2wikimultihopqa,637,Where does Sybil B. G. Eysenck's husband work at?,2,Hans Eysenck || Sybil B. G. Eysenck,Sybil B. G. Eysenck || Hans Eysenck || Stan Marks || Kim Jae-ho || Philip May,Sybil B. G. Eysenck || Hans Eysenck || Stan Marks || Kim Jae-ho || Philip May,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,638,Who is Gilukhipa's paternal grandfather?,2,Gilukhipa || Shuttarna II,Gilukhipa || Shuttarna II || Kaya Alp || Abd al-Muttalib || Prithvipati Shah,Gilukhipa || Shuttarna II || Anacyndaraxes || Abd al-Muttalib || Prithvipati Shah,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",1,0,0,0,0
2wikimultihopqa,639,"Which film has the director who was born later, A Case Of Honor or The Raggedy Rawney?",4,Bob Hoskins || Eddie Romero || The Raggedy Rawney || A Case of Honor,A Case of Honor || Eddie Romero || The Raggedy Rawney || William A. Wellman || Raoul Walsh,A Case of Honor || Eddie Romero || The Raggedy Rawney || R. G. Springsteen || Raoul Walsh,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.75,False,False,True,rank21_50,"22,2,3,1",1,0,0,0,0
2wikimultihopqa,640,Where was the father of Belgutei born?,2,Yesugei || Belgutei,Belgutei || Yesugei || Takayama Tomoteru || Obata Toramori || Yasuichi Oshima,Belgutei || Yesugei || Takayama Tomoteru || Obata Toramori || Yasuichi Oshima,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,641,Where was the father of Marianus V Of Arborea born?,2,Brancaleone Doria || Marianus V of Arborea,Marianus V of Arborea || Brancaleone Doria || Marianus I of Arborea || William II of Narbonne || Hugh II of Arborea,Marianus V of Arborea || Brancaleone Doria || Marianus I of Arborea || William II of Narbonne || Hugh II of Arborea,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,642,"Are the bands M3 (Band) and Cam-Pact, from the same country?",2,Cam-Pact || M3 (band),M3 (band) || Roger Miller || Cam-Pact || Marching for Liberty || The Lower East Side Band,M3 (band) || 1992 Copa Libertadores || Cam-Pact || Marching for Liberty || The Lower East Side Band,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"3,1",1,0,0,0,0
2wikimultihopqa,643,What nationality is the director of film A Kiss On The Nose?,2,A Kiss on the Nose || Laura Neri,A Kiss on the Nose || Laura Neri || Aki Kaurismäki || Bertrand Tavernier || Gérard Oury,A Kiss on the Nose || Laura Neri || Aki Kaurismäki || Bertrand Tavernier || Gérard Oury,False,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,644,"Which song came out earlier, Can'T Remember To Forget You or Distant Lover?",2,Distant Lover || Can't Remember to Forget You,Can't Remember to Forget You || Andy Summers || Distant Lover || Can't Forget You || Can't Forget You (Gloria Estefan song),Can't Remember to Forget You || Sea of Love || Distant Lover || Can't Forget You || Can't Forget You (Gloria Estefan song),True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"3,1",1,0,0,0,0
2wikimultihopqa,645,"Who lived longer, Martino Finotto or Franklin Edson?",2,Franklin Edson || Martino Finotto,Franklin Edson || Martino Finotto || Henry Otto || Sergio Martino || Edwin L. Marin,Franklin Edson || Martino Finotto || Henry Otto || Sergio Martino || Edwin L. Marin,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,646,Who is the father of the performer of song Quiero Estar Contigo?,2,Alejandra Guzmán || Quiero Estar Contigo,Quiero Estar Contigo || Alejandra Guzmán || Julio Iglesias || Walfredo de los Reyes || Steve Cooreman,Quiero Estar Contigo || Alejandra Guzmán || Julio Iglesias || Walfredo de los Reyes || Steve Cooreman,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,647,"Which film has the director who was born first, Going All The Way or Married To The Mob?",4,Going All the Way || Mark Pellington || Jonathan Demme || Married to the Mob,Going All the Way || Mark Pellington || Married to the Mob || Jonathan Demme || Barry Levinson,Going All the Way || Mark Pellington || Married to the Mob || Jonathan Demme || Barry Levinson,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2,4,3",0,0,0,0,0
2wikimultihopqa,648,When was the director of film Uncle Silas (Film) born?,2,Charles Frank || Uncle Silas (film),Uncle Silas (film) || Charles Frank || Peter Glenville || Philip Saville || George Pearson (filmmaker),Uncle Silas (film) || Claude Weisz || Peter Glenville || Philip Saville || George Pearson (filmmaker),True,0.0,0.0,0.0,0.5,0.0,-0.5,1.0,0.5,True,False,True,top5,"2,1",1,0,1,0,0
2wikimultihopqa,649,Are The Romance Of Max and Venus (1929 Film) from the same country?,2,The Romance of Max || Venus (1929 film),The Romance of Max || Venus (1929 film) || Pod banderą miłości || A Romance of Seville || The Romance of Tarzan,The Romance of Max || Venus (1929 film) || Pod banderą miłości || A Romance of Seville || The Romance of Tarzan,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,650,"Which film was released earlier, Jazz Boat or Her Husband'S Trademark?",2,Her Husband's Trademark || Jazz Boat,Her Husband's Trademark || Sam Wood || Jazz Boat || The Glass Boat || The Love Trader,Her Husband's Trademark || Sam Wood || Jazz Boat || The Glass Boat || The Love Trader,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,3",0,0,0,0,0
2wikimultihopqa,651,Who founded the company that published Moulin Rouge (Magazine)?,2,Rodionov Publishing House || Moulin rouge (magazine),Moulin rouge (magazine) || Rodionov Publishing House || Jacki Clérico || Moulin Rouge (disambiguation) || Moulin Rouge Hotel,Moulin rouge (magazine) || Rodionov Publishing House || Jacki Clérico || Moulin Rouge (disambiguation) || Moulin Rouge Hotel,False,0.0,0.0,0.0,0.6667,0.6667,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,652,What nationality is Humehume's father?,2,Humehume || Kaumualii,Humehume || Tamatoa V || Takayama Tomoteru || Yasuichi Oshima || Obata Toramori,Humehume || Tamatoa V || Takayama Tomoteru || Yasuichi Oshima || Obata Toramori,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,False,False,True,rank6_10,"1,9",0,0,0,0,0
2wikimultihopqa,653,Do director of film Next Of Kin (1982 Film) and director of film Wild Honey (1918 Film) share the same nationality?,4,Wild Honey (1918 film) || Francis J. Grandon || Tony Williams (drummer) || Next of Kin (1982 film),Next of Kin (1982 film) || Get Carter || Wild Honey (1918 film) || Victor Sjöström || The Next of Kin,Next of Kin (1982 film) || Francis J. Grandon || Wild Honey (1918 film) || Tony Williams (drummer) || The Next of Kin,True,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,False,True,True,rank21_50,"3,22,46,1",2,2,0,0,0
2wikimultihopqa,654,Where does Juan Carlos Gumucio's wife work at?,2,Juan Carlos Gumucio || Marie Colvin,Juan Carlos Gumucio || Marie Colvin || Anne Gust Brown || Enriqueta Pinto || Marisabel Rodríguez de Chávez,Juan Carlos Gumucio || Marie Colvin || Anne Gust Brown || Enriqueta Pinto || Marisabel Rodríguez de Chávez,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,655,Was Jamie Curry or Alyaksey Vasilewski born first?,2,Alyaksey Vasilewski || Jamie Curry,Alyaksey Vasilewski || Jamie Curry || Alison Gold || Curri Valenzuela || Lakutis,Alyaksey Vasilewski || Jamie Curry || TK McKamy || Curri Valenzuela || Lakutis,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",1,0,0,0,0
2wikimultihopqa,656,What is the place of birth of the director of film Thiruvannamalai (Film)?,2,Perarasu || Thiruvannamalai (film),Thiruvannamalai (film) || Perarasu || Kasthuri Raja || Sanal Kumar Sasidharan || G. Marthandan,Thiruvannamalai (film) || Perarasu || Kasthuri Raja || Sanal Kumar Sasidharan || G. Marthandan,False,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,657,"Which film has the director who died first, Reaching For The Sun or Trifling Women?",4,Reaching for the Sun || William A. Wellman || Rex Ingram (director) || Trifling Women,Reaching for the Sun || William A. Wellman || Trifling Women || Reaching for the Moon (1930 film) || Mabel Cheung,Reaching for the Sun || William A. Wellman || Trifling Women || Rex Ingram (director) || Mabel Cheung,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank6_10,"1,2,7,3",1,1,0,0,0
2wikimultihopqa,658,"Which film has the director who was born earlier, The Red Eagle or Vishukkani?",4,Wisit Sasanatieng || J. Sasikumar || The Red Eagle || Vishukkani,The Red Eagle || Wisit Sasanatieng || Vishukkani || Vinod Vijayan || A. B. Raj,The Red Eagle || Wisit Sasanatieng || Vishukkani || G. Marthandan || A. B. Raj,True,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.75,False,False,True,rank21_50,"2,21,1,3",1,0,0,0,0
2wikimultihopqa,659,"Which film was released earlier, Hirer Angti or Torn From The Flag?",2,Torn from the Flag || Hirer Angti,Hirer Angti || Torn from the Flag || Klaudia Kovács (director) || Hirak Rajar Deshe || Tinnu Anand,Hirer Angti || Torn from the Flag || Klaudia Kovács (director) || Hirak Rajar Deshe || Tinnu Anand,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
