dataset,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,count_under_selected,dbec_selected_count,setr_support_hit_count,dbec_support_hit_count,setr_support_missing_count,dbec_support_missing_count,setr_support_recall,dbec_support_recall,delta_support_recall_dbec_minus_setr,setr_support_complete,dbec_support_complete,support_transition,support_delta_label,dbec_recovered_missing_count,dbec_recovered_any_missing,dbec_recovered_all_missing,recovery_label,setr_missing_titles_json,dbec_missing_titles_json,dbec_recovered_titles_json,setr_titles_json,dbec_titles_json,setr_em,setr_f1,dbec_em,dbec_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,requirement_count,dependent_req_count,selective_binding_decision
2Wiki,915,"Where was the father of Johann Adolf I, Duke Of Saxe-Weissenfels born?",2,"[""Augustus, Duke of Saxe-Weissenfels"", ""Johann Adolf I, Duke of Saxe-Weissenfels""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Johann Adolf I, Duke of Saxe-Weissenfels"", ""Augustus, Duke of Saxe-Weissenfels"", ""Albrecht of Saxe-Weissenfels""]","[""Augustus, Duke of Saxe-Weissenfels"", ""Johann Adolf I, Duke of Saxe-Weissenfels"", ""Johann Adolf II, Duke of Saxe-Weissenfels"", ""Frederick, Duke of Saxe-Weissenfels-Dahme"", ""Johann Georg, Duke of Saxe-Weissenfels""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,916,"Which song was released earlier, Sea Of Voices or Soft-Hearted Hana?",2,"[""Soft-Hearted Hana"", ""Sea of Voices""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Soft-Hearted Hana"", ""Sea of Voices""]","[""Sea of Love"", ""A Matter of Time"", ""Soft-Hearted Hana"", ""Where Are You"", ""Sea of Voices""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,917,"Who is older, Manuel Antonio or Wilfred Macdonald?",2,"[""Manuel Antonio"", ""Wilfred MacDonald""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Wilfred MacDonald"", ""Manuel Antonio""]","[""Archibald Hamilton"", ""Manuel Antonio"", ""Wilfred MacDonald"", ""Julius de Geyter"", ""Tadeusz Śliwak""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,918,Which country Shah Muhammad (Kara Koyunlu)'s father is from?,2,"[""Shah Muhammad (Kara Koyunlu)"", ""Qara Yusuf""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Qara Yusuf"", ""Shah Muhammad (Kara Koyunlu)""]","[""Shah Muhammad (Kara Koyunlu)"", ""Qara Yusuf"", ""Kaya Alp"", ""Al-Qassab"", ""Az-Zubayr ibn Abd al-Muttalib""]",0.0,0.0,0.0,0.0,0.0,0.0,1,0,abstain
2Wiki,919,"Which film has the director died first, To Mary – With Love or Five Little Peppers And How They Grew?",4,"[""To Mary – with Love"", ""John Cromwell (director)"", ""Five Little Peppers and How They Grew"", ""Charles Barton (director)""]",4,0,5,4,4,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""To Mary – with Love"", ""Five Little Peppers and How They Grew"", ""John Cromwell (director)"", ""Charles Barton (director)""]","[""John Cromwell (director)"", ""Charles Barton (director)"", ""Five Little Peppers and How They Grew"", ""To Mary – with Love"", ""Algiers (film)""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,920,"Who was born earlier, Elmer W. Conti or Seth Joshua?",2,"[""Elmer W. Conti"", ""Seth Joshua""]",2,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Elmer W. Conti""]",[],"[""Elmer W. Conti"", ""Seth Joshua""]","[""David Em"", ""Christopher Hart"", ""Seth Joshua"", ""Emilio Bigi"", ""Dugès""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,921,What is the place of birth of the director of film The Devil On Horseback?,2,"[""The Devil on Horseback"", ""Crane Wilbur""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Devil on Horseback"", ""The Devil on Horseback"", ""Crane Wilbur""]","[""Crane Wilbur"", ""Devil on Horseback"", ""The Devil on Horseback"", ""Peter Greenaway"", ""Renee Torres""]",0.0,0.5,0.0,0.5,0.0,0.0,2,1,bind
2Wiki,922,Where was the director of film Bollywood Calling born?,2,"[""Nagesh Kukunoor"", ""Bollywood Calling""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Bollywood Calling"", ""Nagesh Kukunoor""]","[""Nagesh Kukunoor"", ""Bollywood Calling"", ""Perizaad Zorabian"", ""Raj Kanwar"", ""Karan Johar""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,923,What is the date of death of Julia Livia's father?,2,"[""Drusus Julius Caesar"", ""Julia Livia""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Julia Livia"", ""Drusus Julius Caesar""]","[""Drusus Julius Caesar"", ""Julia Livia"", ""Iulla Antonia"", ""Iullus Antonius"", ""Lucius Antonius (grandson of Mark Antony)""]",0.0,0.8571428571428571,0.0,0.8571,0.0,-4.285714285712228e-05,2,1,bind
2Wiki,924,Who is the paternal grandfather of Dibyasambandh?,2,"[""Bhanurangsi Savangwongse"", ""Dibyasambandh""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Dibyasambandh"", ""Bhanurangsi Savangwongse""]","[""Lars Eliasson"", ""Dibyasambandh"", ""Bhanurangsi Savangwongse"", ""Dugès"", ""Takayama Tomoteru""]",0.0,0.4,0.0,0.4,0.0,0.0,3,2,bind
2Wiki,925,What is the date of birth of Mohammed Bin Nawwaf Bin Abdulaziz's father?,2,"[""Nawwaf bin Abdulaziz Al Saud"", ""Mohammed bin Nawwaf bin Abdulaziz""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Nawwaf bin Abdulaziz Al Saud"", ""Mohammed bin Nawwaf bin Abdulaziz""]","[""Nawwaf bin Abdulaziz Al Saud"", ""Mohammed bin Nawwaf bin Abdulaziz"", ""Turki Bin Mohammed Bin Nasser Bin Abdulaziz Al Saud"", ""Mishari bin Abdulaziz Al Saud"", ""Sita bint Fahd Al Damir""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,926,"Which film has the director born earlier, Carlo Giuliani, Boy or Ned Rifle?",4,"[""Hal Hartley"", ""Carlo Giuliani, Boy"", ""Francesca Comencini"", ""Ned Rifle""]",3,1,5,3,4,1,0,0.75,1.0,0.25,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Francesca Comencini""]",[],"[""Francesca Comencini""]","[""Carlo Giuliani, Boy"", ""Ned Rifle"", ""Hal Hartley""]","[""Francesca Comencini"", ""Carlo Giuliani, Boy"", ""Ned Rifle"", ""Boy or Girl?"", ""Hal Hartley""]",1.0,1.0,1.0,1.0,0.0,0.0,4,1,bind
2Wiki,927,What is the place of birth of the performer of song Take A Picture (Carly Rae Jepsen Song)?,2,"[""Take a Picture (Carly Rae Jepsen song)"", ""Carly Rae Jepsen""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Carly Rae Jepsen"", ""Take a Picture (Carly Rae Jepsen song)"", ""Andrew Allen (singer)""]","[""Place of birth"", ""Take a Picture (Filter song)"", ""Carly Rae Jepsen"", ""Take a Picture (Carly Rae Jepsen song)"", ""Andrew Allen (singer)""]",0.0,0.5,0.0,0.5,0.0,0.0,2,1,abstain
2Wiki,928,"Which film came out first, Run The Race or Cup-Tie Honeymoon?",2,"[""Run the Race"", ""Cup-tie Honeymoon""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Cup-tie Honeymoon"", ""Run the Race""]","[""I'm Nobody's Sweetheart Now"", ""Cup-tie Honeymoon"", ""Run the Race"", ""Race"", ""Run""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,929,"Which film has the director who was born first, Raiders Of Red Gap or A Day Of Fury?",4,"[""Sam Newfield"", ""Raiders of Red Gap"", ""Harmon Jones"", ""A Day of Fury""]",5,0,5,3,4,1,0,0.75,1.0,0.25,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Harmon Jones""]",[],"[""Harmon Jones""]","[""A Day of Fury"", ""Raiders of Red Gap"", ""Sam Newfield"", ""Wolves of the Range"", ""Billy the Kid's Range War""]","[""Harmon Jones"", ""Sam Newfield"", ""A Day of Fury"", ""Raiders of Red Gap"", ""Target Zero""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,930,"Where was the place of burial of Medan, Son Of Abraham's father?",2,"[""Medan, son of Abraham"", ""Abraham""]",1,1,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Abraham""]",[],"[""Abraham""]","[""Medan, son of Abraham""]","[""Medan, son of Abraham"", ""Abraham"", ""Roman Catholic Archdiocese of Medan"", ""Dzulmi Eldin"", ""Where Was I""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
2Wiki,931,Where did the composer of film Before Sunset study?,2,"[""Before Sunset"", ""Julie Delpy""]",1,1,5,1,1,1,1,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,1,1,1,dbec_recovers_all_missing,"[""Before Sunset""]","[""Julie Delpy""]","[""Before Sunset""]","[""Julie Delpy""]","[""Walter Ulfig"", ""Henri Verdun"", ""Amedeo Escobar"", ""Before Sunset"", ""Where Was I""]",0.0,0.25,0.0,0.0,0.0,-0.25,2,1,abstain
2Wiki,932,Which country Nizar Al-Mustafa's father is from?,2,"[""Al-Mustansir Billah"", ""Nizar al-Mustafa""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Nizar al-Mustafa"", ""Al-Mustansir Billah""]","[""Al-Mustansir Billah"", ""Nizar al-Mustafa"", ""Farrukh Fateh Ali Khan"", ""Mere Rashke Qamar"", ""Takayama Tomoteru""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,933,"Do the movies Thor The Conqueror and City Of Pain, originate from the same country?",2,"[""Thor the Conqueror"", ""City of Pain""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Thor the Conqueror"", ""City of Pain""]","[""List of Uruguayan films"", ""Thor the Conqueror"", ""Problem of pain"", ""City of Angels"", ""City of Pain""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,934,Do director of film Ten9Eight: Shoot For The Moon and director of film Sabotage (1936 Film) share the same nationality?,4,"[""Alfred Hitchcock"", ""Mary Mazzio"", ""Sabotage (1936 film)"", ""Ten9Eight: Shoot for the Moon""]",4,0,5,4,4,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Ten9Eight: Shoot for the Moon"", ""Sabotage (1936 film)"", ""Alfred Hitchcock"", ""Mary Mazzio""]","[""Alfred Hitchcock"", ""Mary Mazzio"", ""Ten9Eight: Shoot for the Moon"", ""Sabotage (1936 film)"", ""Robert F. Boyle""]",0.0,0.0,0.0,0.0,0.0,0.0,4,2,bind
2Wiki,935,"Which film has the director who was born first, Woman By Woman: New Hope For The Villages Of India or Windsor Drive (Film)?",4,"[""Natalie Bible'"", ""Dorothy Fadiman"", ""Woman by Woman: New Hope for the Villages of India"", ""Windsor Drive (film)""]",4,0,5,4,3,0,1,1.0,0.75,-0.25,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Natalie Bible'""]",[],"[""Woman by Woman: New Hope for the Villages of India"", ""Dorothy Fadiman"", ""Windsor Drive (film)"", ""Natalie Bible'""]","[""Sepideh Farsi"", ""Dorothy Fadiman"", ""Woman by Woman: New Hope for the Villages of India"", ""Windsor Drive (film)"", ""Borys Lankosz""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,936,"Do both films, Afrika (Film) and Man From The Deep River, have the directors who are from the same country?",4,"[""Alberto Cavallone"", ""Afrika (film)"", ""Man from the Deep River"", ""Umberto Lenzi""]",3,1,5,3,4,1,0,0.75,1.0,0.25,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Alberto Cavallone""]",[],"[""Alberto Cavallone""]","[""Man from the Deep River"", ""Umberto Lenzi"", ""Afrika (film)""]","[""Umberto Lenzi"", ""Alberto Cavallone"", ""Afrika (film)"", ""Deep River"", ""Man from the Deep River""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,937,"Which film has the director who was born first, Yaadein (1964 Film) or The Student'S Romance?",4,"[""Yaadein (1964 film)"", ""Sunil Dutt"", ""Otto Kanturek"", ""The Student's Romance""]",2,1,5,2,3,2,1,0.5,0.75,0.25,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""Sunil Dutt"", ""Otto Kanturek""]","[""Otto Kanturek""]","[""Sunil Dutt""]","[""The Student's Romance"", ""Yaadein (1964 film)""]","[""Karan Johar"", ""Sunil Dutt"", ""A Lover's Romance"", ""Yaadein (1964 film)"", ""The Student's Romance""]",0.0,0.0,0.0,0.0,0.0,0.0,4,2,bind
2Wiki,938,"Which film came out earlier, I Love You Rosa or Pyar Ka Bandhan?",2,"[""Pyar Ka Bandhan"", ""I Love You Rosa""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Pyar Ka Bandhan"", ""I Love You Rosa""]","[""Pyar Ka Bandhan"", ""I Love You Rosa"", ""Quattro rose rosse"", ""P.S. I Love You"", ""Rosa""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,939,Who is the spouse of the director of film Mcdull: Me & My Mum?,2,"[""Brian Tse (writer)"", ""McDull: Me & My Mum""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""McDull: Me & My Mum"", ""Brian Tse (writer)""]","[""Brian Tse (writer)"", ""McDull: Me & My Mum"", ""Ann Hui"", ""Andrew Lau"", ""Ma femme s'appelle Maurice""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,940,"Who is older, Les Briley or Jean Charles Carbone?",2,"[""Jean Charles Carbone"", ""Les Briley""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Les Briley"", ""Jean Charles Carbone""]","[""Jean-Charles Darmon"", ""When I Was Young"", ""Les Briley"", ""Jean Charles Carbone"", ""Jean-Charles Corbet""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,941,Where was the wife of Gerry Neugebauer born?,2,"[""Marcia Neugebauer"", ""Gerry Neugebauer""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Marcia Neugebauer"", ""Gerry Neugebauer""]","[""Where Was I"", ""Gerry Neugebauer"", ""Place of birth"", ""Marcia Neugebauer"", ""Carl Haber""]",0.0,0.8,0.0,0.8,0.0,0.0,2,1,abstain
2Wiki,942,"Which film whose director was born first, Self-Made Maids or A Day For Lionhearts?",4,"[""Self-Made Maids"", ""Nanni Loy"", ""Jules White"", ""A Day for Lionhearts""]",2,1,5,2,4,2,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,2,1,1,dbec_recovers_all_missing,"[""Nanni Loy"", ""Jules White""]",[],"[""Nanni Loy"", ""Jules White""]","[""Self-Made Maids"", ""A Day for Lionhearts""]","[""Jules White"", ""Francesca Comencini"", ""A Day for Lionhearts"", ""Self-Made Maids"", ""Nanni Loy""]",0.0,0.0,1.0,1.0,1.0,1.0,4,2,bind
2Wiki,943,Where was the composer of song Heart On Fire (Ruslana Song) born?,2,"[""Ruslana"", ""Heart on Fire (Ruslana song)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Ruslana"", ""Heart on Fire (Ruslana song)""]","[""Where Was I"", ""Heart on Fire (Ruslana song)"", ""Ruslana"", ""Heart's on Fire (Passenger song)"", ""Znayu Ya""]",0.0,0.6666666666666666,1.0,1.0,1.0,0.33333333333333337,2,1,abstain
2Wiki,944,Which country Damrong Rajanubhab's father is from?,2,"[""Mongkut"", ""Damrong Rajanubhab""]",2,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Mongkut""]",[],"[""Damrong Rajanubhab"", ""Mongkut""]","[""Obata Toramori"", ""Emilio Bigi"", ""Damrong Rajanubhab"", ""Abdul-Vahed Niyazov"", ""Bhanurangsi Savangwongse""]",0.0,0.0,1.0,1.0,1.0,1.0,2,1,abstain
2Wiki,945,Who is the paternal grandfather of Jordan Ii Of Capua?,2,"[""Jordan II of Capua"", ""Jordan I of Capua""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Jordan II of Capua"", ""Jordan I of Capua""]","[""Gaitelgrima of Salerno"", ""Lars Eliasson"", ""Jordan II of Capua"", ""Jordan I of Capua"", ""Robert of Capua""]",1.0,1.0,1.0,1.0,0.0,0.0,3,2,bind
2Wiki,946,"What nationality is Sir Edward Acton, 3Rd Baronet's father?",2,"[""Sir Walter Acton, 2nd Baronet"", ""Sir Edward Acton, 3rd Baronet""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Sir Edward Acton, 3rd Baronet"", ""Sir Walter Acton, 2nd Baronet""]","[""Sir Walter Acton, 2nd Baronet"", ""Sir Edward Strachey, 3rd Baronet"", ""Sir Edward Acton, 3rd Baronet"", ""Whitmore Acton"", ""Sir Edward Hussey, 3rd Baronet""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,947,"Which film has the director who is older than the other, The Inside Man (Film) or Dog'S Heart?",4,"[""Dog's Heart"", ""Tom Clegg (director)"", ""The Inside Man (film)"", ""Alberto Lattuada""]",2,1,5,2,3,2,1,0.5,0.75,0.25,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""Dog's Heart"", ""Tom Clegg (director)""]","[""Tom Clegg (director)""]","[""Dog's Heart""]","[""Alberto Lattuada"", ""The Inside Man (film)""]","[""Alberto Lattuada"", ""Ringo-en no shōjo"", ""Russell Gewirtz"", ""Dog's Heart"", ""The Inside Man (film)""]",0.0,0.0,1.0,1.0,1.0,1.0,4,2,bind
2Wiki,948,What nationality of the company that published Safeguard (Magazine)?,2,"[""Thomson Reuters"", ""Safeguard (magazine)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Safeguard (magazine)"", ""Thomson Reuters""]","[""Chappell & Co."", ""Safeguard (magazine)"", ""Thomson Reuters"", ""Naked Eye (magazine)"", ""Sportsnet Magazine""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,abstain
2Wiki,949,What nationality is Wenceslaus I Of Legnica's father?,2,"[""Bolesław III the Generous"", ""Wenceslaus I of Legnica""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Wenceslaus I of Legnica"", ""Bolesław III the Generous""]","[""Bolesław III the Generous"", ""Wenceslaus I of Legnica"", ""Wenceslaus II of Legnica"", ""Henry VIII of Legnica"", ""Bolesław IV of Legnica""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,950,Which country Clare Winnicott's husband is from?,2,"[""Clare Winnicott"", ""Donald Winnicott""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Clare Winnicott"", ""Donald Winnicott""]","[""Abdul-Vahed Niyazov"", ""Clare Winnicott"", ""Donald Winnicott"", ""Doria Ragland"", ""Charles W. Socarides""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
2Wiki,951,"Where was the place of burial of George Tuchet, 1St Earl Of Castlehaven's father?",2,"[""George Tuchet, 1st Earl of Castlehaven"", ""Henry Tuchet, 10th Baron Audley""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""George Tuchet, 1st Earl of Castlehaven"", ""Henry Tuchet, 10th Baron Audley""]","[""Henry Tuchet, 10th Baron Audley"", ""George Tuchet, 1st Earl of Castlehaven"", ""James Tuchet, 6th Earl of Castlehaven"", ""James Tuchet, 3rd Earl of Castlehaven"", ""James Tuchet, 7th Earl of Castlehaven""]",0.0,0.6666666666666666,0.0,0.6667,0.0,3.333333333332966e-05,2,1,bind
2Wiki,952,"Are both Selo Sanatoriya Imeni Chekhova and Volovo, Lipetsk Oblast located in the same country?",2,"[""Volovo, Lipetsk Oblast"", ""Selo sanatoriya imeni Chekhova""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Volovo, Lipetsk Oblast"", ""Selo sanatoriya imeni Chekhova""]","[""Abdul-Vahed Niyazov"", ""Where Are You"", ""Volovo, Lipetsk Oblast"", ""Selo sanatoriya imeni Chekhova"", ""Problem of pain""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,953,Where was the director of film Eight Days A Week (Film) born?,2,"[""Michael Davis (director)"", ""Eight Days a Week (film)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Michael Davis (director)"", ""Eight Days a Week (film)""]","[""Claude Weisz"", ""Eight Days a Week (film)"", ""Michael Davis (director)"", ""If You've Got Trouble"", ""That's My Life (My Love and My Home)""]",0.0,0.6666666666666666,0.0,0.6667,0.0,3.333333333332966e-05,2,1,bind
2Wiki,954,Which country the director of film Sarah Silverman: Jesus Is Magic is from?,2,"[""Liam Lynch (musician)"", ""Sarah Silverman: Jesus Is Magic""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Sarah Silverman: Jesus Is Magic"", ""Liam Lynch (musician)""]","[""Liam Lynch (musician)"", ""Sarah Silverman: Jesus Is Magic"", ""OSS 117: Cairo, Nest of Spies"", ""Cheryl Dunye"", ""Jason Moore (director)""]",0.0,0.0,0.0,0.5,0.0,0.5,2,1,bind
2Wiki,955,Where did the director of film Yang ± Yin: Gender In Chinese Cinema study?,2,"[""Yang ± Yin: Gender in Chinese Cinema"", ""Stanley Kwan""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Yang ± Yin: Gender in Chinese Cinema"", ""Stanley Kwan""]","[""Stanley Kwan"", ""Yang ± Yin: Gender in Chinese Cinema"", ""Mary Mazzio"", ""Dugès"", ""Where Was I""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,956,Are the directors of both films Pretty Foe and Goin' Coconuts from the same country?,4,"[""Esmail Koushan"", ""Goin' Coconuts"", ""Pretty Foe"", ""Howard Morris""]",2,1,5,2,4,2,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,2,1,1,dbec_recovers_all_missing,"[""Esmail Koushan"", ""Howard Morris""]",[],"[""Esmail Koushan"", ""Howard Morris""]","[""Goin' Coconuts"", ""Pretty Foe""]","[""Esmail Koushan"", ""Howard Morris"", ""Pretty Foe"", ""Goin' Coconuts"", ""Dugès""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,957,When is Archduchess Maria Antonia Of Austria (1899–1977)'s father's birthday?,2,"[""Archduke Leopold Salvator of Austria"", ""Archduchess Maria Antonia of Austria (1899–1977)""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Archduchess Maria Antonia of Austria (1899–1977)"", ""Archduke Anton of Austria"", ""Archduke Leopold Salvator of Austria""]","[""Archduke Leopold Salvator of Austria"", ""Archduke Anton of Austria"", ""Archduchess Maria Antonia of Austria (1899–1977)"", ""Maria Theresa of Austria-Este (1849–1919)"", ""Archduke Otto of Austria (1865–1906)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,958,"Who lived longer, Clarence Moore (Businessman) or Wilhelmine Schröder-Devrient?",2,"[""Clarence Moore (businessman)"", ""Wilhelmine Schröder-Devrient""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Wilhelmine Schröder-Devrient"", ""Clarence Moore (businessman)""]","[""Hélène Grenier"", ""Wilhelmine Schröder-Devrient"", ""Clarence Moore (businessman)"", ""Eduard Devrient"", ""Anne Evans""]",1.0,1.0,0.0,0.0,-1.0,-1.0,4,2,abstain
2Wiki,959,Where did M. K. Muthu's father die?,2,"[""M. Karunanidhi"", ""M. K. Muthu""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""M. K. Muthu"", ""M. Karunanidhi""]","[""M. Karunanidhi"", ""M. K. Muthu"", ""Kasthuri Raja"", ""Perarasu"", ""P. T. Thanu Pillai""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
