dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
HotpotQA,hotpotqa,659,"What festival is held every June in Bartlesville, Oklahoma?",all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Bartlesville, Oklahoma"", ""OK Mozart Festival""]","[""Bartlesville, Oklahoma""]","[""OK Mozart Festival""]","[""OK Mozart Festival"", ""Des Moines Arts Festival"", ""Bartlesville, Oklahoma"", ""Kastav Film Festival"", ""Cabourg Film Festival""]","[""OK Mozart Festival"", ""Des Moines Arts Festival"", ""Bartlesville, Oklahoma"", ""Kastav Film Festival"", ""Cabourg Film Festival""]","[""OK Mozart Festival""]","[""OK Mozart Festival""]",1.0,0.8,-0.19999999999999996,0,0
HotpotQA,hotpotqa,617,What album starring Ed Sheeran was released on 3 March 2017?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Castle on the Hill (song)"", ""÷ (album)""]","[""Castle on the Hill (song)""]","[""÷ (album)""]","[""÷ (album)"", ""Castle on the Hill (song)"", ""Drunk (Ed Sheeran song)"", ""Sing (Ed Sheeran song)"", ""One (Ed Sheeran song)""]","[""What About Us (Livin Out Loud album)"", ""÷ (album)"", ""Castle on the Hill (song)"", ""Drunk (Ed Sheeran song)"", ""Sing (Ed Sheeran song)""]","[""What About Us (Livin Out Loud album)"", ""÷ (album)""]","[""What About Us (Livin Out Loud album)"", ""Dancing on the Ceiling"", ""Tuskegee (album)"", ""Flashing Lights (Kanye West song)"", ""Talking Heads: 77""]",0.15384615384615385,0.1538,-4.615384615386242e-05,0,0
HotpotQA,hotpotqa,836,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Doyle's Cafe"", ""John F. Fitzgerald""]","[""John F. Fitzgerald""]","[""Doyle's Cafe""]","[""Doyle's Cafe"", ""John F. Fitzgerald"", ""Kennedy Compound"", ""Anthony Shriver"", ""Patrick Kennedy (1823–1858)""]","[""John F. Fitzgerald"", ""Doyle's Cafe"", ""Kennedy Compound"", ""Anthony Shriver"", ""Patrick Kennedy (1823–1858)""]","[""John F. Fitzgerald""]",[],0.33333333333333337,0.3333,-3.333333333338517e-05,0,0
HotpotQA,hotpotqa,76,What music school did the singer of The Search for Everything: Wave One attend?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,1,"[{""dbec_title"": ""The Search for Everything: Wave Two"", ""missing_gold_title"": ""The Search for Everything: Wave One""}]","{""gold_recovered_by_dbec_final"": 1}","[""John Mayer"", ""The Search for Everything: Wave One""]","[""The Search for Everything: Wave One""]","[""John Mayer""]","[""John Mayer"", ""The Search for Everything: Wave One"", ""The Search for Everything: Wave Two"", ""Let Freedom Ring (EP)"", ""Sree Rama Varma Music School""]","[""John Mayer"", ""The Search for Everything: Wave One"", ""The Search for Everything: Wave Two"", ""Let Freedom Ring (EP)"", ""Sree Rama Varma Music School""]","[""John Mayer"", ""The Search for Everything: Wave One""]","[""John Mayer""]",1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,90,Kadeem Jack is a player in a league that started with how many teams?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""NBA G League"", ""Kadeem Jack""]","[""Kadeem Jack""]","[""NBA G League""]","[""NBA G League"", ""Kadeem Jack"", ""Derrick Walton"", ""Jalen Jones"", ""Kevin Durant""]","[""NBA G League"", ""Kadeem Jack"", ""Derrick Walton"", ""Jalen Jones"", ""Kevin Durant""]","[""NBA G League"", ""Kadeem Jack""]","[""NBA G League""]",0.0,0.0,0.0,0,0
HotpotQA,hotpotqa,139,What state was the dissenter in Kessler v. Treat from?,all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""John Marshall Harlan"", ""Kessler v. Treat""]","[""John Marshall Harlan""]","[""Kessler v. Treat""]","[""Kessler v. Treat"", ""Rule of reason"", ""Kessler v. Eldred"", ""Marie Louise v. Marot"", ""John Marshall Harlan""]","[""John Marshall Harlan"", ""Kessler v. Treat"", ""Rule of reason"", ""Kessler v. Eldred"", ""Marie Louise v. Marot""]","[""John Marshall Harlan"", ""Kessler v. Treat""]","[""John Marshall Harlan""]",1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,200,What is special about the wristwatches that Favre-Leuba manufactures?,all_missing_gold_recovered_by_dbec,1,1,0,0,1,1,0,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Swiss made"", ""Favre-Leuba""]","[""Swiss made""]","[""Favre-Leuba""]","[""Favre-Leuba"", ""Lavet type stepping motor"", ""Lemania"", ""Patek Philippe &amp; Co."", ""Memorigin""]","[""Favre-Leuba"", ""Swiss made"", ""Lavet type stepping motor"", ""Lemania"", ""Patek Philippe &amp; Co.""]","[""Favre-Leuba"", ""Swiss made""]",[],0.0,0.0,0.0,1,0
HotpotQA,hotpotqa,697,"Why are many of the band, Hirsute Pursuit's songs considered controversial?",gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Hirsute Pursuit"", ""Gay sexual practices""]","[""Gay sexual practices""]","[""Hirsute Pursuit""]","[""Hirsute Pursuit"", ""Queer (song)"", ""Born This Way (Glee)"", ""A Jihad for Love"", ""One Way Trigger""]","[""Sister Outsider"", ""Hirsute Pursuit"", ""Terebinth"", ""Queer (song)"", ""Born This Way (Glee)""]","[""Sister Outsider"", ""Hirsute Pursuit"", ""Terebinth""]","[""Sister Outsider"", ""Pornographic magazine""]",0.11764705882352942,0.0,-0.11764705882352942,0,0
HotpotQA,hotpotqa,622,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Polyphony and monophony in instruments"", ""Roland R-8""]","[""Polyphony and monophony in instruments""]","[""Roland R-8""]","[""Roland R-8"", ""Roland TR-909"", ""Boss Doctor Rhythm DR-110"", ""Movement Systems Drum Computer"", ""The Simpsons Theme""]","[""Roland R-8"", ""Roland TR-909"", ""Boss Doctor Rhythm DR-110"", ""Movement Systems Drum Computer"", ""The Simpsons Theme""]","[""Roland R-8"", ""Roland TR-909""]","[""Roland R-8"", ""Roland R-8""]",0.3333333333333333,0.3333,-3.333333333332966e-05,0,0
HotpotQA,hotpotqa,223,Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Jeanne Marie Beaumont"", ""The Frost Place""]","[""The Frost Place""]","[""Jeanne Marie Beaumont""]","[""Jeanne Marie Beaumont"", ""Jeanne Golay"", ""Jeanne Marie Ford"", ""Rita Mae Reese"", ""Reginald Gibbons""]","[""Jeanne Marie Beaumont"", ""Jeanne Golay"", ""Jeanne Marie Ford"", ""Rita Mae Reese"", ""Reginald Gibbons""]","[""Jeanne Marie Beaumont""]",[],0.4,0.4,0.0,0,0
HotpotQA,hotpotqa,811,What university did the winner of the 2014 CFL's Most Outstanding Defensive Player Award attend?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Solomon Elimimian"", ""Hawaii Rainbow Warriors football""]","[""Hawaii Rainbow Warriors football""]","[""Solomon Elimimian""]","[""Solomon Elimimian"", ""CFL's Most Outstanding Defensive Player Award"", ""Jung-Yul Kim"", ""David Ménard"", ""Jovon Johnson""]","[""Massachusetts Institute of Technology"", ""CFL's Most Outstanding Defensive Player Award"", ""Solomon Elimimian"", ""Jung-Yul Kim"", ""David Ménard""]","[""Massachusetts Institute of Technology"", ""CFL's Most Outstanding Defensive Player Award""]",[],0.0,0.3333,0.3333,0,0
HotpotQA,hotpotqa,819,"Which Republican Chairman was born June 1, 1956?",gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Gregg Harper"", ""Charlie Ross (state senator)""]","[""Charlie Ross (state senator)""]","[""Gregg Harper""]","[""Gregg Harper"", ""Leonard Lance"", ""Jonathan Paton"", ""Peter Balakian"", ""Michele Bachmann""]","[""Ron Marsico"", ""Leonard Lance"", ""Gregg Harper"", ""Jonathan Paton"", ""Peter Balakian""]","[""Ron Marsico""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,805,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,4,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Toronto Coach Terminal"", ""Danko Jones"", ""Never Too Loud""]","[""Never Too Loud""]","[""Danko Jones"", ""Toronto Coach Terminal""]","[""Danko Jones"", ""Toronto Coach Terminal"", ""Never Too Loud"", ""Philadelphia"", ""Alvarado Transportation Center""]","[""New York City"", ""Never Too Loud"", ""The Beatles"", ""Philadelphia"", ""Saint Paul, Minnesota""]","[""New York City"", ""Never Too Loud"", ""The Beatles"", ""Philadelphia"", ""Saint Paul, Minnesota""]",[],1.0,0.0,-1.0,0,0
MuSiQue,musique,503,What is the administrative territorial entity that contains the location of Eric Marcus Municipal Airport PBS station?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Eric Marcus Municipal Airport"", ""Tucson, Arizona"", ""Pima County Natural Resources, Parks and Recreation""]","[""Pima County Natural Resources, Parks and Recreation""]","[""Eric Marcus Municipal Airport"", ""Tucson, Arizona""]","[""Eric Marcus Municipal Airport"", ""Tucson, Arizona"", ""LaBelle Municipal Airport"", ""Fremont Municipal Airport (Michigan)"", ""Pima County Natural Resources, Parks and Recreation""]","[""Eric Marcus Municipal Airport"", ""ISO 3166-2:AD"", ""LaBelle Municipal Airport"", ""Fremont Municipal Airport (Michigan)"", ""Pima County Natural Resources, Parks and Recreation""]","[""Eric Marcus Municipal Airport"", ""ISO 3166-2:AD""]",[],0.0,0.0,0.0,-1,1
MuSiQue,musique,210,When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Daihatsu Boon"", ""1973 oil crisis"", ""Lexus RX""]","[""1973 oil crisis""]","[""Lexus RX"", ""Daihatsu Boon""]","[""Lexus RX"", ""Daihatsu Boon"", ""1973 oil crisis"", ""Toyota Racing Development"", ""Toyota Matrix""]","[""Genesis Motor"", ""Daihatsu Boon"", ""Lexus RX"", ""1973 oil crisis"", ""Toyota Racing Development""]","[""Genesis Motor"", ""Daihatsu Boon"", ""Lexus RX""]",[],0.2857142857142857,0.2857,-1.4285714285688922e-05,0,0
MuSiQue,musique,83,How long are the city council terms in the second largest city in the state where Yuma is located?,all_missing_gold_recovered_by_dbec,2,1,2,0,1,2,2,2,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Yuma, Colorado"", ""Yuma County Library District"", ""Tucson, Arizona"", ""Tucson, Arizona""]","[""Yuma, Colorado"", ""Yuma County Library District""]","[""Tucson, Arizona"", ""Tucson, Arizona""]","[""Tucson, Arizona"", ""Tucson, Arizona"", ""Yuma, Colorado"", ""Yuma County Library District"", ""Delta, Colorado""]","[""Arizona"", ""Tucson, Arizona"", ""Saint Paul, Minnesota"", ""Yuma, Colorado"", ""Yuma County Library District""]","[""Arizona"", ""Tucson, Arizona"", ""Saint Paul, Minnesota"", ""Yuma, Colorado""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,438,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,2,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union"", ""Steven Spielberg""]","[""Dissolution of the Soviet Union""]","[""Steven Spielberg"", ""Dissolution of the Soviet Union""]","[""Steven Spielberg"", ""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union"", ""Vyshnivets Palace"", ""Pidhirtsi Castle""]","[""Balfour Declaration"", ""Steven Spielberg"", ""Australia Day 2012 protests"", ""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union""]","[""Balfour Declaration"", ""Steven Spielberg"", ""Australia Day 2012 protests""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,545,In what region of the country where Lam Dong is located is John Phan's birthplace?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Lâm Đồng Province"", ""South Central Coast"", ""John Phan""]","[""South Central Coast""]","[""John Phan"", ""Lâm Đồng Province""]","[""John Phan"", ""Lâm Đồng Province"", ""South Central Coast"", ""Khánh Hòa Province"", ""Kon Tum Province""]","[""Central Highlands (Tasmania)"", ""Lâm Đồng Province"", ""John Phan"", ""South Central Coast"", ""Khánh Hòa Province""]","[""Central Highlands (Tasmania)"", ""Lâm Đồng Province""]","[""Lâm Đồng Province"", ""Khánh Hòa Province"", ""Central Highlands (Tasmania)""]",0.4,0.4,0.0,0,0
MuSiQue,musique,559,"What was Nintendo's limit on games per developer per year on the platform, also known by a three letter abbreviation, of the video game Xexyz?",all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,2,2,2,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Xexyz"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System""]","[""Nintendo Entertainment System""]","[""Xexyz"", ""Super Nintendo Entertainment System""]","[""Xexyz"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Philips CD-i""]","[""Xbox 360"", ""Nintendo La Rivista Ufficiale"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Nintendo Entertainment System""]","[""Xbox 360"", ""Nintendo La Rivista Ufficiale""]","[""Xbox 360""]",0.0,0.0,0.0,0,0
MuSiQue,musique,651,What was the 1900 population of the city located within the county that also contains Helvetia?,all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Tucson, Arizona"", ""Helvetia, Arizona"", ""Pima County Natural Resources, Parks and Recreation""]","[""Pima County Natural Resources, Parks and Recreation""]","[""Helvetia, Arizona"", ""Tucson, Arizona""]","[""Helvetia, Arizona"", ""Tucson, Arizona"", ""Crescent City, California"", ""Delta, Colorado"", ""Elmo, Montana""]","[""Pima County Natural Resources, Parks and Recreation"", ""Helvetia, Arizona"", ""Crescent City, California"", ""Tucson, Arizona"", ""Delta, Colorado""]","[""Pima County Natural Resources, Parks and Recreation"", ""Helvetia, Arizona""]","[""Pima County Natural Resources, Parks and Recreation""]",1.0,1.0,0.0,1,0
MuSiQue,musique,7,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,gold_absent_from_source_pool,2,0,0,0,1,1,0,1,4,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Vilaiyaadu Mankatha"", ""The Right Stuff Records"", ""Santa Monica, California"", ""Sony Music""]","[""The Right Stuff Records"", ""Santa Monica, California""]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami""]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Jamnagar district"", ""Richmond, Virginia""]","[""Kathmandu"", ""Scratchie Records"", ""Francisco de Orellana"", ""The Right Stuff Records"", ""The Great Lakes Group""]","[""Kathmandu"", ""Scratchie Records"", ""Francisco de Orellana"", ""The Right Stuff Records"", ""The Great Lakes Group""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,150,Normalization occurred in Country A that invaded Country B because the military branch was unprepared. Country B was the only communist country to have an embassy where?,gold_absent_from_source_pool,2,0,0,0,0,0,0,0,4,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Josip Broz Tito"", ""Police"", ""Prague underground (culture)"", ""Josip Broz Tito""]","[""Police"", ""Prague underground (culture)""]","[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe""]","[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe"", ""John Kerry"", ""1937 South American Championship""]","[""Josip Broz Tito"", ""Declarations of war during World War II"", ""John Kerry"", ""1937 South American Championship"", ""Guarani alphabet""]","[""Josip Broz Tito"", ""Declarations of war during World War II""]",[],0.5,0.5,0.0,0,0
MuSiQue,musique,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,gold_absent_from_source_pool,4,0,0,0,0,0,0,0,4,0,0,0,[],"{""gold_absent_from_source_pool"": 3, ""gold_source_only_not_rank_or_dbec"": 1}","[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas"", ""Souvenir (Eric Johnson album)""]","[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas"", ""Souvenir (Eric Johnson album)""]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida""]","[""Beyoncé"", ""Savannah, Georgia"", ""Tallahassee, Florida"", ""History of Georgia (U.S. state)"", ""Destiny's Child""]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps"", ""Beyoncé"", ""Destiny's Child"", ""List of municipalities in Georgia (U.S. state)""]","[""History of Georgia (U.S. state)"", ""Alexandre de Lesseps""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,902,What is the capital of the county that shares a border with the county where Don Werner was born?,gold_absent_from_source_pool,3,0,0,0,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 2, ""gold_source_only_not_rank_or_dbec"": 1}","[""Don Werner"", ""Jerome Quinn"", ""John C. Petersen"", ""Pulaski High School""]","[""Jerome Quinn"", ""John C. Petersen"", ""Pulaski High School""]","[""Don Werner"", ""Oklahoma City""]","[""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett"", ""Erik Jensen (American football)""]","[""Baranya County"", ""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett""]","[""Baranya County"", ""Don Werner""]","[""Baranya County""]",1.0,0.0,-1.0,0,0
MuSiQue,musique,8,When was the start of the battle of the birthplace of the performer of III?,gold_absent_from_source_pool,3,0,0,1,1,1,0,1,3,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Flyin' the Koop"", ""Battle of New Orleans"", ""III (Stanton Moore album)""]","[""Flyin' the Koop"", ""Battle of New Orleans"", ""III (Stanton Moore album)""]","[""Battle of Korytsa"", ""Franco-Prussian War""]","[""Battle of Korytsa"", ""Franco-Prussian War"", ""Philip III of Spain"", ""Charles Russell Lowell"", ""Battle of the Border""]","[""III (Stanton Moore album)"", ""Primo Riccitelli"", ""Battle of Korytsa"", ""Philip III of Spain"", ""Charles Russell Lowell""]","[""III (Stanton Moore album)"", ""Primo Riccitelli""]","[""III (Stanton Moore album)"", ""Robert Munford III"", ""Primo Riccitelli""]",0.0,0.0,0.0,1,0
MuSiQue,musique,153,"What day is the feast held, in the city that holds the headquarters of the only music company that is larger than the record label of Vilaiyaadu Mankatha?",gold_absent_from_source_pool,2,0,0,0,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Santa Monica, California"", ""The Right Stuff Records"", ""Vilaiyaadu Mankatha"", ""Sony Music""]","[""Santa Monica, California"", ""The Right Stuff Records""]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami""]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Richmond, Virginia"", ""Pure BS""]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters"", ""Richmond, Virginia""]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,922,What major conflict is the country between the country that hosted the tournament and the country where That Dam is from known for?,gold_absent_from_source_pool,3,0,0,0,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 2, ""gold_source_only_not_rank_or_dbec"": 1}","[""That Dam"", ""2020 AFC U-23 Championship qualification"", ""Myanmar"", ""Geography of Myanmar""]","[""2020 AFC U-23 Championship qualification"", ""Myanmar"", ""Geography of Myanmar""]","[""That Dam"", ""Switzerland"", ""2017 FIFA Confederations Cup""]","[""That Dam"", ""Switzerland"", ""2017 FIFA Confederations Cup"", ""Pakxan"", ""UEFA Euro 2012 Final""]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup"", ""Switzerland"", ""Pakxan""]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup""]","[""United States men's national soccer team""]",0.0,0.0,0.0,0,0
MuSiQue,musique,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?",gold_absent_from_source_pool,2,0,0,1,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_in_binding_candidates_not_selected"": 1}","[""Santa Monica, California"", ""The Right Stuff Records"", ""EmArcy Records"", ""Study in Brown""]","[""Santa Monica, California"", ""The Right Stuff Records""]","[""Study in Brown"", ""EmArcy Records"", ""Miami""]","[""Study in Brown"", ""EmArcy Records"", ""Miami"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown""]","[""EmArcy Records"", ""The Right Stuff Records"", ""Warner Records"", ""New York City"", ""Headquarters of the United Nations""]",0.0,0.5,0.5,0,0
MuSiQue,musique,735,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,gold_in_rank_fill_not_dbec,2,1,1,0,0,0,1,0,4,1,0,0,[],"{""gold_in_rank_fill_not_dbec"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""WWNQ"", ""Zubly Cemetery"", ""Charleston, South Carolina"", ""Forest Acres, South Carolina""]","[""WWNQ"", ""Forest Acres, South Carolina""]","[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina""]","[""Zubly Cemetery"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Hobcaw Barony"", ""Forest Acres, South Carolina""]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States"", ""Hobcaw Barony""]","[""Minnesota State Capitol"", ""Zubly Cemetery"", ""Oklahoma City"", ""List of capitals in the United States""]",[],0.5,0.0,-0.5,-1,1
MuSiQue,musique,366,What record label does the spouse of the performer of Somethin' Bad belong to?,gold_in_rank_fill_not_dbec,2,1,1,0,0,0,1,0,3,1,0,0,[],"{""gold_in_rank_fill_not_dbec"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Candy Coburn"", ""Somethin' Bad"", ""Pure BS""]","[""Candy Coburn"", ""Pure BS""]","[""Somethin' Bad"", ""Wherever You Are Tonight""]","[""Somethin' Bad"", ""Wherever You Are Tonight"", ""Jesus, Take the Wheel"", ""Candy Coburn"", ""Platinum""]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad"", ""Jesus, Take the Wheel"", ""Wherever You Are Tonight""]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad""]","[""My Heart (Lorrie Morgan album)""]",0.4,0.0,-0.4,0,0
MuSiQue,musique,215,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,gold_in_rank_fill_not_dbec,3,1,1,0,1,1,1,1,3,1,0,0,[],"{""gold_in_rank_fill_not_dbec"": 1, ""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Muang Kasi"", ""Ottoman Empire"", ""Myanmar"", ""Geography of Myanmar""]","[""Muang Kasi"", ""Myanmar"", ""Geography of Myanmar""]","[""Ottoman Empire"", ""Rajendra Chola I""]","[""Ottoman Empire"", ""Rajendra Chola I"", ""Myanmar"", ""Somalis"", ""Somalis""]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,87,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,gold_source_only_not_rank_or_dbec,3,1,1,0,0,0,2,1,3,1,1,1,"[{""dbec_title"": ""Capital punishment in the United States"", ""missing_gold_title"": ""Capital punishment in New Zealand""}]","{""gold_in_rank_fill_not_dbec"": 1, ""gold_source_only_not_rank_or_dbec"": 2}","[""The Book Thief (film)"", ""1952 Winter Olympics"", ""Capital punishment in New Zealand"", ""The Messenger (Zusak novel)""]","[""1952 Winter Olympics"", ""Capital punishment in New Zealand"", ""The Messenger (Zusak novel)""]","[""The Book Thief (film)"", ""Capital punishment in the United Kingdom""]","[""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Capital punishment in New Zealand""]","[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics"", ""The Book Thief (film)""]","[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics""]",[],0.0,1.0,1.0,-1,1
MuSiQue,musique,697,What country had the Border Troops of the republic known for the literature of the country of citizenship of Ilona Richter?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Literature of East Germany"", ""Ilona Richter"", ""Heinz-Josef Große""]","[""Heinz-Josef Große""]","[""Ilona Richter"", ""Literature of East Germany""]","[""Ilona Richter"", ""Literature of East Germany"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]","[""Ilona Richter"", ""Roman Republic"", ""Iron Curtain"", ""Bernd Baumgart"", ""Graham Oberlin-Brown""]","[""Ilona Richter"", ""Roman Republic""]",[],1.0,0.4,-0.6,0,0
