dataset,query_index,split,strong_label,daec_f1,nobind_f1,daec_em,nobind_em,delta_f1_daec_minus_nobind,delta_em_daec_minus_nobind,alias_match_rate,avg_candidate_title_occurrences,bind_conf_candidate_coverage,bind_conf_candidate_simplicity,bind_conf_composite_primary,bind_conf_composite_with_margin_diagnostic,bind_conf_margin_diagnostic,bind_conf_match_quality,bind_conf_single_candidate_rate,bind_conf_title_unique,binding_count,binding_count_unpruned,candidate_count_max,candidate_count_mean,candidate_count_total,candidate_coverage,candidate_req_count,dep_margin_mean_diagnostic,dep_margin_min_diagnostic,dep_score_top1_mean_diagnostic,dependent_req_count,duplicate_entity_count,empty_entity_responses,empty_response_rate,exactish_match_rate,extraction_count,low_ambiguity,match_rate,matched_entity_count,max_dependency_depth,multi_candidate_rate,multi_candidate_req_count,raw_entity_count,requirement_count,single_candidate_rate,single_candidate_req_count,skipped_anchor_count,title_nonunique_rate,title_unique_rate,unmatched_entity_count,unmatched_rate,question
2Wiki,542,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.25,0.5928571428571429,0.5512792142857144,0.3849675,0.7142857142857143,0.0,1.0,6.0,6.0,3.0,2.5,5.0,1.0,2.0,0.3849675,0.35448900000000005,1.0,2.0,0.0,5.0,0.5,0.6,10.0,0.25,0.7142857142857143,5.0,1.0,1.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2857142857142857,Do both A Daughter Of Australia (1922 Film) and Autoerotic (Film) films have the directors from the same country?
2Wiki,543,test,bind_helpful,1.0,0.9231,1.0,0.0,0.07689999999999997,1.0,0.0,1,1.0,0.3333333333333333,0.6125,0.6038216000000001,0.569108,0.22916666666666663,0.5,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,0.569108,0.138216,1.0,2.0,1.0,5.0,0.5,1.0,10.0,0.3333333333333333,0.16666666666666666,4.0,2.0,0.5,1.0,24.0,3.0,0.5,1.0,2.0,0.0,1.0,17.0,0.7083333333333334,Who is Prince Hermann Friedrich Of Leiningen's paternal grandmother?
2Wiki,544,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,0.6666666666666666,0.6281747333333333,0.474207,1.0,0.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,0.474207,0.38822999999999996,1.0,2.0,0.0,6.0,0.6,1.0,10.0,0.3333333333333333,1.0,4.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Which film has the director born later, Femmes De Sade or La Carapate?"
2Wiki,545,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,8.0,0.8,1.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,"Which film has the director who was born first, O'Shaughnessy'S Boy or Sunday Light?"
2Wiki,546,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.9,0.9200000000000002,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.6,1.0,5.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,Who is the father-in-law of Từ Dụ?
2Wiki,547,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Who died later, Charles Fechter or Félix De Blochausen?"
2Wiki,548,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.015999999999999997,0.0,0.09999999999999998,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.6,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.8,"Which album came out earlier, Music For The Advancement Of Hip Hop or Something Worth Leaving Behind?"
2Wiki,549,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Who is younger, Halcón Suriano Jr. or Pierre De Geyter?"
2Wiki,550,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Where does Sharon Tiller's husband work at?
2Wiki,551,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,0.6666666666666666,0.5878297333333333,0.272482,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.272482,0.272482,1.0,1.0,0.0,2.0,0.4,0.6666666666666666,5.0,0.3333333333333333,1.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,What is the place of birth of the director of film Forgotten Light?
2Wiki,552,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.5,0.72,0.7241978,0.740989,0.6,0.5,1.0,2.0,2.0,2.0,1.5,3.0,1.0,2.0,0.740989,0.481978,1.0,2.0,0.0,6.0,0.6,1.0,10.0,0.5,0.6,3.0,1.0,0.5,1.0,5.0,4.0,0.5,1.0,0.0,0.0,1.0,2.0,0.4,"Which film has the director died first, Showdown At Boot Hill or The Walls Of Hell?"
2Wiki,553,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.9,0.9200000000000002,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.6,1.0,5.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,Where was the husband of Virginia Foster Durr born?
2Wiki,554,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.5,0.52,0.5013008000000001,0.426504,0.09999999999999999,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.426504,0.426504,1.0,1.0,0.0,2.0,0.4,1.0,5.0,0.5,0.1,2.0,1.0,1.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,0.9,Which country Tajlu Khanum's husband is from?
2Wiki,555,test,ignore,0.8889,0.6667,0.0,0.0,0.22220000000000006,0.0,0.0,1,1.0,1.0,0.9,0.9200000000000002,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.6,1.0,5.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,Who is the mother-in-law of Louise Of Mecklenburg-Güstrow?
2Wiki,556,test,ignore,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,What is the place of birth of the performer of song Somebody Slap Me?
2Wiki,557,dev,ignore,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Who is Henriette Of France (1727–1752)'s maternal grandfather?
2Wiki,558,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Did R. D. Call and Taryn Power share the same nationality?
2Wiki,559,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,0.6666666666666666,0.6262537333333333,0.46460199999999996,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.46460199999999996,0.46460199999999996,1.0,1.0,0.0,2.0,0.4,0.6666666666666666,5.0,0.3333333333333333,1.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Which country the director of film Littlerock (Film) is from?
2Wiki,560,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Where was the place of death of Sirikit's husband?
2Wiki,561,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Who lived longer, Jean-Rodolphe Perronet or Gunnar Wiklund?"
2Wiki,562,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,What is the place of birth of the director of film Guai Ai Vinti?
2Wiki,563,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.5,1.0,0.7,0.76,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,8.0,0.8,1.0,10.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0,4.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,"Which film has the director born later, Je Fais Le Mort or Red Roses, Red Lips, Red Wine?"
2Wiki,564,test,bind_helpful,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,8.0,0.8,1.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,"Which film has the director who was born later, Five Red Tulips or Laughing At Death?"
2Wiki,565,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.25,0.65,0.5737842,0.26892099999999997,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.26892099999999997,0.26892099999999997,1.0,1.0,0.0,1.0,0.2,0.75,5.0,0.25,1.0,4.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,What is the place of birth of the director of film Under The Cards?
2Wiki,566,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,0.7333333333333334,1.0,0.33333333333333337,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,8.0,0.8,1.0,10.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,3.0,4.0,0.5,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,"Which film has the producer who is older, Aatma Gowravam or Vitti Dandu?"
2Wiki,567,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.86,0.8880000000000001,1.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.877816,1.0,0.0,7.0,0.7,1.0,10.0,1.0,0.2,1.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.6,Did Marian Hillar and John Henry Caldwell share the same nationality?
2Wiki,568,dev,ignore,0.4444,0.6,0.0,0.0,-0.15559999999999996,0.0,0.4,1,1.0,0.25,0.575,0.47687349999999995,0.08436749999999998,0.625,0.0,1.0,6.0,6.0,3.0,2.5,5.0,1.0,2.0,0.08436749999999998,0.0,1.0,2.0,0.0,3.0,0.3,0.6,10.0,0.25,0.625,5.0,2.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.375,Who is the paternal grandfather of Reginald I Of Guelders?
2Wiki,569,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,0.64,0.712,1.0,0.19999999999999998,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.8,0.0,10.0,1.0,0.2,1.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.8,Does Eddie Murray (Rugby League) have the same nationality as Henry Talbot (Photographer)?
2Wiki,570,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Are Carl Wijk and Anders Lindstedt from the same country?
2Wiki,571,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.7,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,"Which film came out earlier, A Lizard In A Woman'S Skin or Hyderabad Nawabs?"
2Wiki,572,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Which country Lord Charles Arthur Francis Cavendish's wife is from?
2Wiki,573,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.9333333333333333,0.9466666666666668,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,8.0,0.8,1.0,10.0,1.0,0.6666666666666666,2.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.3333333333333333,"Which film has the director who died earlier, The Toast Of Death or The Famous Mrs. Fair?"
2Wiki,574,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Where was the place of death of Neferneferure's mother?
2Wiki,575,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.82,0.8560000000000001,1.0,0.09999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,5.0,1.0,0.1,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,0.9,When was Princess Feodora Of Denmark's father born?
2Wiki,576,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.8153846153846154,0.8523076923076924,1.0,0.0769230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666494,1.0,0.0,4.0,0.8,1.0,5.0,1.0,0.07692307692307693,1.0,1.0,0.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,12.0,0.9230769230769231,Where was the mother of Berengaria Of Portugal born?
2Wiki,577,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1,1.0,0.5,0.6333333333333333,0.5925112666666668,0.429223,0.6666666666666667,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.429223,0.429223,1.0,1.0,0.0,3.0,0.6,0.5,5.0,0.5,0.6666666666666666,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,Where was the place of burial of Cleopatra Of Jerusalem's husband?
2Wiki,578,test,bind_helpful,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992948,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,What is the date of death of Vlatko Vuković's father?
2Wiki,579,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,What is the place of birth of the performer of song The Best Side Of Life?
2Wiki,580,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Where was the husband of Edadil Kadın born?
2Wiki,581,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.6666666666666666,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Which film has the director died later, Chad Hanna or The Avenging Shadow?"
2Wiki,582,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.020000000000000004,0.0,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.7,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.75,"Did the movies The Hideout (Film) and Trieste Mia!, originate from the same country?"
2Wiki,583,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Which university was established first, Universidad Autónoma De La Laguna or Penang Free School?"
2Wiki,584,dev,bind_helpful,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,8.0,0.8,1.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,"Which film whose director was born first, Swamp Women or Tracy Rides?"
2Wiki,585,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,0.7666666666666666,0.7525993333333333,0.69633,1.0,0.5,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,0.69633,0.39266,1.0,2.0,0.0,7.0,0.7,1.0,10.0,0.3333333333333333,1.0,4.0,1.0,0.5,1.0,4.0,4.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,"Which film has the director who is older, Drive A Crooked Road or Kingdom In The Clouds?"
2Wiki,586,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Who died earlier, Lazarus Fletcher or Sir William Brereton, 1St Baronet?"
2Wiki,587,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.82,0.8560000000000001,1.0,0.09999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93286,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.06666666666666667,1.0,1.0,0.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,1.0,13.0,0.8666666666666667,"Where did Edward, 2Nd Duke Of York's father die?"
2Wiki,588,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Which film was released earlier, Striporama or The World And His Wife?"
2Wiki,589,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"Who died later, Alicia Little or Christopher Addison, 1St Viscount Addison?"
2Wiki,590,test,bind_helpful,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.9,0.9200000000000002,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.86904,2.0,0.0,6.0,0.6,1.0,10.0,1.0,0.5,2.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,0.5,"Which film has the director who was born later, Il Diavolo In Convento or The Big Broadcast Of 1936?"
2Wiki,591,test,bind_helpful,1.0,0.3333,1.0,0.0,0.6667000000000001,1.0,0.0,1,1.0,0.3333333333333333,0.6229166666666667,0.6097645333333334,0.557156,0.28125,0.5,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,0.557156,0.11431199999999997,1.0,2.0,1.0,3.0,0.3,1.0,10.0,0.3333333333333333,0.25,4.0,2.0,0.5,1.0,16.0,3.0,0.5,1.0,0.0,0.0,1.0,11.0,0.6875,Who is the maternal grandmother of Eleanor Of Brittany (Abbess)?
2Wiki,592,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,0.7666666666666666,0.7601125333333333,0.733896,1.0,0.5,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,0.733896,0.467792,1.0,2.0,0.0,6.0,0.6,0.75,10.0,0.3333333333333333,1.0,4.0,1.0,0.5,1.0,4.0,4.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,"Which film has the director died later, Modern Husbands or The Fighting Vigilantes?"
2Wiki,593,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.95,0.96,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,0.6,1.0,10.0,1.0,0.5,2.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,"Which film has the director who died first, The People Vs. Larry Flynt or Manila In The Claws Of Light?"
2Wiki,594,test,ignore,0.5,0.4444,0.0,0.0,0.05559999999999998,0.0,0.0,1,0.5,0.5,0.52,0.45018820000000004,0.170941,0.6,0.0,1.0,3.0,3.0,3.0,1.5,3.0,0.5,1.0,0.170941,0.170941,1.0,2.0,0.0,4.0,0.4,1.0,10.0,0.5,0.6,3.0,2.0,0.5,1.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.4,Who is the paternal grandfather of Engelbert Iii Of The Mark?
2Wiki,595,dev,bind_helpful,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0.25,0.7166666666666667,0.6741002333333334,0.5038345,0.8333333333333334,0.5,1.0,4.0,4.0,4.0,2.5,5.0,1.0,2.0,0.5038345,0.007669000000000037,1.0,2.0,0.0,4.0,0.4,1.0,10.0,0.25,0.8333333333333334,5.0,2.0,0.5,1.0,6.0,3.0,0.5,1.0,0.0,0.0,1.0,1.0,0.16666666666666666,Who is the paternal grandfather of Rudolf Of Żagań?
2Wiki,596,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.83,0.8640000000000001,1.0,0.14999999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.833564,1.0,0.0,3.0,0.6,1.0,5.0,1.0,0.1,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,1.0,0.0,1.0,8.0,0.8,Where was the place of burial of Ælfwine Of Deira's father?
2Wiki,597,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.8,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,"What is the date of death of Ferdinand, Prince Of Solms-Braunfels's father?"
