dataset,subset_dataset,subset_index,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,setr_em,setr_f1,setr_support_recall,setr_support_complete,setr_support_missing_count,setr_titles_json,dbec_selected_count,dbec_em,dbec_f1,dbec_support_recall,dbec_support_complete,dbec_support_missing_count,dbec_recovered_missing_count,dbec_titles_json,requirement_count,dependent_req_count,selective_binding_decision,rank_fill5_answer,rank_fill5_em,rank_fill5_f1,rank_fill5_empty_answer,rank_fill5_selected_count,rank_fill5_support_hit_count,rank_fill5_support_missing_count,rank_fill5_support_recall,rank_fill5_support_complete,rank_fill5_actual_added_count,rank_fill5_rank_fill_count,rank_fill5_titles_json,oracle_fill5_answer,oracle_fill5_em,oracle_fill5_f1,oracle_fill5_empty_answer,oracle_fill5_selected_count,oracle_fill5_support_hit_count,oracle_fill5_support_missing_count,oracle_fill5_support_recall,oracle_fill5_support_complete,oracle_fill5_actual_added_count,oracle_fill5_rank_fill_count,oracle_fill5_titles_json,dbec_repair_fill5_answer,dbec_repair_fill5_em,dbec_repair_fill5_f1,dbec_repair_fill5_empty_answer,dbec_repair_fill5_selected_count,dbec_repair_fill5_support_hit_count,dbec_repair_fill5_support_missing_count,dbec_repair_fill5_support_recall,dbec_repair_fill5_support_complete,dbec_repair_fill5_actual_added_count,dbec_repair_fill5_rank_fill_count,dbec_repair_fill5_titles_json
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,63,584,"Which film whose director was born first, Swamp Women or Tracy Rides?",4,"[""Roger Corman"", ""Swamp Women"", ""Harry S. Webb"", ""Tracy Rides""]",3,1.0,1.0,0.75,0,1,"[""Tracy Rides"", ""Swamp Women"", ""Harry S. Webb""]",5,1.0,1.0,1.0,1,0,1,"[""Roger Corman"", ""Harry S. Webb"", ""Tracy Rides"", ""Swamp Women"", ""Clancy of the Mounted""]",4,2,bind,Tracy Rides.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Tracy Rides"", ""Swamp Women"", ""Harry S. Webb"", ""Clancy of the Mounted"", ""The Avenging Rider (1928 film)""]",Tracy Rides.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Tracy Rides"", ""Swamp Women"", ""Harry S. Webb"", ""Roger Corman"", ""Clancy of the Mounted""]",Tracy Rides.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Tracy Rides"", ""Swamp Women"", ""Harry S. Webb"", ""Roger Corman"", ""Clancy of the Mounted""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,64,590,"Which film has the director who was born later, Il Diavolo In Convento or The Big Broadcast Of 1936?",4,"[""The Big Broadcast of 1936"", ""Il Diavolo in convento"", ""Norman Taurog"", ""Nunzio Malasomma""]",3,1.0,1.0,0.75,0,1,"[""Il Diavolo in convento"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936""]",5,1.0,1.0,0.75,0,1,0,"[""Frank Tuttle"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936"", ""Il Diavolo in convento"", ""The Big Broadcast""]",4,2,bind,The Big Broadcast of 1936.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Il Diavolo in convento"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936"", ""The Big Broadcast"", ""Devil in the Flesh (1986 film)""]",The Big Broadcast of 1936.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Il Diavolo in convento"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936"", ""The Big Broadcast"", ""Devil in the Flesh (1986 film)""]",The Big Broadcast of 1936.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""Il Diavolo in convento"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936"", ""Frank Tuttle"", ""The Big Broadcast""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,65,592,"Which film has the director died later, Modern Husbands or The Fighting Vigilantes?",4,"[""Modern Husbands"", ""Ray Taylor (director)"", ""Luis Bayón Herrera"", ""The Fighting Vigilantes""]",3,1.0,1.0,0.75,0,1,"[""The Fighting Vigilantes"", ""Modern Husbands"", ""Luis Bayón Herrera""]",5,1.0,1.0,1.0,1,0,1,"[""Ray Taylor (director)"", ""Luis Bayón Herrera"", ""Modern Husbands"", ""The Fighting Vigilantes"", ""Check Your Guns""]",4,2,bind,Modern Husbands.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""The Fighting Vigilantes"", ""Modern Husbands"", ""Luis Bayón Herrera"", ""Ray Taylor (director)"", ""Check Your Guns""]",Modern Husbands.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""The Fighting Vigilantes"", ""Modern Husbands"", ""Luis Bayón Herrera"", ""Ray Taylor (director)"", ""Check Your Guns""]",Modern Husbands.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""The Fighting Vigilantes"", ""Modern Husbands"", ""Luis Bayón Herrera"", ""Ray Taylor (director)"", ""Check Your Guns""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,66,611,"Which film has the director born first, Free Hand For A Tough Cop or Man'S Favorite Sport??",4,"[""Howard Hawks"", ""Man's Favorite Sport?"", ""Free Hand for a Tough Cop"", ""Umberto Lenzi""]",2,1.0,1.0,0.5,0,2,"[""Free Hand for a Tough Cop"", ""Man's Favorite Sport?""]",5,1.0,1.0,1.0,1,0,2,"[""Howard Hawks"", ""Umberto Lenzi"", ""Free Hand for a Tough Cop"", ""Man's Favorite Sport?"", ""Brothers Till We Die""]",4,2,bind,Man's Favorite Sport?,1.0,1.0,0,5,3,1,0.75,0,3,3,"[""Free Hand for a Tough Cop"", ""Man's Favorite Sport?"", ""Brothers Till We Die"", ""Howard Hawks"", ""Fernando Di Leo""]",Man's Favorite Sport?,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Free Hand for a Tough Cop"", ""Man's Favorite Sport?"", ""Howard Hawks"", ""Umberto Lenzi"", ""Brothers Till We Die""]",Man's Favorite Sport?,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Free Hand for a Tough Cop"", ""Man's Favorite Sport?"", ""Howard Hawks"", ""Umberto Lenzi"", ""Brothers Till We Die""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,67,616,"Which film has the director who was born later, The Devil And Miss Jones or The Man In The Funny Suit?",4,"[""The Man in the Funny Suit"", ""Ralph Nelson"", ""The Devil and Miss Jones"", ""Sam Wood""]",2,0.0,0.0,0.25,0,3,"[""Sam Wood"", ""Charles Coburn""]",5,1.0,1.0,1.0,1,0,3,"[""Sam Wood"", ""Ralph Nelson"", ""The Man in the Funny Suit"", ""The Devil and Miss Jones"", ""Charles Coburn""]",4,2,bind,The Man In The Funny Suit.,1.0,1.0,0,5,3,1,0.75,0,3,3,"[""Sam Wood"", ""Charles Coburn"", ""The Man in the Funny Suit"", ""The Devil and Miss Jones"", ""More Bloody Meetings""]",The Man In The Funny Suit.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Sam Wood"", ""Charles Coburn"", ""The Man in the Funny Suit"", ""Ralph Nelson"", ""The Devil and Miss Jones""]",The Man in the Funny Suit.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Sam Wood"", ""Charles Coburn"", ""Ralph Nelson"", ""The Man in the Funny Suit"", ""The Devil and Miss Jones""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,68,618,"Which film has the director born earlier, Mummy & Me or Gideon And Samson: Great Leaders Of The Bible?",4,"[""Mummy & Me"", ""Marcello Baldi"", ""Gideon and Samson: Great Leaders of the Bible"", ""Jeethu Joseph""]",3,0.0,0.0,0.75,0,1,"[""Gideon and Samson: Great Leaders of the Bible"", ""Mummy & Me"", ""Jeethu Joseph""]",5,1.0,1.0,1.0,1,0,1,"[""Jeethu Joseph"", ""Marcello Baldi"", ""Gideon and Samson: Great Leaders of the Bible"", ""Mummy & Me"", ""McDull: Me & My Mum""]",4,2,bind,Gideon and Samson: Great Leaders of the Bible.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Gideon and Samson: Great Leaders of the Bible"", ""Mummy & Me"", ""Jeethu Joseph"", ""Marcello Baldi"", ""McDull: Me & My Mum""]",Gideon and Samson: Great Leaders of the Bible.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Gideon and Samson: Great Leaders of the Bible"", ""Mummy & Me"", ""Jeethu Joseph"", ""Marcello Baldi"", ""McDull: Me & My Mum""]",Gideon and Samson: Great Leaders of the Bible.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Gideon and Samson: Great Leaders of the Bible"", ""Mummy & Me"", ""Jeethu Joseph"", ""Marcello Baldi"", ""McDull: Me & My Mum""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,69,619,"Which film has the director who was born first, Everybody'S Hobby or Ghosts Of Abu Ghraib?",4,"[""Rory Kennedy"", ""Everybody's Hobby"", ""William C. McGann"", ""Ghosts of Abu Ghraib""]",2,1.0,1.0,0.5,0,2,"[""Everybody's Hobby"", ""William C. McGann""]",5,1.0,1.0,1.0,1,0,2,"[""Liz Garbus"", ""William C. McGann"", ""Everybody's Hobby"", ""Ghosts of Abu Ghraib"", ""Rory Kennedy""]",4,2,bind,Everybody's Hobby.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Everybody's Hobby"", ""William C. McGann"", ""Ghosts of Abu Ghraib"", ""Rory Kennedy"", ""Liz Garbus""]",Everybody's Hobby.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Everybody's Hobby"", ""William C. McGann"", ""Rory Kennedy"", ""Ghosts of Abu Ghraib"", ""Liz Garbus""]",Everybody's Hobby.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Everybody's Hobby"", ""William C. McGann"", ""Liz Garbus"", ""Ghosts of Abu Ghraib"", ""Rory Kennedy""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,70,625,"Which film whose director is younger, Lucky Cowboy or O.K. Connery?",4,"[""Lucky Cowboy"", ""Alberto De Martino"", ""Josef Berne"", ""O.K. Connery""]",3,0.0,0.0,0.75,0,1,"[""Lucky Cowboy"", ""O.K. Connery"", ""Josef Berne""]",5,1.0,1.0,1.0,1,0,1,"[""Konrad Wolf"", ""Josef Berne"", ""Lucky Cowboy"", ""O.K. Connery"", ""Alberto De Martino""]",4,2,bind,O.K. Connery.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Lucky Cowboy"", ""O.K. Connery"", ""Josef Berne"", ""Alberto De Martino"", ""Dr. Goldfoot and the Bikini Machine""]",O.K. Connery.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Lucky Cowboy"", ""O.K. Connery"", ""Josef Berne"", ""Alberto De Martino"", ""Dr. Goldfoot and the Bikini Machine""]",O.K. Connery.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Lucky Cowboy"", ""O.K. Connery"", ""Josef Berne"", ""Konrad Wolf"", ""Alberto De Martino""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,71,630,"Which film has the director died later, Tenth Avenue Angel or Brink Of Life?",4,"[""Tenth Avenue Angel"", ""Brink of Life"", ""Ingmar Bergman"", ""Roy Rowland (film director)""]",2,1.0,1.0,0.5,0,2,"[""Tenth Avenue Angel"", ""Brink of Life""]",5,1.0,1.0,1.0,1,0,2,"[""Ingmar Bergman"", ""Roy Rowland (film director)"", ""Brink of Life"", ""Tenth Avenue Angel"", ""Angna Enters""]",4,2,bind,Brink of Life.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Tenth Avenue Angel"", ""Brink of Life"", ""Ingmar Bergman"", ""Angna Enters"", ""Roy Rowland (film director)""]",Brink of Life.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Tenth Avenue Angel"", ""Brink of Life"", ""Ingmar Bergman"", ""Roy Rowland (film director)"", ""Angna Enters""]",Brink of Life.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Tenth Avenue Angel"", ""Brink of Life"", ""Ingmar Bergman"", ""Roy Rowland (film director)"", ""Angna Enters""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,72,639,"Which film has the director who was born later, A Case Of Honor or The Raggedy Rawney?",4,"[""Bob Hoskins"", ""A Case of Honor"", ""The Raggedy Rawney"", ""Eddie Romero""]",3,1.0,1.0,0.75,0,1,"[""A Case of Honor"", ""The Raggedy Rawney"", ""Bob Hoskins""]",5,1.0,1.0,1.0,1,0,1,"[""Eddie Romero"", ""Bob Hoskins"", ""A Case of Honor"", ""The Raggedy Rawney"", ""How Dark the Nights Are on the Black Sea""]",4,2,bind,Cannot be determined.,0.0,0.0,0,5,3,1,0.75,0,2,2,"[""A Case of Honor"", ""The Raggedy Rawney"", ""Bob Hoskins"", ""How Dark the Nights Are on the Black Sea"", ""William A. Wellman""]",The Raggedy Rawney.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""A Case of Honor"", ""The Raggedy Rawney"", ""Bob Hoskins"", ""Eddie Romero"", ""How Dark the Nights Are on the Black Sea""]",The Raggedy Rawney.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""A Case of Honor"", ""The Raggedy Rawney"", ""Bob Hoskins"", ""Eddie Romero"", ""How Dark the Nights Are on the Black Sea""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,73,653,Do director of film Next Of Kin (1982 Film) and director of film Wild Honey (1918 Film) share the same nationality?,4,"[""Wild Honey (1918 film)"", ""Tony Williams (drummer)"", ""Next of Kin (1982 film)"", ""Francis J. Grandon""]",3,0.0,0.0,0.75,0,1,"[""Next of Kin (1982 film)"", ""Wild Honey (1918 film)"", ""Francis J. Grandon""]",5,0.0,0.0,0.75,0,1,0,"[""Francis J. Grandon"", ""Clarence Brown"", ""Wild Honey (1918 film)"", ""Next of Kin (1982 film)"", ""Peter Greenaway""]",4,2,bind,No.,0.0,0.0,0,5,3,1,0.75,0,2,2,"[""Next of Kin (1982 film)"", ""Wild Honey (1918 film)"", ""Francis J. Grandon"", ""Victor Sjöström"", ""Júdás""]",No.,0.0,0.0,0,5,3,1,0.75,0,2,2,"[""Next of Kin (1982 film)"", ""Wild Honey (1918 film)"", ""Francis J. Grandon"", ""Victor Sjöström"", ""Júdás""]",No.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""Next of Kin (1982 film)"", ""Wild Honey (1918 film)"", ""Francis J. Grandon"", ""Clarence Brown"", ""Peter Greenaway""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,74,669,"Which film has the director who died later, Le Foto Proibite Di Una Signora Per Bene or Licenza Premio?",4,"[""Luciano Ercoli"", ""Licenza premio"", ""Max Neufeld"", ""Le foto proibite di una signora per bene""]",3,1.0,1.0,0.75,0,1,"[""Le foto proibite di una signora per bene"", ""Luciano Ercoli"", ""Licenza premio""]",5,1.0,1.0,1.0,1,0,1,"[""Luciano Ercoli"", ""Max Neufeld"", ""Licenza premio"", ""Le foto proibite di una signora per bene"", ""A Lizard in a Woman's Skin""]",4,2,bind,Le Foto Proibite Di Una Signora Per Bene.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Le foto proibite di una signora per bene"", ""Luciano Ercoli"", ""Licenza premio"", ""A Lizard in a Woman's Skin"", ""Dino Risi""]",Le Foto Proibite Di Una Signora Per Bene.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Le foto proibite di una signora per bene"", ""Luciano Ercoli"", ""Licenza premio"", ""Max Neufeld"", ""A Lizard in a Woman's Skin""]",Le Foto Proibite Di Una Signora Per Bene.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Le foto proibite di una signora per bene"", ""Luciano Ercoli"", ""Licenza premio"", ""Max Neufeld"", ""A Lizard in a Woman's Skin""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,75,689,"Which film has the director born later, Life Hits or It'S In The Air?",4,"[""It's in the Air"", ""Anthony Kimmins"", ""Life Hits"", ""Christian E. Christiansen""]",3,1.0,1.0,0.75,0,1,"[""Life Hits"", ""It's in the Air"", ""Christian E. Christiansen""]",5,1.0,1.0,1.0,1,0,1,"[""Anthony Kimmins"", ""Christian E. Christiansen"", ""Life Hits"", ""It's in the Air"", ""Ann Hui""]",4,2,bind,Life Hits.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Life Hits"", ""It's in the Air"", ""Christian E. Christiansen"", ""Anthony Kimmins"", ""Ann Hui""]",Life Hits.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Life Hits"", ""It's in the Air"", ""Christian E. Christiansen"", ""Anthony Kimmins"", ""Ann Hui""]",Life Hits.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Life Hits"", ""It's in the Air"", ""Christian E. Christiansen"", ""Anthony Kimmins"", ""Ann Hui""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,76,704,"Which film whose director was born first, Return To Return To Nuke 'Em High Aka Volume 2 or Zameen (2003 Film)?",4,"[""Zameen (2003 film)"", ""Lloyd Kaufman"", ""Return to Return to Nuke 'Em High AKA Volume 2"", ""Rohit Shetty""]",2,0.0,0.888888888888889,0.5,0,2,"[""Lloyd Kaufman"", ""Rohit Shetty""]",5,1.0,1.0,0.75,0,1,2,"[""Hassan Zee"", ""Lloyd Kaufman"", ""Return to Return to Nuke 'Em High AKA Volume 2"", ""Zameen (2003 film)"", ""Return to Nuke 'Em High Volume 1""]",4,2,bind,Return to Return to Nuke 'Em High AKA Volume 2.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Lloyd Kaufman"", ""Rohit Shetty"", ""Return to Return to Nuke 'Em High AKA Volume 2"", ""Return to Nuke 'Em High Volume 1"", ""Zameen (2003 film)""]",Return to Return to Nuke 'Em High AKA Volume 2.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Lloyd Kaufman"", ""Rohit Shetty"", ""Zameen (2003 film)"", ""Return to Return to Nuke 'Em High AKA Volume 2"", ""Return to Nuke 'Em High Volume 1""]",Return to Return to Nuke 'Em High AKA Volume 2.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Lloyd Kaufman"", ""Rohit Shetty"", ""Hassan Zee"", ""Return to Return to Nuke 'Em High AKA Volume 2"", ""Zameen (2003 film)""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,77,707,Are the directors of films (Romance) In The Digital Age and Les Misérables (1917 Film) both from the same country?,4,"[""Jason Michael Brescia"", ""Les Misérables (1917 film)"", ""Frank Lloyd"", ""(Romance) in the Digital Age""]",3,0.0,0.0,0.75,0,1,"[""(Romance) in the Digital Age"", ""Les Misérables (1917 film)"", ""Frank Lloyd""]",5,0.0,0.0,1.0,1,0,1,"[""Frank Lloyd"", ""Jason Michael Brescia"", ""(Romance) in the Digital Age"", ""Les Misérables (1917 film)"", ""Les Misérables (1925 film)""]",4,2,bind,No.,0.0,0.0,0,5,3,1,0.75,0,2,2,"[""(Romance) in the Digital Age"", ""Les Misérables (1917 film)"", ""Frank Lloyd"", ""Les Misérables (1925 film)"", ""Laurent Tirard""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""(Romance) in the Digital Age"", ""Les Misérables (1917 film)"", ""Frank Lloyd"", ""Jason Michael Brescia"", ""Les Misérables (1925 film)""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""(Romance) in the Digital Age"", ""Les Misérables (1917 film)"", ""Frank Lloyd"", ""Jason Michael Brescia"", ""Les Misérables (1925 film)""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,78,708,"Which film has the director who is older than the other, Women'S Weapons or She Wants Me?",4,"[""Women's Weapons"", ""She Wants Me"", ""Rob Margolies"", ""Robert G. Vignola""]",2,0.0,0.0,0.5,0,2,"[""Women's Weapons"", ""She Wants Me""]",5,1.0,1.0,1.0,1,0,2,"[""Rob Margolies"", ""Robert G. Vignola"", ""Women's Weapons"", ""She Wants Me"", ""Ann Hui""]",4,2,bind,Women's Weapons.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Women's Weapons"", ""She Wants Me"", ""Rob Margolies"", ""Ann Hui"", ""Robert G. Vignola""]",Women's Weapons.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Women's Weapons"", ""She Wants Me"", ""Rob Margolies"", ""Robert G. Vignola"", ""Ann Hui""]",Women's Weapons.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Women's Weapons"", ""She Wants Me"", ""Rob Margolies"", ""Robert G. Vignola"", ""Ann Hui""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,79,716,"Which film has the director born later, Four For Venice or Gypped In The Penthouse?",4,"[""Vivian Naefe"", ""Gypped in the Penthouse"", ""Four for Venice"", ""Jules White""]",3,1.0,1.0,0.75,0,1,"[""Gypped in the Penthouse"", ""Four for Venice"", ""Vivian Naefe""]",5,1.0,1.0,0.75,0,1,0,"[""Gordon Douglas (director)"", ""Vivian Naefe"", ""Four for Venice"", ""Gypped in the Penthouse"", ""Rip, Sew and Stitch""]",4,2,bind,Four For Venice.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Gypped in the Penthouse"", ""Four for Venice"", ""Vivian Naefe"", ""Rip, Sew and Stitch"", ""Jules White""]",Four For Venice.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Gypped in the Penthouse"", ""Four for Venice"", ""Vivian Naefe"", ""Jules White"", ""Rip, Sew and Stitch""]",Four For Venice.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""Gypped in the Penthouse"", ""Four for Venice"", ""Vivian Naefe"", ""Gordon Douglas (director)"", ""Rip, Sew and Stitch""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,80,724,Do director of film An Ideal Woman and director of film Goodbye Emmanuelle share the same nationality?,4,"[""Goodbye Emmanuelle"", ""François Leterrier"", ""An Ideal Woman"", ""Jean Durand""]",3,1.0,1.0,0.75,0,1,"[""An Ideal Woman"", ""Goodbye Emmanuelle"", ""François Leterrier""]",5,1.0,1.0,1.0,1,0,1,"[""François Leterrier"", ""Jean Durand"", ""Goodbye Emmanuelle"", ""An Ideal Woman"", ""Claude Sautet""]",4,2,bind,Yes.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""An Ideal Woman"", ""Goodbye Emmanuelle"", ""François Leterrier"", ""Jean Durand"", ""Claude Sautet""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""An Ideal Woman"", ""Goodbye Emmanuelle"", ""François Leterrier"", ""Jean Durand"", ""Claude Sautet""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""An Ideal Woman"", ""Goodbye Emmanuelle"", ""François Leterrier"", ""Jean Durand"", ""Claude Sautet""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,81,726,Do both directors of films The Measure Of All Things and The Time Of Your Life (Film) share the same nationality?,4,"[""The Measure of All Things"", ""Sam Green"", ""H. C. Potter"", ""The Time of Your Life (film)""]",3,0.0,0.0,0.75,0,1,"[""The Measure of All Things"", ""The Time of Your Life (film)"", ""H. C. Potter""]",5,1.0,1.0,1.0,1,0,1,"[""H. C. Potter"", ""Sam Green"", ""The Measure of All Things"", ""The Time of Your Life (film)"", ""Romance in the Dark""]",4,2,bind,Yes.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""The Measure of All Things"", ""The Time of Your Life (film)"", ""H. C. Potter"", ""Romance in the Dark"", ""Sam Green""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""The Measure of All Things"", ""The Time of Your Life (film)"", ""H. C. Potter"", ""Sam Green"", ""Romance in the Dark""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""The Measure of All Things"", ""The Time of Your Life (film)"", ""H. C. Potter"", ""Sam Green"", ""Romance in the Dark""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,82,735,"Which film whose director is younger, Chased By The Dogs or The Demise Of Herman Durer?",4,"[""The Demise of Herman Durer"", ""Leon de Winter"", ""Chased by the Dogs"", ""Kamal El Sheikh""]",3,0.0,0.0,0.75,0,1,"[""The Demise of Herman Durer"", ""Chased by the Dogs"", ""Kamal El Sheikh""]",5,1.0,1.0,1.0,1,0,1,"[""Kamal El Sheikh"", ""The Demise of Herman Durer"", ""Leon de Winter"", ""Chased by the Dogs"", ""Land of Peace""]",4,2,bind,The Demise of Herman Durer.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""The Demise of Herman Durer"", ""Chased by the Dogs"", ""Kamal El Sheikh"", ""Leon de Winter"", ""Land of Peace""]",The Demise of Herman Durer.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""The Demise of Herman Durer"", ""Chased by the Dogs"", ""Kamal El Sheikh"", ""Leon de Winter"", ""Land of Peace""]",The Demise of Herman Durer.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""The Demise of Herman Durer"", ""Chased by the Dogs"", ""Kamal El Sheikh"", ""Leon de Winter"", ""Land of Peace""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,83,742,"Which film has the director who died earlier, Toen 'T Licht Verdween or Boum Sur Paris?",4,"[""Boum sur Paris"", ""Toen 't licht verdween"", ""Maurice de Canonge"", ""Maurits Binger""]",2,1.0,1.0,0.5,0,2,"[""Toen 't licht verdween"", ""Boum sur Paris""]",5,1.0,1.0,0.75,0,1,1,"[""Claude Weisz"", ""Arne Toonen"", ""Boum sur Paris"", ""Toen 't licht verdween"", ""Maurice de Canonge""]",4,2,bind,Toen 't licht verdween.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Toen 't licht verdween"", ""Boum sur Paris"", ""Maurice de Canonge"", ""Maurits Binger"", ""La Boum""]",Toen 't licht verdween.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Toen 't licht verdween"", ""Boum sur Paris"", ""Maurice de Canonge"", ""Maurits Binger"", ""La Boum""]",Boum sur Paris.,0.0,0.0,0,5,3,1,0.75,0,3,0,"[""Toen 't licht verdween"", ""Boum sur Paris"", ""Claude Weisz"", ""Arne Toonen"", ""Maurice de Canonge""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,84,756,"Which film whose director was born first, Meri Jung or La Fille Du Torrent?",4,"[""Meri Jung"", ""La fille du torrent"", ""Hans Herwig"", ""Subhash Ghai""]",2,1.0,1.0,0.5,0,2,"[""La fille du torrent"", ""Subhash Ghai""]",5,1.0,1.0,1.0,1,0,2,"[""Subhash Ghai"", ""Hans Herwig"", ""La fille du torrent"", ""Meri Jung"", ""Dasari Narayana Rao""]",4,2,bind,La Fille Du Torrent.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""La fille du torrent"", ""Subhash Ghai"", ""Meri Jung"", ""Hans Herwig"", ""Dasari Narayana Rao""]",La Fille Du Torrent.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""La fille du torrent"", ""Subhash Ghai"", ""Meri Jung"", ""Hans Herwig"", ""Dasari Narayana Rao""]",La Fille Du Torrent.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""La fille du torrent"", ""Subhash Ghai"", ""Hans Herwig"", ""Meri Jung"", ""Dasari Narayana Rao""]"
