dataset,query_index,gold_doc_count,missing_doc_id,missing_title,candidate_rank,rank_bucket,query_f1,query_em,failure_bucket,question,selected_non_gold_titles
hotpotqa,814,2,8004,Tsst,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What episode of South Park was the episode that aired in May before Funnybot?,South Park || 201 (South Park) || Chickenlover || Fatbeard
hotpotqa,819,2,8048,Charlie Ross (state senator),73,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,"Which Republican Chairman was born June 1, 1956? ",Ken Karls || Ron Marsico || Jeb Hensarling || 1916 Republican National Convention || Matt E. Baker
hotpotqa,819,2,8051,Gregg Harper,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,"Which Republican Chairman was born June 1, 1956? ",Ken Karls || Ron Marsico || Jeb Hensarling || 1916 Republican National Convention || Matt E. Baker
hotpotqa,831,2,8165,Mike Hessman,6,rank6_10,0.25,0.0,candidate200_complete_top5_incomplete,What two positions did the man who broke Buzz Arlett's home run record play?,Babe Ruth || Roger Connor || 1921 Major League Baseball season || At bats per home run
hotpotqa,846,2,8314,Spider-Man (pinball),6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What do both Spider-Man and Spider-Man in film have in comman,Ron Perkins || The Amazing Spider-Man (2012 film) || Spider-Man: Homecoming || Spider-Man 2
hotpotqa,851,2,8367,Division of Fawkner,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"What Electoral Division in Victoria contained a suburb of Melbourne with a population of 25,147 at the 2016 Census?","Fitzroy, Victoria || Victoria (ship) || Division of Maribyrnong || Division of Kooyong || Division of Hotham"
hotpotqa,851,2,8368,"South Yarra, Victoria",6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"What Electoral Division in Victoria contained a suburb of Melbourne with a population of 25,147 at the 2016 Census?","Fitzroy, Victoria || Victoria (ship) || Division of Maribyrnong || Division of Kooyong || Division of Hotham"
hotpotqa,876,2,8614,"Haleiwa, Hawaii",7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What city is the women's Vans Triple Crown of Surfing event hosted at?,Reef Hawaiian Pro || Coco Ho || Andy Irons || Supertubos
hotpotqa,880,2,8653,West Adelaide Football Club,10,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,The 2003 South Australian National Football League Grand Final saw the Central District Bulldogs defeat a football club whose home base is currently known as what?,2004 SANFL Grand Final || 2001 SANFL Grand Final || 2005 SANFL Grand Final || 2000 SANFL Grand Final
hotpotqa,891,2,8756,Toronto Maple Leafs,10,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,The 1966–67 NHL season ended with a win in the Stanley Cup by the team from which division of the Eastern Conference?,2006 Stanley Cup Finals || Prince of Wales Trophy || Boston Bruins || 2007 Stanley Cup Finals
hotpotqa,912,2,8961,Sam Raimi,24,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Stephen susco wrote a movie produced by which american film actor?,The Grudge || Stephen Susco || List of The Grudge characters || Deliver Us from Evil (2014 film)
hotpotqa,913,2,8973,Flavivirus,7,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,"What is the genus of the viral disease that has symptoms such as fever, chills, loss of appetite, nausea, muscle pains, and headaches, and has a chance of causing liver damage?",Walter Reed Army Medical Center || Rift Valley fever || Influenza || West Nile fever
hotpotqa,923,2,9073,Barbary pirates,9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What is another name for the people that the Torra di Tizzà was created to protect against?,History of Corsica || Torra di Roccapina || Torra di l'Isula di Gargali || Torra di Fautea
hotpotqa,928,2,9117,Scotch Collie,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where does the descendant of the Red Setter originate? ,Jim Hanna (loyalist) || Robert McConnell (loyalist) || Irish Red and White Setter || English Setter
hotpotqa,951,2,9337,Avril Lavigne,13,rank11_20,0.5,0.0,candidate200_complete_top5_incomplete,Black Star is the debut fragrance by a singer-songwriter that has sold approximately how many albums worldwide?,Mos Def discography || Mos Def &amp; Talib Kweli Are Black Star || Cyndi Lauper discography || Marie-Claire D'Ubaldo
hotpotqa,967,2,9488,Mob Rules (album),26,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What type of band is the group who released a 2007 compilation CD?,"20,000 Watt R.S.L. || Midnight Oil || Creedence Clearwater Revival Covers the Classics || Trinity (My Dying Bride album)"
hotpotqa,986,2,9680,Graffiti,7,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What type of arts that have existed since ancient times did the Stieber Twins specialize in?,Ich Lebe Für Hip Hop || History of espionage || Enfants Terribles (artists) || Wiener Werkstätte Style
hotpotqa,992,2,9737,"Charles VI, Holy Roman Emperor",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who was the older brother of the leader who asked Juan Romero de Figueroa to remain at his parish?,H. Stuart Menzies || Letter of the hacienda of Figueroa || Miguel Holguín y Figueroa || Alonso de Cordova y Figueroa
hotpotqa,996,2,9772,The Absent-Minded Professor,,missing_200,0.0,0.0,candidate200_no_gold,Who was born in August and was a professor?,Timothy Williamson || C. Bradford Welles || Wale Adebanwi || Augustine of Canterbury || Barrie Dobson
hotpotqa,996,2,9773,Fred MacMurray,,missing_200,0.0,0.0,candidate200_no_gold,Who was born in August and was a professor?,Timothy Williamson || C. Bradford Welles || Wale Adebanwi || Augustine of Canterbury || Barrie Dobson
musique,1,3,22,Szlachta,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",NATO || Molotov–Ribbentrop Pact || Warsaw Pact
musique,5,4,102,History of Saudi Arabia,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When was the region immediately north of the region where Israel is located and the location of the Battle of Qurah and Umm al Maradim created?,Israel || History of Israel || Kingdom of Israel (united monarchy)
musique,5,4,112,Geography of Saudi Arabia,25,rank21_50,0.0,0.0,candidate200_incomplete_top5_partial,When was the region immediately north of the region where Israel is located and the location of the Battle of Qurah and Umm al Maradim created?,Israel || History of Israel || Kingdom of Israel (united monarchy)
musique,6,4,120,Mississippi River,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,Colorado River (Texas) || Gulf of Mexico || Stockholm Public Library
musique,6,4,124,Minneapolis,131,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,Colorado River (Texas) || Gulf of Mexico || Stockholm Public Library
musique,7,4,146,Sony Music,15,rank11_20,0.0,0.0,candidate200_incomplete_top5_partial,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,American Idol || Kathmandu || Francisco de Orellana || Biltmore Records
musique,7,4,148,The Right Stuff Records,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,American Idol || Kathmandu || Francisco de Orellana || Biltmore Records
musique,7,4,158,"Santa Monica, California",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,American Idol || Kathmandu || Francisco de Orellana || Biltmore Records
musique,8,3,161,III (Stanton Moore album),21,rank21_50,0.0,0.0,candidate200_incomplete_not_top5,When was the start of the battle of the birthplace of the performer of III?,Battle of the Border || Battle of Korytsa || Battle of Oldendorf || Scanderbeg (opera) || Battle of Höchst
musique,8,3,168,Flyin' the Koop,,missing_200,0.0,0.0,candidate200_incomplete_not_top5,When was the start of the battle of the birthplace of the performer of III?,Battle of the Border || Battle of Korytsa || Battle of Oldendorf || Scanderbeg (opera) || Battle of Höchst
musique,8,3,178,Battle of New Orleans,167,rank101_200,0.0,0.0,candidate200_incomplete_not_top5,When was the start of the battle of the birthplace of the performer of III?,Battle of the Border || Battle of Korytsa || Battle of Oldendorf || Scanderbeg (opera) || Battle of Höchst
musique,11,4,225,Myanmar,111,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,How were the people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and A Lim's country?,Somalis || Somalis || Somalis
musique,11,4,235,Geography of Myanmar,132,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,How were the people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and A Lim's country?,Somalis || Somalis || Somalis
musique,12,2,254,Sisters of St Joseph of Nazareth,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the birthplace of the person after whom São José dos Campos was named?,Chico Xavier || São José dos Quatro Marcos || Casa Natal del General Santander || São José do Mantimento
musique,13,3,259,Crucifixion (Titian),11,rank11_20,0.0,0.0,candidate200_incomplete_top5_partial,How many times did plague occur in the place where Crucifixion's creator died?,Crucifixion of Jesus || Crucifixion of Jesus || Black Death || Black Death
musique,13,3,273,The Martyrdom of Saint Lawrence (Titian),,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,How many times did plague occur in the place where Crucifixion's creator died?,Crucifixion of Jesus || Crucifixion of Jesus || Black Death || Black Death
musique,14,3,286,St. Peter's Basilica,16,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?,Mantua Cathedral || Saint Peter || Foligno Cathedral || Pope John XXIII
musique,14,3,293,Đakovo Cathedral,9,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?,Mantua Cathedral || Saint Peter || Foligno Cathedral || Pope John XXIII
musique,15,2,313,Windjammer Communications,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What company succeeded the owner of Empire Sports Network?,The Path (TV series) || Fox Sports 1 || WFAN-FM || Fox Sports 1
musique,22,2,439,James Watt,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,Where was the person who wrote about the rioting being a dividing factor in Birmingham educated?,Richard Cory-Wright || Ernest Barnes || Out of the Ashes (book) || 1967 Detroit riot
musique,23,2,456,Five Finger Exercise,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Whose sister played Susie in miracle on 34th street?,"Susie, Washington || Miracle on 34th Street || Miracle on 34th Street || Miracle on 34th Street"
musique,24,4,474,Paula Santiago,43,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Mexico || Exploration of North America
musique,25,2,503,Erikson's stages of psychosocial development,26,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of Young Man Luther's author?,Elisabeth Luther || Young Man Lake || Margaret Blair Young || Young Adam
musique,26,3,273,The Martyrdom of Saint Lawrence (Titian),26,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,Balbi Holy Conversation || Black Death || Black Death
musique,30,4,582,Margaret Mayo (playwright),11,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,Missouri || Jehan Gordon-Booth || Indiana
musique,30,4,584,"Springfield, Illinois",12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,Missouri || Jehan Gordon-Booth || Indiana
musique,32,3,613,"Pima County Natural Resources, Parks and Recreation",29,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,How long are the council terms of the city that shares a county with Helvetia?,"Biff, the Michigan Wolverine || San Diego || Richmond, Virginia"
musique,33,4,102,History of Saudi Arabia,17,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,Middle East || Near East || Nilo Syrtis
musique,33,4,112,Geography of Saudi Arabia,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,Middle East || Near East || Nilo Syrtis
musique,34,2,638,Modern history,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,How did did the people fare during the reign of the abolisher of sati partha in India?,"Nawabs of Bengal and Murshidabad || Bengal Sati Regulation, 1829 || Narasingha Malla Deb || Queen Victoria"
musique,36,3,680,Cabinet of the United States,6,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,United States || William Howard Taft || Vance C. McCormick
musique,39,4,734,New York Yankees,35,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,2016 NBA Summer League || Major League Baseball draft || Major League Baseball All-Star Game Most Valuable Player Award
musique,39,4,737,World Series,62,rank51_100,1.0,1.0,candidate200_complete_top5_incomplete,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,2016 NBA Summer League || Major League Baseball draft || Major League Baseball All-Star Game Most Valuable Player Award
musique,40,3,762,East Timor,26,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,The Commission of Truth and Friendship established governments for Bustami's birth country and a second country that had who as president after declaring independence?,Indonesian language || Independence Day (United States) || Central African Republic
musique,42,3,801,Middle Ages,8,rank6_10,0.6667,0.0,candidate200_complete_top5_incomplete,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",Greek alphabet || Charlemagne || Charlemagne
musique,44,2,843,Jefferson Davis,6,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,Confederate States Army || Jefferson Davis || Military leadership in the American Civil War || Confederate States Army
musique,46,3,876,Partition of India,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,what is meaning of the word that is a majority religion of the area that became India when the country origin of Mizraab was created in Arabic dictionary?,History of India || Culture of India || Islam in India
musique,48,3,911,2014 United States Senate elections,16,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,Party leaders of the United States House of Representatives || 1946 United States House of Representatives elections || Majority leader
musique,49,4,148,The Right Stuff Records,132,rank101_200,0.0,0.0,candidate200_incomplete_top5_partial,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,American Idol || Jive Records || Miami || Nanjing
musique,49,4,929,"Santa Monica, California",9,rank6_10,0.0,0.0,candidate200_incomplete_top5_partial,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,American Idol || Jive Records || Miami || Nanjing
musique,49,4,146,Sony Music,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,American Idol || Jive Records || Miami || Nanjing
musique,50,3,936,German reunification,9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"When did the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country where A Generation is set, agree to a unified Germany inside NATO?",Warsaw || Warsaw Pact || Warsaw Pact
musique,51,4,951,"Tucson, Arizona",88,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?,"Indiana || Saint Paul, Minnesota || Logan Gomez"
musique,51,4,959,Desert Diamond West Valley Phoenix Grand Prix,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?,"Indiana || Saint Paul, Minnesota || Logan Gomez"
musique,53,3,998,Household income in the United States,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the average salary of a working person with the same nationality as the producer of The Wild Women of Chastity Gulch?,Wild Women || Construction || Economic inequality
musique,55,4,112,Geography of Saudi Arabia,20,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Montana || Israel || History of Israel
musique,55,4,1031,Saudi Arabia,126,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Montana || Israel || History of Israel
musique,56,4,1036,Arizona,75,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,Indiana || Logan Gomez || 2018 Indianapolis 500
musique,56,4,959,Desert Diamond West Valley Phoenix Grand Prix,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,Indiana || Logan Gomez || 2018 Indianapolis 500
musique,57,3,1061,"Orlando furioso (Vivaldi, 1714)",49,rank21_50,0.4,0.0,candidate200_complete_top5_incomplete,What is the name of the famous bridge in the birth city of the composer of Scanderbeg?,Antonio Vivaldi || Bridge of Sighs || Paris
musique,59,4,1099,Reformation,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Ambroise-Marie Carré || Henry Scott Holland || John Kerry
musique,59,4,1100,Wittenberg (district),35,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Ambroise-Marie Carré || Henry Scott Holland || John Kerry
musique,62,3,801,Middle Ages,7,rank6_10,0.6667,0.0,candidate200_complete_top5_incomplete,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,Greek alphabet || Holy Roman Empire || Charlemagne
musique,64,3,1180,Adult contemporary music,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who was a prominent figure at the radio division of the network that created the version of The Biggest Loser set in the country where Seria is?,Costa Ricans || Ali Vincent || The Biggest Loser (season 16)
musique,68,3,613,"Pima County Natural Resources, Parks and Recreation",15,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?,"Helvetia, Arizona || Phoenix, Arizona || Geography of the United States"
musique,69,4,951,"Tucson, Arizona",97,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,"A Modern Jazz Symposium of Music and Poetry || Indiana || Saint Paul, Minnesota"
musique,69,4,959,Desert Diamond West Valley Phoenix Grand Prix,9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,"A Modern Jazz Symposium of Music and Poetry || Indiana || Saint Paul, Minnesota"
musique,70,2,1247,Parramatta River,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What does the river that Darling Mills Creek turns into flow into?,Toongabbie Creek || Murrah River || Doubtful Creek || Pambula River
musique,71,2,1272,Chico Xavier,13,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,What administrative territorial entity does Darley Ramon Torres's place of birth located?,"Anzoátegui || Darial, Pakistan || Antonio García Torres || Tordesilos"
musique,72,4,1280,Sno*Drift,35,rank21_50,0.0,0.0,candidate200_incomplete_top5_partial,Which county shares a border with the county where the most populous city in the state where Washington State Prison can be found is located?,"Warren, Vermont || Washington (state) || Blaine, Washington"
musique,72,4,1294,Alpena Power Company,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Which county shares a border with the county where the most populous city in the state where Washington State Prison can be found is located?,"Warren, Vermont || Washington (state) || Blaine, Washington"
musique,74,3,120,Mississippi River,167,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,What is the direction of flow of the body of water by the city where Write This Down was formed?,New York City || New York City || Oklahoma City
musique,75,4,235,Geography of Myanmar,133,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and A Don's country?,A Kiom || Somalis || Somalis
musique,75,4,225,Myanmar,17,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and A Don's country?,A Kiom || Somalis || Somalis
musique,77,4,1354,Belgrade (film),12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,Josip Broz Tito || Albania at the Olympics || The White Suit
musique,77,4,1362,Serbian language,8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,Josip Broz Tito || Albania at the Olympics || The White Suit
musique,78,2,1380,Mirrorball (TV pilot),32,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,Shrek the Third || List of Shrek characters || Secret of the Wings || Princess Fiona
musique,79,3,1402,Second City derby,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,1982 European Cup Final || FA Cup || FA Cup
musique,80,3,1061,"Orlando furioso (Vivaldi, 1714)",56,rank51_100,1.0,1.0,candidate200_complete_top5_incomplete,What is the name of the famous bridge in the city where the composer of La Silvia was born?,Antonio Vivaldi || Bridge of Sighs || La fida ninfa
musique,81,2,1427,A Beautiful Mind (soundtrack),24,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the actor that plays Jarvis in the Avengers Age of Ultron?,Emma Peel || Diana Rigg || Avengers: Age of Ultron || Jerry O'Connell
musique,83,4,1465,"Tucson, Arizona",14,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,How long are the city council terms in the second largest city in the state where Yuma is located?,"List of counties in Arizona || Richmond, Virginia"
musique,84,2,673,Jessie Woodrow Wilson Sayre,7,rank6_10,0.6667,0.0,candidate200_complete_top5_incomplete,Who is the child of the president under whom prohibition occurred?,Child labor laws in the United States || Prohibition in the United States || Eighteenth Amendment to the United States Constitution || William Howard Taft
musique,85,2,1506,"Emmaville, Minnesota",22,rank21_50,0.5,0.0,candidate200_complete_top5_incomplete,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,KANU (FM) || KHYM || KPKR || KJIL
musique,87,4,1531,1952 Winter Olympics,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,The Book Thief (film) || Capital punishment in the United States || Capital punishment in the United Kingdom || Capital punishment in the United States
musique,87,4,1534,The Messenger (Zusak novel),12,rank11_20,0.0,0.0,candidate200_incomplete_top5_partial,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,The Book Thief (film) || Capital punishment in the United States || Capital punishment in the United Kingdom || Capital punishment in the United States
musique,87,4,648,Capital punishment in New Zealand,7,rank6_10,0.0,0.0,candidate200_incomplete_top5_partial,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,The Book Thief (film) || Capital punishment in the United States || Capital punishment in the United Kingdom || Capital punishment in the United States
musique,88,2,1566,Houston,14,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,What is the tallest building in the state where KZAR is located?,List of tallest buildings and structures || List of tallest buildings and structures || Empire State Building || List of tallest buildings and structures
musique,90,3,1588,Media in Pristina,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Where is the headquarters of Radio Television of this country that has a co-official language that is the same as the language of Olivera Markovic?,Olivera Katarina || List of territorial entities where German is an official language || Rita Marko
musique,91,4,1595,"Forest Acres, South Carolina",6,rank6_10,0.4,0.0,candidate200_complete_top5_incomplete,What county has a city that is adjacent to the capital city of Erskine College's state?,"Erskine College–Due West Historic District || United States || Columbia, South Carolina || College Place, Washington"
musique,91,4,1598,"Charleston, South Carolina",18,rank11_20,0.4,0.0,candidate200_complete_top5_incomplete,What county has a city that is adjacent to the capital city of Erskine College's state?,"Erskine College–Due West Historic District || United States || Columbia, South Carolina || College Place, Washington"
musique,91,4,1601,WWNQ,52,rank51_100,0.4,0.0,candidate200_complete_top5_incomplete,What county has a city that is adjacent to the capital city of Erskine College's state?,"Erskine College–Due West Historic District || United States || Columbia, South Carolina || College Place, Washington"
musique,92,3,911,2014 United States Senate elections,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,Party leaders of the United States House of Representatives || Majority leader || Party leaders of the United States Senate || Party leaders of the United States House of Representatives
musique,92,3,913,114th United States Congress,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,Party leaders of the United States House of Representatives || Majority leader || Party leaders of the United States Senate || Party leaders of the United States House of Representatives
musique,94,4,734,New York Yankees,45,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,2016 NBA Summer League || World Series Most Valuable Player Award || Major League Baseball All-Star Game Most Valuable Player Award
musique,94,4,737,World Series,10,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,2016 NBA Summer League || World Series Most Valuable Player Award || Major League Baseball All-Star Game Most Valuable Player Award
musique,96,2,1687,Tokyo,14,rank11_20,0.5,0.0,candidate200_complete_top5_incomplete,What is an example of a railroad line in the country first to invade Manchuria?,Korean War || Korean War || Suin Line || Yamanote Line
musique,97,2,1709,Wilson Phillips,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who is the child of the Victim of Romance performer?,List of show business families || David Profumo || The King of Rome || Eva Ionesco
musique,98,3,1061,"Orlando furioso (Vivaldi, 1714)",,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,Antonio Vivaldi || Black Death || Giuseppe Demachi
musique,99,4,1739,Chaim Herzog,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,Alghanim Industries || Arabian Peninsula || Partition of the Ottoman Empire || History of Saudi Arabia
musique,99,4,1743,Israel,62,rank51_100,0.0,0.0,candidate200_incomplete_top5_partial,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,Alghanim Industries || Arabian Peninsula || Partition of the Ottoman Empire || History of Saudi Arabia
musique,99,4,1031,Saudi Arabia,8,rank6_10,0.0,0.0,candidate200_incomplete_top5_partial,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,Alghanim Industries || Arabian Peninsula || Partition of the Ottoman Empire || History of Saudi Arabia
musique,101,4,1782,North Point Mall,7,rank6_10,0.3333,0.0,candidate200_complete_top5_incomplete,Between the state university in the state without North Point Mall and where Edwards won the primary and the university in Fort Hill's town which has the more national championships?,Cuba Plantation || 2004 United States presidential election || John Kerry
musique,101,4,382,Clemson–South Carolina rivalry,6,rank6_10,0.3333,0.0,candidate200_complete_top5_incomplete,Between the state university in the state without North Point Mall and where Edwards won the primary and the university in Fort Hill's town which has the more national championships?,Cuba Plantation || 2004 United States presidential election || John Kerry
musique,102,2,1792,Nanjing,27,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What is the population in 2010 of they city popular with tourists?,"Atlantic City, New Jersey || Atlantic City, New Jersey || Santa Monica, California || Oklahoma City"
