dataset,query_index,question,gold_doc_count,gold_doc_indices,selected_top5,candidate_count,ExactMatch,F1,answer_string_hit_at5,gold_count_at5,failure_bucket,missing_gold_count_top5,missing_gold_doc_indices_top5,missing_gold_titles_top5,missing_gold_ranks_candidate200,missing_gold_rank_buckets,max_missing_gold_rank_candidate200,max_missing_gold_rank_bucket,near_title_substitution_proxy,selected_non_gold_titles,all_gold_at5,any_gold_at5,recall_at5,all_gold_at10,any_gold_at10,recall_at10,all_gold_at20,any_gold_at20,recall_at20,all_gold_at50,any_gold_at50,recall_at50,all_gold_at100,any_gold_at100,recall_at100,all_gold_at200,any_gold_at200,recall_at200
2wikimultihopqa,207,Where was the founder of university Bolivarian Military University Of Venezuela born?,2,"[1512, 1510]","[1512, 1510, 1514, 4026, 2063]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Federico Brito Figueroa', 'Francisco Herrera Luque', 'Mario Laserna Pinzón']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,208,Where was the place of death of James Adam (Architect)'s father?,2,"[1519, 1516]","[1519, 1516, 1515, 235, 1520]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['James Adam, Lord Adam', 'James Armour (Master mason)', 'James Adam (classicist)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,209,Where did the composer of film Oru Swakaryam die?,2,"[1526, 1525]","[1526, 1525, 2123, 471, 357]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Vijaya Bhaskar', 'Swapan Saha', 'Puttanna Kanagal']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,210,"Who lived longer, Ludovico Sabbatini or Marcelino Manuel Da Graça?",2,"[1532, 1531]","[1532, 1008, 1529, 1531, 1534]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Vincenzo Lapuma', 'Lorenzo Sabbatini', 'João Luís Carrilho da Graça']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,211,"Which film was released first, Sudden Fear or The Adventurer Of Chad?",2,"[1542, 1539]","[1542, 1539, 1541, 1540, 3717]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['The Adventurer (1922 film)', 'The Adventurer of Tortuga', 'Chad Hanna']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,212,What is the date of death of Alexander Of Masovia's father?,2,"[1547, 1549]","[1547, 1549, 3213, 143, 2631]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Margaret of Masovia', 'Aleksander Koniecpolski (1555–1609)', 'Duke Alexander of Württemberg (1804–1885)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,213,Who is the paternal grandmother of Archduke Ferdinand Karl Joseph Of Austria-Este?,2,"[1557, 1552]","[1557, 1556, 1552, 1555, 1407]",200,0.0,0.2222,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Maria Ludovika of Austria-Este', 'Archduke Maximilian of Austria-Este', 'Archduke Franz Karl of Austria']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,214,Where did the composer of film Kadal (1968 Film) die?,2,"[1559, 1525]","[1559, 1525, 2123, 468, 320]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Vijaya Bhaskar', 'Amedeo Escobar', 'Henri Verdun']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,215,"Which film whose director is younger, Traces Of A Dragon or Moonnupookkal?",4,"[1566, 1565, 1564, 1563]","[1565, 1563, 1566, 3836, 1561]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[1564],['Mabel Cheung'],[22],['rank21_50'],22,rank21_50,False,"['Sanal Kumar Sasidharan', 'Traces of Death']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,216,"Which film came out first, Girl From Hong Kong or Forces Occultes?",2,"[1570, 1572]","[1572, 1570, 1571, 731, 1580]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Four Girls from Hong Kong', 'Bons Baisers de Hong Kong', 'Encounters of the Spooky Kind']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,217,"Which film has the director born earlier, The Spooky Bunch or His Name Is Nobody?",4,"[1577, 1578, 1579, 1576]","[1578, 1576, 1577, 1581, 5912]",200,0.0,0.0,True,3.0,candidate200_complete_top5_incomplete,1,[1579],['Ann Hui'],[22],['rank21_50'],22,rank21_50,False,"['My Name Is Nobody', 'Sergio Leone']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,218,Do both films: Racing Extinction and Madame Butterfly (1995 Film) have the directors from the same country?,4,"[1584, 1587, 1588, 1591]","[1587, 1591, 1584, 1589, 1585]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[1588],['Louie Psihoyos'],[6],['rank6_10'],6,rank6_10,False,"['David Hannan', 'Harakiri (1919 film)']",False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,219,Who is the husband of Princess Elene Of Georgia?,2,"[1594, 1598]","[1594, 1598, 2924, 1033, 2930]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Grand Duchess Elena Vladimirovna of Russia', 'Princess Rodam of Kartli', 'Grand Duchess Elena Pavlovna of Russia']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,220,"What is the date of death of Edward Wingfield, 2Nd Viscount Powerscourt's father?",2,"[1599, 1601]","[1599, 1601, 1603, 1602, 1606]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Folliott Wingfield, 1st Viscount Powerscourt', 'Richard Wingfield, 3rd Viscount Powerscourt', 'Richard Wingfield, 6th Viscount Powerscourt']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,221,Who is Abd Al-Aziz Ibn Al-Walid's paternal grandfather?,2,"[1607, 1610]","[1607, 1613, 1610, 72, 1614]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Umar II', 'Abd al-Muttalib', 'Abd al-Aziz ibn Musa']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,222,"Which film has the director born first, La Mazurka Del Barone, Della Santa E Del Fico Fiorone or Safe (2012 Film)?",4,"[1619, 1617, 1622, 1624]","[1619, 1622, 1617, 3239, 1624]",200,1.0,1.0,True,4.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,['Safe Haven (film)'],True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,223,"Which film has the director who was born first, Autumn Tale or Secrets Of The Reef?",4,"[1628, 1627, 1625, 1626]","[1627, 1626, 1628, 5169, 5171]",200,0.0,0.0,True,3.0,candidate200_complete_top5_incomplete,1,[1625],['Éric Rohmer'],[19],['rank11_20'],19,rank11_20,False,"['A Tale of Springtime', 'A Tale of Winter']",False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,224,"Who was born later, Lisbeth Cathrine Amalie Rose or Princess Raiyah Bint Hussein?",2,"[1633, 1632]","[1633, 1632, 1631, 5295, 1636]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Princess Alia bint Hussein', ""Princess Majda Ra'ad"", 'Princess Aisha bint Hussein']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,225,"Which film has the director who died first, Karin Daughter Of Ingmar or The Man In The Trunk?",4,"[1642, 1641, 1646, 1645]","[1641, 1645, 1642, 4050, 1646]",200,1.0,1.0,True,4.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,['Ingmar Bergman'],True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,226,Where does Charles Patin's father work at?,2,"[1651, 1652]","[1651, 1652, 438, 5442, 4657]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Lars Eliasson', 'Charles the Child', 'Prince Charles Louis, Duke of Chartres']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,227,Where was the wife of Pierre-Marie Gault De Saint-Germain born?,2,"[1659, 1654]","[1659, 1654, 1655, 3025, 1146]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Sylvie Germain', 'Marie de Namur', 'Marie Zéphyrine of France']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,228,"Which film has the director who is older than the other, Ven Mi Corazón Te Llama or Waking The Dead (Film)? ",4,"[1661, 1668, 1665, 1662]","[1668, 1662, 1661, 5367, 3029]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[1665],['Manuel Romero'],[24],['rank21_50'],24,rank21_50,False,"['José Luis Cuerda', 'Eddie Romero']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,229,"Who is older, Georg Wenker or Ida Turay?",2,"[1671, 1670]","[1671, 1670, 3398, 1144, 5495]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Ida of Lorraine', 'Princess Marie of Hanover', 'Ildikó Enyedi']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,230,Are Ntnu University Museum and Anno Museum located in the same country?,2,"[1679, 1677]","[1677, 294, 1679, 1675, 1676]",200,1.0,1.0,False,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Ven a bailar conmigo', 'Musée L', 'Museum of Libya']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,231,"Who was born later, John Augustus Conolly or Abdel Nasser Barakat?",2,"[1685, 1689]","[1689, 1685, 1687, 266, 1690]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['John Augustus Fuller', 'W. Augustus Barratt', ""John Augustus O'Shea""]",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,232,"Are the movies The Rocks Of Valpre (1935 Film) and Proud Flesh (Film), from the same country?",2,"[1695, 1696]","[1696, 4640, 1695, 1698, 948]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Return of the Jedi', 'The Rocks of Valpre (1919 film)', 'Beasts of Prey']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,233,"Where was the place of death of the director of film Tabitha, Stand Up?",2,"[1704, 1705]","[1704, 1705, 622, 4126, 2481]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Melville W. Brown', 'Jonathan Demme', 'Taïeb Louhichi']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,234,Who is the paternal grandfather of Hamad Bin Isa Al Khalifa?,2,"[1707, 1713]","[1707, 1711, 1714, 1708, 1715]",200,0.0,0.8,False,1.0,candidate200_complete_top5_incomplete,1,[1713],['Isa bin Salman Al Khalifa'],[6],['rank6_10'],6,rank6_10,True,"['Sabika bint Ibrahim Al Khalifa', 'Abdullah bin Hamad bin Isa Al Khalifa', 'Khalifa bin Salman Al Khalifa', 'Mohammed ibn Salman Al Khalifa']",False,True,0.5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,235,Which award the director of film Edelweiss Pirates (Film) received?,2,"[1717, 1718]","[1717, 1718, 1944, 1484, 5575]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Wolfgang Schleif', 'Black Reel Award for Outstanding Independent Film', 'Arne Toonen']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,236,"Who is the mother of John I, Count Palatine Of Simmern?",2,"[1721, 1719]","[1721, 2037, 1719, 1723, 1722]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Albert IV, Prince of Anhalt-Köthen', 'Stephen, Count Palatine of Simmern-Zweibrücken', 'Georg, Count Palatine of Simmern-Sponheim']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,237,Do King Baggot (Cinematographer) and James L. Robinson have the same nationality?,2,"[1735, 1730]","[1730, 1735, 1732, 1738, 1729]",200,1.0,1.0,False,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['James W. Robinson (Texas and California)', 'Jimmy Robinson (actor)', 'Flynn Robinson']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,238,What is the place of birth of Anne Elizabeth Rector's husband?,2,"[1742, 1739]","[1742, 1739, 1740, 216, 3656]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Michael Rector', 'James Randall Marsh', 'Charles Arthur Tabberer']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,239,What is the place of birth of the director of film Der König Von Kreuzberg?,2,"[1746, 1744]","[1746, 1924, 1944, 284, 1743]",200,0.0,0.0,False,1.0,candidate200_complete_top5_incomplete,1,[1744],['Matthias Drawe'],[11],['rank11_20'],11,rank11_20,False,"['Behind Locked Doors (1991 film)', 'Wolfgang Schleif', 'Fred Roy Krug', 'Navíd Akhavan']",False,True,0.5,False,True,0.5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,240,"Who was born first out of Amable Éno, Dit Deschamps and Wayne Sykes?",2,"[1748, 1749]","[1748, 6063, 1749, 1289, 2879]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Robert Vere Buxton', 'Eunoë (wife of Bogudes)', 'Syed Human']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,241,Where was the father of Elizabeth Richeza Of Poland born?,2,"[1754, 1755]","[1754, 1755, 1756, 1757, 1752]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Richeza of Poland, Queen of Sweden', 'Richeza of Poland, Queen of Hungary', 'Agnes of Bohemia, Duchess of Jawor']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,242,"Which film has the director born later, Colour Blossoms or Kai Rabe Gegen Die Vatikankiller?",4,"[1759, 1761, 1760, 1758]","[1759, 1760, 1761, 4176, 2464]",200,0.0,0.0,True,3.0,candidate200_complete_top5_incomplete,1,[1758],['Thomas Jahn'],[21],['rank21_50'],21,rank21_50,False,"['Wisit Sasanatieng', 'Peter Greenaway']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,243,Where was the place of death of the director of film A Hero Of The Big Snows?,2,"[1764, 1762]","[1764, 1762, 3789, 3405, 5139]",200,0.0,0.5714,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Luis Bayón Herrera', 'Bigas Luna', 'Vasili Pichul']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",4,"[1772, 1767, 1770, 1771]","[1767, 1771, 1765, 1772, 5446]",200,1.0,1.0,False,3.0,candidate200_complete_top5_incomplete,1,[1770],['Philip Ford (film director)'],[28],['rank21_50'],28,rank21_50,False,"['The Sundowners (1950 film)', 'Peter Glenville']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,245,"Which film has the director who was born first, A Monster And A Half or Un Giorno Speciale?",4,"[1774, 1775, 1776, 1777]","[1774, 1776, 1775, 5774, 2508]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[1777],['Francesca Comencini'],[7],['rank6_10'],7,rank6_10,False,"['A Day for Lionhearts', 'Mario Bava']",False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,246,"Are both mountains, Munti Wayi and Coñocranra, located in the same country?",2,"[1780, 1779]","[1780, 1779, 1399, 3305, 1392]",200,1.0,1.0,False,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Uchuy Milla', ""Wanq'uni (Cochabamba)"", 'Kimsa Kunturiri']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,247,What is the award that the director of film Bangalore Naatkal earned?,2,"[1786, 1785]","[1785, 1786, 5158, 2123, 5673]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Dasari Narayana Rao', 'Vijaya Bhaskar', 'Nagesh Kukunoor']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,248,Where was the director of film Life Classes born?,2,"[1788, 1789]","[1788, 1789, 2464, 4107, 292]",200,0.0,0.8,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Peter Greenaway', 'Laura Neri', 'Claude Weisz']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",4,"[1791, 1790, 1795, 1796]","[1790, 1796, 1791, 5334, 328]",200,0.0,0.0,True,3.0,candidate200_complete_top5_incomplete,1,[1795],['John Farrow'],[52],['rank51_100'],52,rank51_100,False,"['Hitler – Dead or Alive', 'Robert Florey']",False,True,0.75,False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0
2wikimultihopqa,250,"Which film has the director who is older, Four Days In November or The Romance Of Tarzan?",4,"[1801, 1800, 1797, 1804]","[1801, 1797, 1800, 610, 1771]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[1804],['Wilfred Lucas'],[47],['rank21_50'],47,rank21_50,False,"['Her First Romance', 'Fred Zinnemann']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,251,"Who is the paternal grandmother of Isabel Luísa, Princess Of Beira?",2,"[1807, 1806]","[1807, 1806, 3287, 5189, 1805]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Archduchess Elisabeth Amalie of Austria', 'Marian Montagu Douglas Scott', 'Francisco António, Prince of Beira']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,252,What nationality is Ameena Begum's husband?,2,"[1811, 1808]","[1809, 6064, 1811, 1636, 1595]",200,0.0,0.0,False,1.0,candidate200_incomplete_top5_partial,1,[1808],['Inayat Khan'],[None],['missing_200'],,missing_200,False,"['Ameena Begum (politician)', 'Francis Buxton', 'Princess Aisha bint Hussein', 'Devisingh Ransingh Shekhawat']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5
2wikimultihopqa,253,"Which one was established first, Shriro or Tj Ryan Foundation?",2,"[1815, 1816]","[1815, 2735, 1816, 410, 5791]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Oei Tiong Ham', 'Jesse E. Hobson', 'Jay W. Jordan II']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,254,"Which film whose director is younger, The Tiger Makes Out or La Vérité Sur Bébé Donge?",4,"[1826, 1821, 1824, 1830]","[1821, 1830, 1826, 3775, 862]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[1824],['Arthur Hiller'],[23],['rank21_50'],23,rank21_50,False,"['Norman Taurog', 'Bertrand Tavernier']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,255,What nationality is Arabia (Daughter Of Justin Ii)'s mother?,2,"[1832, 1831]","[1832, 1831, 5135, 4688, 6]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Anicia Juliana', 'Eutropia (princess)', 'Bertha, daughter of Lothair II']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,256,Where was the place of death of Anna Of Pomerania's father?,2,"[1835, 1839]","[1835, 1839, 1840, 1837, 1728]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Anna of Pomerania, Duchess of Lubin', 'Sophie of Pomerania, Duchess of Pomerania', 'Catherine of Pomerania, Countess Palatine of Neumarkt']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,257,Where did the director of film Mary Jane'S Pa die?,2,"[1842, 994]","[1842, 994, 881, 622, 165]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Maxwell Shane', 'Melville W. Brown', 'Clarence Brown']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,258,"What is the place of birth of Louis Of Nassau, Lord Of De Lek And Beverweerd's mother?",2,"[1846, 1850]","[1846, 1850, 1834, 1848, 1845]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Countess Anna of Nassau', 'William of Nassau (1601–1627)', 'William of Nassau (1620–1679)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,259,"Where did Sholto Douglas, 15Th Earl Of Morton's father study?",2,"[1861, 1858]","[1861, 1853, 1856, 1858, 1857]",200,0.0,0.8,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Mary Diana Dods', 'Stewart Douglas, 22nd Earl of Morton', 'Robert Douglas, 8th Earl of Morton']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,260,"Which film was released first, Par La Fenêtre or Semi-Tough?",2,"[1864, 1863]","[1864, 1863, 1048, 3470, 4265]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['La Boum', 'La Carapate', 'The Simple Past (film)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,261,"Where did Adolph Of Cleves, Lord Of Ravenstein's mother die?",2,"[1867, 1873]","[1867, 1870, 1873, 1874, 1871]",200,0.0,0.3333,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Adolph I, Duke of Cleves', 'Philip of Cleves, Lord of Ravenstein', 'Margaret of Cleves, Duchess of Bavaria-Munich']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",4,"[1875, 1881, 1882, 1883]","[1881, 1883, 1875, 360, 4981]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[1882],['H. Bruce Humberstone'],[55],['rank51_100'],55,rank51_100,False,"['Lina Wertmüller', 'Chantal Akerman']",False,True,0.75,False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0
2wikimultihopqa,263,Where was the performer of song Evolution (Ayumi Hamasaki Song) born?,2,"[1885, 847]","[1885, 847, 849, 1345, 632]",200,0.0,0.5,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Merry-Go-Round (Ayumi Hamasaki song)', 'Zhang Ye (singer)', 'Evan Crooks']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,264,"Who was born earlier, Bruce Mccandless or Brian K. Zahra?",2,"[1890, 1892]","[1892, 1887, 1890, 1894, 1913]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Bruce McCandless II', 'Byron McCandless', 'David Zatezalo']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,265,Where was the place of death of the performer of song I'Ll Come Running Back To You?,2,"[1901, 1897]","[1901, 1897, 1899, 1900, 1349]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Come Running Back', 'Come Running', 'Harry Carroll']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,266,"Which film has the director who died later, Bad Subject or Making Babies?",4,"[1903, 1902, 1905, 1904]","[1903, 1905, 1902, 5467, 3393]",200,0.0,0.0,True,3.0,candidate200_complete_top5_incomplete,1,[1904],['Daniel Lind Lagerlöf'],[57],['rank51_100'],57,rank51_100,False,"['Doris Wishman', 'Herschell Gordon Lewis']",False,True,0.75,False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0
2wikimultihopqa,267,What is the date of death of Papianilla (Wife Of Sidonius Apollinaris)'s husband?,2,"[1906, 1908]","[1906, 1908, 1288, 5136, 5135]",200,0.0,0.6667,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Papianilla (wife of Tonantius Ferreolus)', 'Licinia Eudoxia', 'Anicia Juliana']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
2wikimultihopqa,268,Where was the director of film Age-Old Friends born?,2,"[1909, 1912]","[1909, 1912, 1911, 862, 273]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Ah Nian', 'Bertrand Tavernier', 'Hassan Zee']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
