dataset,query_index,question,risk_group,risk_high,requirement_count,dependent_req_count,max_dependency_depth,binding_candidate_count_total,binding_candidate_count_mean,binding_candidate_count_max,gold_doc_count,setr_selected_count,setr_under_selected,dbec_em,dbec_f1,setr_em,setr_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,dbec_r5_title,setr_r5_title,delta_r5_title_dbec_minus_setr,setr_parse_success,setr_empty_fallback_used,selective_binding_decision
2Wiki,968,"Which film has the director born later, I Sette Dell'Orsa Maggiore or Length Of War?",high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,969,Are both Three Live Ghosts (1936 Film) and The Tailor From Ulm from the same country?,high,1,3,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,970,What is the date of death of the performer of song Goodbye Pork Pie Hat?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,971,Which country Maria Carolina Zamoyska's mother is from?,low,0,2,1,1,1.0,1.0,1.0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,972,"Who is younger, Carlos Reyté or Dominic Jacotin Gamble?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,973,What nationality is Huo Yi's father?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,974,Who is Albert G. Simms's father-in-law?,high,1,4,3,2,1.0,0.3333333333333333,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,bind
2Wiki,975,Are both Țerova and Slava (River) located in the same country?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,976,"Who is older, Mario Baccini or Béchir Sfar?",high,1,3,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,977,"When was George Howard, 11Th Earl Of Carlisle's father born?",low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
2Wiki,978,What is the place of birth of Archduchess Maria Immakulata Of Austria's mother?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,979,"Which film has the director who is older, Dhuen Ki Lakeer or Night Of The Twelve?",high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,980,What is the place of birth of Bea Ballard's father?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
2Wiki,981,Where was the director of film Noose (1958 Film) born?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,982,Where did the composer of song Aren'T You Kind Of Glad We Did? die?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,983,Where did the director of film That Nazty Nuisance die?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,984,What is the date of death of Badi' Al-Zaman Mirza's father?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1,0,bind
2Wiki,985,"Who was born later, Tadeusz Śliwak or Michel Le Denmat?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,986,Where did the director of film Ave Caesar! die?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,987,"Which film was released more recently, The Last Pedestrian or Stranger In Sacramento?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,988,"Who is the paternal grandfather of Richard Beauchamp, 1St Earl Of Worcester?",high,1,3,2,2,2.0,1.0,2.0,2,4,0,0.0,0.6667,0.0,0.6,0.0,0.06669999999999998,0.5,1.0,-0.5,1,0,bind
2Wiki,989,"Which film was released more recently, Il Marchio Di Kriminal or Nandhi?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,990,Who is Robert Vere Buxton's paternal grandfather?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.7499999999999999,1.0,0.2500000000000001,1.0,1.0,0.0,1,0,bind
2Wiki,991,"Where was the father of David Ogilvy, 12Th Earl Of Airlie born?",low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,992,Are both directors of films Spione and Five Million Look For An Heir from the same country?,high,1,4,2,1,3.0,1.5,2.0,4,2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.5,0.25,1,0,bind
2Wiki,993,Who is the paternal grandfather of Archambaud Viii Of Bourbon?,high,1,3,2,2,5.0,2.5,4.0,2,3,0,1.0,1.0,0.0,0.3333333333333333,1.0,0.6666666666666667,1.0,1.0,0.0,1,0,bind
2Wiki,994,"Who lived longer, Bernhard Afinger or Melvin Kranzberg?",high,1,3,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,995,Who is the stepmother of Angélique De Froissy?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
2Wiki,996,"Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,997,Are director of film Count Five And Die and director of film The Green Jacket both from the same country?,high,1,4,2,1,4.0,2.0,3.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.25,1,0,bind
2Wiki,998,Who is the spouse of the director of film Days And Hours?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,999,"Who is Geoffrey Iii, Count Of Perche's paternal grandfather?",low,0,2,1,1,3.0,3.0,3.0,2,4,0,0.0,0.5714,1.0,1.0,-1.0,-0.4286,1.0,1.0,0.0,1,0,bind
HotpotQA,0,what is one of the stars of  The Newcomers known for,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.5714,0.0,0.0,0.0,0.5714,1.0,1.0,0.0,1,0,bind
HotpotQA,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.3636,0.0,0.36363636363636365,0.0,-3.6363636363667684e-05,1.0,1.0,0.0,1,0,abstain
HotpotQA,2,The Distribution of Industry act was passed by a man who was prime minister when?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,3,"Sparking the Marian civil war, who helped the recently abdicated queen to escape her imprisonment?",low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,4,In which county is the town in which Raymond Robertsen was born ?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,5,What screenplay was worked on by both Edward Carfagno and Miklos Rozsa?,high,1,3,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
HotpotQA,6,"Which Walt Disney film was produced first, The Apple Dumpling Gang or Something Wicked This Way Comes?",high,1,3,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,7,Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,low,0,2,1,1,5.0,5.0,5.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,8,Are Colocasia and Coronilla both flowering plants?,high,1,3,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,9,The 2000 ICC KnockOut Trophy was the debut of a Jamaican cricketer who is a right-handed what?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,10,Bytham Castle is a castle in the civil parish of how many houses?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,11,"Which is located in Cornwall, Southwell Minster or Truro Cathedral?",high,1,3,1,1,3.0,3.0,3.0,2,4,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,12,How do the Peter Laufer books Forbidden Creatures and No Animals Were Harmed differ in their focus on animals?,high,1,3,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,13,Who is a winner of the 2013 6 Hours of Silverstone a co-commentator for?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,14,"Which 2009 animated film is from Japan, Summer Wars or The Secret of Kells?",low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,15,Are Steve Perry and Leslie West both singers?,high,1,3,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,16,"In what year was the Golden State NBA player, who was part of the Cavaliers-Warriors rivalry, named NBA Finals Most Valuable Player?",low,0,2,1,1,5.0,5.0,5.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,17,"What is the name of the actor who wrote the memoir Without you: A memoir of love, loss, and the Musical Rent and also stared as Mark Cohen in the Broadway production of ""Rent""?",high,1,3,1,1,3.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,18,One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the wolrd outside North America until it was succeeded by a Building in city?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
HotpotQA,19,Where is the ice hockey team based that Zdeno Chára currently serving as captain of?,low,0,2,1,1,1.0,1.0,1.0,2,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,20,Sand Mountainis part of the southern tip of a mountain chain in which part of North America ?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,21,"At what intersection was the former home of the wooden roller coaster now located at Six Flags Great America in Gurnee, Illinois located?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,22,"""Heartbreak Hurricane"" was recorded by which country artist, that also goes by the name Ricky Skaggs?",high,1,4,2,1,2.0,1.0,2.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,23,The View from the Bottom is the fifth studio album by an American rock band best known for what hit song?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,24,This Experts Network sports analysts was inducted into the Pro Football Hall of Fame in 2000 and played in the NFL for how many seasons?,low,0,2,1,1,1.0,1.0,1.0,2,1,1,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,0.5,0.5,1,0,bind
HotpotQA,25,In between  Polytechnic University of the Philippines and California Polytechnic State University which was founded as a vocational high school?,high,1,3,2,2,3.0,1.5,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,26,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,high,1,4,2,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,27,Which historical drama filmed in the Winter Palace of the Russian State Hermitage Museum stars Sergey Dreyden?,high,1,3,2,2,5.0,2.5,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,28,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,29,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",high,1,4,2,2,0.0,0.0,0.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,30,"Egremont Castle is located in what market town, civil parish, and two electoral wards in the Borough of Copeland in Cumbria, England?",high,1,3,0,0,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,31,"Which opera has more acts, La jolie fille de Perth or Mitridate, re di Ponto?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,0.0,0.5263,0.0,0.5263157894736842,0.0,-1.5789473684191258e-05,1.0,1.0,0.0,1,0,abstain
HotpotQA,32,What subsidiary of the largest airline of the Republic of China (Taiwan) has a main hub at Taichung Airport?,high,1,3,2,2,4.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,33,What is the name of the former MGM Grand Garden Special Events Center where the Mayweather-Ortiz fight took place?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,0.0,0.6,0.0,0.6,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,34,Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,35,Which aircraft engine powers a General Dynamics aircraft of which over 4500 have been built?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,36,Which British racing driver has raced for 7 different teams and won the European Grand Prix in 1999?,high,1,4,3,3,3.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,37,In what city can a person find both the Nusretiye Clock Tower and the Eski Imaret Mosque be found?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,abstain
HotpotQA,38,"Which English musician is known for both the songs ""See Yourself"" and ""Withing You Without You""?",high,1,3,1,1,3.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,39,"Who has written more than 300 papers, Semyon Aranovich Gershgorin or Pavel Alexandrov?",high,1,4,2,1,0.0,0.0,0.0,2,2,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,40,Which software application was originally made for the company that acquired RadioShack in 1963?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,41,Who wrote Bring Me Sunshine and where did they write it?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
HotpotQA,42,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,high,1,4,3,1,3.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,43,Bill Nelson flew as a Payload Specialist on a Space Shuttle launched for the first time in what year?,high,1,3,2,2,2.0,1.0,2.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,44,"The actress and singer Heather Morris is best known for her role in which series, becoming a regular character in the second season?",high,1,3,2,1,2.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,45,What age was Georgia Middleman when she started singing in the seventh-most populated city in the United States?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,46,Stockely Webster has paintings hanging in what home (that serves as the residence for the Mayor of New York)?,low,0,2,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,47,What composer with an Italian libretto was born 4 March 1678?,high,1,4,3,1,0.0,0.0,0.0,2,3,0,0.0,0.8,0.0,0.8,0.0,0.0,0.5,1.0,-0.5,1,0,abstain
HotpotQA,48,Ellie Parker is a 2005 American drama-comedy film whose title character is played by an English actress who made her screen debut in what Australian drama film?,low,0,2,1,1,2.0,2.0,2.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,49,A scam involving a male calling small town fast-food restaurants and pretending to be a police officer to have them strip search employees was turned into a movie of what name?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,50,Faith Goldy got fired after an interview she gave on what production site edited by Andrew Anglin?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,51,What is the current home arena of the NHL team Chris Summers plays for?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,52,Where is the headquarters for the service broadcaster the show Tenko is on?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,53,"Meghan Strange is an American actress and voice actress, known for her role as Robin on what American animated television series produced for Disney Channel?",low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,54,Sam Mendes and Ruby Yang share what profession?,low,0,1,0,0,0.0,0.0,0.0,2,6,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,55,The fourth episode The Simpsons' seventh season has what kind of theme?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,56,"La Machine a ecirire was written by what French writer, designer, playright, artist, and filmmaker, who is known for his novel, ""Les Enfants Terribles""?",low,0,2,1,1,1.0,1.0,1.0,2,4,0,0.0,0.5714,0.0,0.5714285714285715,0.0,-2.8571428571488866e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,57,Gleanntáin Ghlas' Ghaoth Dobhair is a song that can be heard in pubs licensed to serve what?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,58,"In what year was the composer of ""Anthem"" born?",low,0,2,1,1,2.0,2.0,2.0,2,5,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
HotpotQA,59,What profession do Raj Kapoor and Mike Cahill share?,high,1,3,1,1,0.0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.6666666666666666,0.0,-0.6666666666666666,1.0,1.0,0.0,1,0,abstain
HotpotQA,60,"Wexner Graduate Fellowships are given to students who show an ability of an individual to ""lead"" or guide who?",low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,61,What is the birthdate of this Norwegian professional footballer who plays as an attacking midfielder and who broke the record for the youngest player that has ever played in the Norwegian top league?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,62,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,63,Devil's Food is a singles compilation by an American rock and roll band that has also been known to play country shows under what?,low,0,2,1,1,3.0,3.0,3.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,64,What musical was inspired by the films that included Ruth Leuwerik's best known role?,high,1,3,2,2,1.0,0.5,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,65,What 1944 Bollywood film was the mother of Bollywood actor Govinda in?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,66,How many episodes were in the original run of the HBO show that Kristin Davis played the character Charlotte York Goldenblatt?,low,0,2,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,67,"Haier has North American rights to which appliance company headquartered in Louisville, Kentucky?",high,1,3,1,1,2.0,2.0,2.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,68,"When was the track from which a sample was featured in ""Take Me to the Clouds Above"" released?",low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,69,Who directed a 2006 film where Ron Perkins character plays the manager of a hotel?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,70,What movie did Chris Duesterdiek work on that was directed by Seth Rogen and Evan Goldberg?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,71,"The producer of ""Live By NIght"" began his film career playing what role in ""Critters 3""?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,0.5,0.0,1,0,bind
HotpotQA,72,"What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,73,What former president of ABC television is a high ranking officer in the same company as Christine Mccarthy?,high,1,3,1,1,0.0,0.0,0.0,2,3,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,74,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,high,1,4,3,3,1.0,0.3333333333333333,1.0,2,3,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,75,"Between two bands Audioslave and Bodyjar, which group formed earlier?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,76,What music school did the singer of The Search for Everything: Wave One attend?,low,0,2,1,1,1.0,1.0,1.0,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,77,"Gérald Genta, a Swiss jewelllery designer, worked with what luxury Swiss watch manufacturer which was founded by American Watch,aker Florentine Ariosts Jones?",high,1,3,1,1,4.0,4.0,4.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,78,What city did the musician whose debut album shares its title with the 1959 Alfred Hitchcock hail from?,high,1,4,3,3,8.0,2.6666666666666665,5.0,2,3,0,0.0,0.0,0.0,0.6666666666666666,0.0,-0.6666666666666666,0.5,1.0,-0.5,1,0,bind
HotpotQA,79,The 53rd National Hockey League All-Star Game took place at the indoor arena that was completed in what year?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,80,Which of Damon Stoudamire's cousins once played college basketball for the University of Kentucky?,low,0,2,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,81,The player who defeated Johnny Majors for the Heisman Trophy in 1956 was born in what year?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,82,In which election did Norm Coleman won to become the last republican elected as of 2017?,low,0,1,0,0,0.0,0.0,0.0,2,3,0,1.0,1.0,0.0,0.25,1.0,0.75,1.0,1.0,0.0,1,0,abstain
HotpotQA,83,"Who is the mother of Mary, Crown Princess of Denmark's husband?",low,0,2,1,1,2.0,2.0,2.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,84,What park replaced American's first waterpark designed by the creator of seaworld?,high,1,3,2,2,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,85,What year did Fifty Shades of Grey release?,low,0,1,0,0,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,86,The ghetto that George Kadish documented held how many people at its peak?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
