dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,dep_triggered,query_dependency_mode,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,candidate_top_psi_flat,candidate_top_psi_dep,incumbent_top_psi_flat,incumbent_top_psi_dep,G_flat_before_top2,G_flat_after_top2,delta_flat_top2,G_dep_before_top2,G_dep_after_top2,delta_dep_top2,delta_flat_max,delta_flat_full,delta_dep_max,delta_dep_full
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,positive,False,False,False,flat_fallback,19,2,Roman Polanski,Lina Wertmüller,2.8594,1.0,1.0,0.0098,0.0098,0.0003,0.0003,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,negative,True,False,False,flat_fallback,19,4,Roman Polanski,Alice Guy-Blaché,3.4297,0.0,0.0,0.0098,0.0098,0.0006,0.0006,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,False,False,False,flat_fallback,78,2,Fulgencio Batista,Yulia Yasenok,0.6953,1.0,1.0,0.001,0.001,0.0012,0.0012,2.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,False,False,False,flat_fallback,78,4,Fulgencio Batista,Yuliana Marinova,1.2969,1.0,1.0,0.001,0.001,0.0005,0.0005,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,False,False,False,flat_fallback,40,2,Hugo Chávez,Yulia Yasenok,1.496,1.0,1.0,0.0008,0.0008,0.0012,0.0012,2.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,True,False,False,flat_fallback,40,4,Hugo Chávez,Yuliana Marinova,2.0976,1.0,1.0,0.0008,0.0008,0.0005,0.0005,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,False,False,False,flat_fallback,30,9,"Henry Willoughby, 16th Baron Willoughby of Parham",Heather D. Gibson,-0.461,0.0,0.0,0.0002,0.0002,0.0008,0.0008,1.408,1.408,0.0,1.408,1.408,0.0,0.0,-0.0002,0.0,-0.0002
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,True,False,False,flat_fallback,30,6,"Henry Willoughby, 16th Baron Willoughby of Parham",Sabika bint Ibrahim Al Khalifa,0.0547,0.0,0.0,0.0002,0.0002,0.0003,0.0003,1.408,1.408,0.0,1.408,1.408,0.0,0.0,-0.0001,0.0,-0.0001
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,False,False,False,flat_fallback,42,9,"Hugh Willoughby, 15th Baron Willoughby of Parham",Heather D. Gibson,-0.4922,0.0,0.0,0.0003,0.0003,0.0008,0.0008,1.408,1.408,0.0,1.408,1.408,0.0,0.0,-0.0001,0.0,-0.0001
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,False,False,False,flat_fallback,42,6,"Hugh Willoughby, 15th Baron Willoughby of Parham",Sabika bint Ibrahim Al Khalifa,0.0235,0.0,0.0,0.0003,0.0003,0.0003,0.0003,1.408,1.408,0.0,1.408,1.408,0.0,0.0,-0.0001,0.0,-0.0001
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,False,False,True,dependency,44,7,"Bogislaw IV, Duke of Pomerania","Ælfgar, Earl of Mercia",-1.5703,0.0,0.0,0.0003,0.001,0.0012,0.0015,0.7865,0.7865,0.0,0.4362,0.4362,0.0,0.0,-0.0009,0.0,-0.0003
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,False,False,True,dependency,44,9,"Bogislaw IV, Duke of Pomerania",Euphemia of Pomerania,-1.5079,0.0,0.0,0.0003,0.001,0.0012,0.0017,0.7865,0.7865,0.0,0.4362,0.4362,0.0,0.0,-0.0016,0.0,-0.0007
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,False,False,True,dependency,59,7,"Matilda, Abbess of Quedlinburg","Ælfgar, Earl of Mercia",0.5626,0.0,0.0,0.0022,0.0021,0.0012,0.0015,0.7865,0.7865,0.0,0.4362,0.4362,0.0,0.0,0.0014,0.0,0.0003
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,True,False,True,dependency,59,9,"Matilda, Abbess of Quedlinburg",Euphemia of Pomerania,0.625,0.0,0.0,0.0022,0.0021,0.0012,0.0017,0.7865,0.7865,0.0,0.4362,0.4362,0.0,0.0,0.0007,0.0,-0.0001
2wikimultihopqa,Which country the performer of song I Like Control is from?,standard,negative,True,False,False,flat_fallback,17,5,Alicia Keys,Nathan Sykes,0.8272,0.0,0.0,0.1541,0.1541,0.0328,0.0328,1.9866,1.9866,0.0,1.9866,1.9866,0.0,0.0,0.0011,0.0,0.0011
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,positive,False,False,True,dependency,15,9,Walter Hugo Khouri,Run the Race,-0.2852,0.0,0.3158,0.0001,0.0008,0.0027,0.0417,3.0,3.0,0.0,2.9999,2.9999,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,negative,False,True,True,dependency,15,5,Walter Hugo Khouri,A Moment of Romance,0.7656,0.0,0.0,0.0001,0.0008,0.0003,0.0015,3.0,3.0,0.0,2.9999,2.9999,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,negative,False,False,True,dependency,35,9,Last Tango in Paris,Run the Race,0.2734,0.0,0.0,0.0003,0.0163,0.0027,0.0417,3.0,3.0,0.0,2.9999,2.9999,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,positive,False,False,True,dependency,35,5,Last Tango in Paris,A Moment of Romance,1.3242,1.0,1.0,0.0003,0.0163,0.0003,0.0015,3.0,3.0,0.0,2.9999,2.9999,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,negative,False,False,True,dependency,13,3,Mane Devru,Mouna Geethangal,1.7149,0.0,0.0,0.2617,0.3742,0.2271,0.1014,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,positive,True,False,True,dependency,13,5,Mane Devru,Hrishikesh Mukherjee,5.1074,0.0,0.08,0.2617,0.3742,0.0016,0.0042,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,negative,False,False,True,dependency,35,3,Majhli Didi,Mouna Geethangal,-6.7793,0.0,0.0,0.0001,0.0002,0.2271,0.1014,3.0,3.0,0.0,3.0,3.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,negative,False,False,True,dependency,35,5,Majhli Didi,Hrishikesh Mukherjee,-3.3868,0.0,0.0,0.0001,0.0002,0.0016,0.0042,3.0,3.0,0.0,3.0,3.0,0.0,0.0,-0.0,0.0,-0.0
