dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,claim_mode,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,earliest_unsupported_claim_id,earliest_unsupported_claim_text,gain_verifier_verdict,action_skip_reason,action_should_swap,preservation_unique_support_claim_ids
musique,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,standard,positive,False,False,flat_fallback,69,9,Separation of powers under the United States Constitution,Jefferson Davis,-9.4761,1.0,1.0,v1,Evidence about mexican american. Question: When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,,gain_verifier_reject,False,[]
musique,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,standard,positive,False,False,flat_fallback,11,7,Military leadership in the American Civil War,President of the Confederate States of America,-1.6548,1.0,1.0,v1,Evidence about mexican american. Question: When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,,gain_verifier_reject,False,[]
musique,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,standard,positive,False,False,flat_fallback,11,9,Military leadership in the American Civil War,Jefferson Davis,-1.1777,1.0,1.0,v1,Evidence about mexican american. Question: When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,,gain_verifier_reject,False,[]
musique,What city is the star of Sous les pieds des femmes from?,standard,positive,False,False,flat_fallback,97,1,Claudia Cardinale,Les Bonnes Femmes,5.8926,1.0,1.0,v1,Evidence about sous. Question: What city is the star of Sous les pieds des femmes from?,,gain_verifier_reject,False,[]
musique,What city is the star of Sous les pieds des femmes from?,standard,positive,True,True,flat_fallback,97,8,Claudia Cardinale,C'est les vacances,6.377,1.0,1.0,v1,Evidence about sous. Question: What city is the star of Sous les pieds des femmes from?,,gain_verifier_reject,False,[]
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,heuristic_tiers,52,1,Beyoncé,Just One Last Time,-1.0175,0.0,0.5714,t1_f1,"Identify the bridge entity or relation involving one last time. Question: Who stars in the video ""One Last Time"" by the performer of Baby I?",,gain_verifier_reject,False,[]
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,heuristic_tiers,52,9,Beyoncé,Cry Me a River (Justin Timberlake song),-0.2773,0.0,0.5714,t1_f1,"Identify the bridge entity or relation involving one last time. Question: Who stars in the video ""One Last Time"" by the performer of Baby I?",,gain_verifier_reject,False,[]
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,heuristic_tiers,15,1,One Nil,Just One Last Time,-6.2519,0.0,0.5714,t1_f1,"Identify the bridge entity or relation involving one last time. Question: Who stars in the video ""One Last Time"" by the performer of Baby I?",,gain_verifier_reject,False,[]
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,heuristic_tiers,15,9,One Nil,Cry Me a River (Justin Timberlake song),-5.5117,1.0,1.0,t1_f1,"Identify the bridge entity or relation involving one last time. Question: Who stars in the video ""One Last Time"" by the performer of Baby I?",,gain_verifier_reject,False,[]
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,heuristic_tiers,20,1,Make It Last Forever (song),Just One Last Time,-5.1738,0.0,0.5714,t1_f1,"Identify the bridge entity or relation involving one last time. Question: Who stars in the video ""One Last Time"" by the performer of Baby I?",,gain_verifier_reject,False,[]
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,heuristic_tiers,20,9,Make It Last Forever (song),Cry Me a River (Justin Timberlake song),-4.4336,1.0,1.0,t1_f1,"Identify the bridge entity or relation involving one last time. Question: Who stars in the video ""One Last Time"" by the performer of Baby I?",,gain_verifier_reject,False,[]
musique,When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,standard,negative,False,False,heuristic_tiers,92,7,Nuclear option,Cabinet of the United States,-5.2226,0.0,0.0,t1_f1,Identify the bridge entity or relation involving house. Question: When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,,gain_verifier_reject,False,[]
musique,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,standard,negative,False,False,flat_fallback,83,1,2008 Summer Olympics torch relay,Metropolis International,-2.5274,0.0,0.0,v1,Evidence about l nga n tter. Question: How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,,gain_verifier_reject,False,[]
musique,"When did the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country where A Generation is set, agree to a unified Germany inside NATO?",standard,negative,False,False,heuristic_tiers,57,9,Allies of World War II,Warsaw Pact,-3.4014,0.0,0.0,t1_f1,"Identify the bridge entity or relation involving warsaw. Question: When did the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country where A Generation is set, agree to a unified Germany inside NATO?",,gain_verifier_reject,False,[]
musique,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?,standard,negative,False,False,flat_fallback,35,2,Miami,Desert Diamond West Valley Phoenix Grand Prix,-2.6894,0.0,0.0,v1,Evidence about mingus three. Question: Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?,,gain_verifier_reject,False,[]
musique,Who was Beyonce's husband talking about in the the song Cry?,standard,negative,False,False,flat_fallback,18,0,Ring the Alarm,Song Cry,-3.5996,0.0,0.0,v1,Evidence about cry. Question: Who was Beyonce's husband talking about in the the song Cry?,,gain_verifier_reject,False,[]
musique,Who was Beyonce's husband talking about in the the song Cry?,standard,positive,False,False,flat_fallback,42,1,Pitch Perfect 3,Beyoncé,-3.8868,0.0,0.4,v1,Evidence about cry. Question: Who was Beyonce's husband talking about in the the song Cry?,,gain_verifier_reject,False,[]
musique,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,standard,negative,False,False,flat_fallback,15,5,Banana production in the United States,Near East,-1.6836,0.0,0.0,v1,Evidence about israel. Question: When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,,gain_verifier_reject,False,[]
musique,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,standard,negative,False,False,heuristic_tiers,18,2,House music,A Modern Jazz Symposium of Music and Poetry,-2.4414,0.0,0.0,t1_f1,Identify the bridge entity or relation involving mingus plays piano. Question: An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,,gain_verifier_reject,False,[]
musique,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,standard,positive,False,False,heuristic_tiers,18,2,Reconstruction era,Thomas S. Hinde,-3.6465,1.0,1.0,t1_f1,Identify the bridge entity or relation involving slavery. Question: Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,,gain_verifier_reject,False,[]
musique,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,standard,positive,False,False,heuristic_tiers,18,9,Reconstruction era,Ellen Hamlin,-3.2657,1.0,1.0,t1_f1,Identify the bridge entity or relation involving slavery. Question: Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,,gain_verifier_reject,False,[]
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,heuristic_tiers,68,2,Sino-Tibetan relations during the Ming dynasty,Nanjing,-2.6796,0.0,0.0149,t1_f1,Identify the bridge entity or relation involving pfrang. Question: How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,,gain_verifier_reject,False,[]
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,heuristic_tiers,11,2,Bishkek,Nanjing,-1.9218,0.0,0.4,t1_f1,Identify the bridge entity or relation involving pfrang. Question: How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,,gain_verifier_reject,False,[]
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,heuristic_tiers,11,4,Bishkek,Nanjing,-1.3046,0.0,0.4,t1_f1,Identify the bridge entity or relation involving pfrang. Question: How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,,gain_verifier_reject,False,[]
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,heuristic_tiers,35,2,Gallia Belgica,Nanjing,0.0821,0.0,0.4,t1_f1,Identify the bridge entity or relation involving pfrang. Question: How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,,gain_verifier_reject,False,[]
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,negative,True,False,heuristic_tiers,35,4,Gallia Belgica,Nanjing,0.6993,0.0,0.0,t1_f1,Identify the bridge entity or relation involving pfrang. Question: How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,,gain_verifier_reject,False,[]
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,heuristic_tiers,52,5,Military history of France,Holy Roman Empire,-3.498,0.0,0.6667,t1_f1,Identify the bridge entity or relation involving auctor. Question: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,,gain_verifier_reject,False,[]
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,heuristic_tiers,52,4,Military history of France,Middle Ages,-3.457,0.0,0.6667,t1_f1,Identify the bridge entity or relation involving auctor. Question: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,,gain_verifier_reject,False,[]
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,heuristic_tiers,20,5,Peace of Augsburg,Holy Roman Empire,-2.6582,1.0,1.0,t1_f1,Identify the bridge entity or relation involving auctor. Question: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,,gain_verifier_reject,False,[]
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,heuristic_tiers,20,4,Peace of Augsburg,Middle Ages,-2.6172,0.0,0.6667,t1_f1,Identify the bridge entity or relation involving auctor. Question: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,,gain_verifier_reject,False,[]
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,heuristic_tiers,21,5,Anno Domini,Holy Roman Empire,-3.0332,1.0,1.0,t1_f1,Identify the bridge entity or relation involving auctor. Question: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,,gain_verifier_reject,False,[]
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,heuristic_tiers,21,4,Anno Domini,Middle Ages,-2.9922,0.0,0.6667,t1_f1,Identify the bridge entity or relation involving auctor. Question: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,,gain_verifier_reject,False,[]
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,heuristic_tiers,49,2,List of Chelsea F.C. managers,Liverpool F.C.,0.6758,0.0,0.5,t1_f1,Identify the bridge entity or relation involving 1979 80 european cup. Question: When did the 1979-80 European Cup winner win the FA Cup?,,gain_verifier_reject,False,[]
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,True,False,heuristic_tiers,49,8,List of Chelsea F.C. managers,History of Chelsea F.C.,0.7696,0.0,0.009,t1_f1,Identify the bridge entity or relation involving 1979 80 european cup. Question: When did the 1979-80 European Cup winner win the FA Cup?,,gain_verifier_reject,False,[]
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,heuristic_tiers,16,2,List of UEFA club competition winners,Liverpool F.C.,-1.7246,0.0,0.5,t1_f1,Identify the bridge entity or relation involving 1979 80 european cup. Question: When did the 1979-80 European Cup winner win the FA Cup?,,gain_verifier_reject,False,[]
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,heuristic_tiers,16,8,List of UEFA club competition winners,History of Chelsea F.C.,-1.6308,0.0,0.5,t1_f1,Identify the bridge entity or relation involving 1979 80 european cup. Question: When did the 1979-80 European Cup winner win the FA Cup?,,gain_verifier_reject,False,[]
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,heuristic_tiers,12,2,Everton F.C.,Liverpool F.C.,0.5078,0.0,0.0102,t1_f1,Identify the bridge entity or relation involving 1979 80 european cup. Question: When did the 1979-80 European Cup winner win the FA Cup?,,gain_verifier_reject,False,[]
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,heuristic_tiers,12,8,Everton F.C.,History of Chelsea F.C.,0.6016,1.0,1.0,t1_f1,Identify the bridge entity or relation involving 1979 80 european cup. Question: When did the 1979-80 European Cup winner win the FA Cup?,,gain_verifier_reject,False,[]
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,heuristic_tiers,17,3,List of South American countries by population,Valencia,-0.5937,1.0,1.0,t1_f1,Identify the bridge entity or relation involving 2018. Question: What was the 2018 population of the Italian city that's underwater?,,gain_verifier_reject,False,[]
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,heuristic_tiers,17,0,List of South American countries by population,Palermo,-0.4805,1.0,1.0,t1_f1,Identify the bridge entity or relation involving 2018. Question: What was the 2018 population of the Italian city that's underwater?,,gain_verifier_reject,False,[]
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,heuristic_tiers,99,0,2018 Winter Olympics,Palermo,-0.7071,1.0,1.0,t1_f1,Identify the bridge entity or relation involving 2018. Question: What was the 2018 population of the Italian city that's underwater?,,gain_verifier_reject,False,[]
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,heuristic_tiers,30,3,"Venetian Islands, Florida",Valencia,-2.164,1.0,1.0,t1_f1,Identify the bridge entity or relation involving 2018. Question: What was the 2018 population of the Italian city that's underwater?,,gain_verifier_reject,False,[]
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,heuristic_tiers,30,0,"Venetian Islands, Florida",Palermo,-2.0508,1.0,1.0,t1_f1,Identify the bridge entity or relation involving 2018. Question: What was the 2018 population of the Italian city that's underwater?,,gain_verifier_reject,False,[]
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,flat_fallback,52,0,Greeks,Charlemagne,-5.9378,0.0,0.6667,v1,Evidence about sylvester. Question: What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,,gain_verifier_reject,False,[]
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,flat_fallback,52,7,Greeks,Holy Roman Empire,-5.9199,0.0,0.6667,v1,Evidence about sylvester. Question: What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,,gain_verifier_reject,False,[]
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,flat_fallback,94,0,Modern history,Charlemagne,-6.1057,0.0,0.6667,v1,Evidence about sylvester. Question: What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,,gain_verifier_reject,False,[]
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,flat_fallback,94,7,Modern history,Holy Roman Empire,-6.0878,0.0,0.6667,v1,Evidence about sylvester. Question: What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,,gain_verifier_reject,False,[]
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,flat_fallback,97,0,History of Mexico,Charlemagne,-4.8792,0.0,0.6667,v1,Evidence about sylvester. Question: What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,,gain_verifier_reject,False,[]
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,flat_fallback,97,7,History of Mexico,Holy Roman Empire,-4.8613,0.0,0.6667,v1,Evidence about sylvester. Question: What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,,gain_verifier_reject,False,[]
musique,Who is the head of the agency that created MYSTIC?,standard,negative,True,False,flat_fallback,58,9,YouTube,Skynet (Terminator),0.0469,0.0,0.0,v1,Evidence about mystic. Question: Who is the head of the agency that created MYSTIC?,,gain_verifier_reject,False,[]
musique,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,standard,negative,False,False,heuristic_tiers,16,6,House music,Indiana,-4.4843,0.0,0.0,t1_f1,Identify the bridge entity or relation involving mingus plays piano. Question: Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,,gain_verifier_reject,False,[]
musique,What does the river that Darling Mills Creek turns into flow into?,standard,negative,False,False,flat_fallback,84,5,Mississippi River,Sleepy Eye Creek,5.2257,0.0,0.0,v1,Evidence about darling mills creek. Question: What does the river that Darling Mills Creek turns into flow into?,,gain_verifier_reject,False,[]
musique,What does the river that Darling Mills Creek turns into flow into?,standard,negative,True,False,flat_fallback,84,7,Mississippi River,Black Creek (Toronto),5.6711,0.0,0.0,v1,Evidence about darling mills creek. Question: What does the river that Darling Mills Creek turns into flow into?,,gain_verifier_reject,False,[]
musique,What does the river that Darling Mills Creek turns into flow into?,standard,negative,False,False,flat_fallback,26,7,Ohio River,Black Creek (Toronto),2.4571,0.0,0.0,v1,Evidence about darling mills creek. Question: What does the river that Darling Mills Creek turns into flow into?,,gain_verifier_reject,False,[]
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,negative,False,False,flat_fallback,63,0,New York City,Sino-Tibetan relations during the Ming dynasty,0.6094,0.0,0.0,v1,Evidence about yongle. Question: What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,,gain_verifier_reject,False,[]
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,negative,True,False,flat_fallback,63,8,New York City,Sino-Tibetan relations during the Ming dynasty,0.6152,0.0,0.0,v1,Evidence about yongle. Question: What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,,gain_verifier_reject,False,[]
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,positive,False,False,flat_fallback,19,0,Meiji (era),Sino-Tibetan relations during the Ming dynasty,-1.9179,1.0,1.0,v1,Evidence about yongle. Question: What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,,gain_verifier_reject,False,[]
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,positive,False,False,flat_fallback,19,8,Meiji (era),Sino-Tibetan relations during the Ming dynasty,-1.9121,1.0,1.0,v1,Evidence about yongle. Question: What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,,gain_verifier_reject,False,[]
musique,What is the direction of flow of the body of water by the city where Write This Down was formed?,standard,positive,False,False,flat_fallback,27,3,Ohio River,Darling Mills Creek,3.1485,0.0,0.1053,v1,Evidence about write this down. Question: What is the direction of flow of the body of water by the city where Write This Down was formed?,,gain_verifier_reject,False,[]
musique,What is the direction of flow of the body of water by the city where Write This Down was formed?,standard,positive,True,False,flat_fallback,27,1,Ohio River,Boomi River,3.4805,0.0,0.0571,v1,Evidence about write this down. Question: What is the direction of flow of the body of water by the city where Write This Down was formed?,,gain_verifier_reject,False,[]
musique,Who is the father of Empress Wang's husband?,standard,negative,False,False,flat_fallback,12,0,Sima Yuanxian,Empress Dowager Wang (Rui),-6.3203,0.0,0.0,v1,Evidence about empress wang. Question: Who is the father of Empress Wang's husband?,,gain_verifier_reject,False,[]
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,flat_fallback,12,4,Sima Yuanxian,Lady Li (Wang Jipeng),-4.6289,1.0,1.0,v1,Evidence about empress wang. Question: Who is the father of Empress Wang's husband?,,gain_verifier_reject,False,[]
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,flat_fallback,88,4,Wang Lin (badminton),Lady Li (Wang Jipeng),-6.6563,1.0,1.0,v1,Evidence about empress wang. Question: Who is the father of Empress Wang's husband?,,gain_verifier_reject,False,[]
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,flat_fallback,35,0,Yang Meng,Empress Dowager Wang (Rui),-6.5313,1.0,1.0,v1,Evidence about empress wang. Question: Who is the father of Empress Wang's husband?,,gain_verifier_reject,False,[]
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,flat_fallback,35,4,Yang Meng,Lady Li (Wang Jipeng),-4.8399,1.0,1.0,v1,Evidence about empress wang. Question: Who is the father of Empress Wang's husband?,,gain_verifier_reject,False,[]
musique,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,standard,negative,False,False,flat_fallback,48,0,Olga Kuragina,Yugoslavia at the Olympics,-5.3477,0.0,0.0,v1,Evidence about tito. Question: When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,,gain_verifier_reject,False,[]
musique,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,standard,negative,False,False,flat_fallback,94,5,Madagascar,2018 Winter Olympics,-1.8223,0.0,0.0,v1,Evidence about tito. Question: When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,,gain_verifier_reject,False,[]
musique,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,standard,negative,False,False,flat_fallback,90,5,Allies of World War II,2018 Winter Olympics,-3.7364,0.0,0.0,v1,Evidence about tito. Question: When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,,gain_verifier_reject,False,[]
musique,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,standard,negative,False,False,heuristic_tiers,60,5,Pamela Adlon,Shrek the Halls,-1.4258,0.0,0.0,t1_f1,Identify the bridge entity or relation involving shrek. Question: Who is the spouse of the actress who played the fairy god mother in Shrek 2?,,gain_verifier_reject,False,[]
musique,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,standard,negative,False,False,heuristic_tiers,60,3,Pamela Adlon,Princess Fiona,-1.2461,0.0,0.0,t1_f1,Identify the bridge entity or relation involving shrek. Question: Who is the spouse of the actress who played the fairy god mother in Shrek 2?,,gain_verifier_reject,False,[]
musique,When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,standard,negative,False,False,heuristic_tiers,71,5,1982 European Cup Final,Everton F.C.,-2.2188,0.0,0.0,t1_f1,Identify the bridge entity or relation involving darren carter. Question: When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,,gain_verifier_reject,False,[]
musique,When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,standard,negative,False,False,heuristic_tiers,71,9,1982 European Cup Final,Nottingham Forest F.C.,-1.6485,0.0,0.0,t1_f1,Identify the bridge entity or relation involving darren carter. Question: When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,,gain_verifier_reject,False,[]
musique,What is the name of the famous bridge in the city where the composer of La Silvia was born?,standard,positive,False,False,flat_fallback,28,3,Giuseppe Demachi,Bridge of Sighs,-4.4531,1.0,1.0,v1,Evidence about la silvia. Question: What is the name of the famous bridge in the city where the composer of La Silvia was born?,,gain_verifier_reject,False,[]
musique,What is the name of the famous bridge in the city where the composer of La Silvia was born?,standard,positive,False,False,flat_fallback,28,5,Giuseppe Demachi,Assut de l'Or Bridge,-2.3398,1.0,1.0,v1,Evidence about la silvia. Question: What is the name of the famous bridge in the city where the composer of La Silvia was born?,,gain_verifier_reject,False,[]
musique,Who is the child of the president under whom prohibition occurred?,standard,positive,False,False,heuristic_tiers,19,4,Child labor laws in the United States,Eighteenth Amendment to the United States Constitution,-5.1523,1.0,1.0,t1_f1,Identify the bridge entity or relation involving president. Question: Who is the child of the president under whom prohibition occurred?,,gain_verifier_reject,False,[]
musique,Who is the child of the president under whom prohibition occurred?,standard,positive,False,False,heuristic_tiers,23,4,Women's suffrage in the United States,Eighteenth Amendment to the United States Constitution,-1.3437,1.0,1.0,t1_f1,Identify the bridge entity or relation involving president. Question: Who is the child of the president under whom prohibition occurred?,,gain_verifier_reject,False,[]
musique,Who is the child of the president under whom prohibition occurred?,standard,negative,False,False,heuristic_tiers,62,6,Act Prohibiting Importation of Slaves,Jessie Woodrow Wilson Sayre,-4.5019,0.0,0.0,t1_f1,Identify the bridge entity or relation involving president. Question: Who is the child of the president under whom prohibition occurred?,,gain_verifier_reject,False,[]
musique,Who is the child of the president under whom prohibition occurred?,standard,positive,False,False,heuristic_tiers,62,4,Act Prohibiting Importation of Slaves,Eighteenth Amendment to the United States Constitution,-2.7148,1.0,1.0,t1_f1,Identify the bridge entity or relation involving president. Question: Who is the child of the president under whom prohibition occurred?,,gain_verifier_reject,False,[]
musique,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,standard,positive,False,False,flat_fallback,35,6,University of Kansas,KPBD,1.0586,0.0,0.5,v1,Evidence about kprm. Question: What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,,gain_verifier_reject,False,[]
musique,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,standard,positive,True,False,flat_fallback,35,5,University of Kansas,KAPE,1.1445,0.0,0.5,v1,Evidence about kprm. Question: What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,,gain_verifier_reject,False,[]
musique,What is the maximum load drawn by the 1.0 and 2.0 versions of the device that replaced FireWire in later iPods?,standard,negative,False,False,flat_fallback,55,1,Adobe Flash Player,USB,-3.1289,0.0,0.0,v1,Evidence about firewire. Question: What is the maximum load drawn by the 1.0 and 2.0 versions of the device that replaced FireWire in later iPods?,,gain_verifier_reject,False,[]
musique,What is the maximum load drawn by the 1.0 and 2.0 versions of the device that replaced FireWire in later iPods?,standard,negative,False,False,flat_fallback,14,1,Apple TV,USB,-1.8945,0.0,0.0,v1,Evidence about firewire. Question: What is the maximum load drawn by the 1.0 and 2.0 versions of the device that replaced FireWire in later iPods?,,gain_verifier_reject,False,[]
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,flat_fallback,40,4,Tennessee,"Charleston, South Carolina",-1.9971,0.0,0.5,v1,Evidence about erskine college. Question: What county has a city that is adjacent to the capital city of Erskine College's state?,,gain_verifier_reject,False,[]
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,flat_fallback,40,2,Tennessee,"Columbia, South Carolina",-1.3165,0.0,0.5,v1,Evidence about erskine college. Question: What county has a city that is adjacent to the capital city of Erskine College's state?,,gain_verifier_reject,False,[]
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,flat_fallback,30,4,Ancilla College,"Charleston, South Carolina",-5.8291,0.0,0.5,v1,Evidence about erskine college. Question: What county has a city that is adjacent to the capital city of Erskine College's state?,,gain_verifier_reject,False,[]
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,negative,False,False,flat_fallback,30,2,Ancilla College,"Columbia, South Carolina",-5.1485,0.0,0.0,v1,Evidence about erskine college. Question: What county has a city that is adjacent to the capital city of Erskine College's state?,,gain_verifier_reject,False,[]
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,flat_fallback,61,4,Bobelle Sconiers Harrell,"Charleston, South Carolina",-7.8095,0.0,0.5,v1,Evidence about erskine college. Question: What county has a city that is adjacent to the capital city of Erskine College's state?,,gain_verifier_reject,False,[]
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,flat_fallback,61,2,Bobelle Sconiers Harrell,"Columbia, South Carolina",-7.1289,0.0,0.5,v1,Evidence about erskine college. Question: What county has a city that is adjacent to the capital city of Erskine College's state?,,gain_verifier_reject,False,[]
