dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,dep_triggered,query_dependency_mode,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,candidate_top_psi_flat,candidate_top_psi_dep,incumbent_top_psi_flat,incumbent_top_psi_dep,G_flat_before_top2,G_flat_after_top2,delta_flat_top2,G_dep_before_top2,G_dep_after_top2,delta_dep_top2,delta_flat_max,delta_flat_full,delta_dep_max,delta_dep_full
musique,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,standard,positive,False,False,False,flat_fallback,11,9,Military leadership in the American Civil War,Jefferson Davis,-1.1777,1.0,1.0,0.1494,0.1494,0.4245,0.4245,1.9236,1.9236,0.0,1.9236,1.9236,0.0,0.0,-0.0039,0.0,-0.0039
musique,What city is the star of Sous les pieds des femmes from?,standard,positive,False,False,False,flat_fallback,97,1,Claudia Cardinale,Les Bonnes Femmes,5.8926,1.0,1.0,0.059,0.059,0.0104,0.0104,1.9946,1.9947,0.0001,1.9946,1.9947,0.0001,0.0,0.0001,0.0,0.0001
musique,What city is the star of Sous les pieds des femmes from?,standard,positive,True,True,False,flat_fallback,97,8,Claudia Cardinale,C'est les vacances,6.377,1.0,1.0,0.059,0.059,0.0007,0.0007,1.9946,1.9947,0.0001,1.9946,1.9947,0.0001,0.0,0.0002,0.0,0.0002
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,True,dependency,52,1,Beyoncé,Just One Last Time,-1.0175,0.0,0.5714,0.0031,0.0022,0.0166,0.0213,2.9887,2.9887,0.0,2.8768,2.8768,0.0,0.0,-0.0001,0.0,-0.0015
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,True,dependency,52,9,Beyoncé,Cry Me a River (Justin Timberlake song),-0.2773,0.0,0.5714,0.0031,0.0022,0.0116,0.0263,2.9887,2.9887,0.0,2.8768,2.8768,0.0,0.0,-0.0001,0.0,-0.0012
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,True,dependency,15,1,One Nil,Just One Last Time,-6.2519,0.0,0.5714,0.0001,0.0001,0.0166,0.0213,2.9887,2.9887,0.0,2.8768,2.8768,0.0,0.0,-0.0001,0.0,-0.0016
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,True,dependency,15,9,One Nil,Cry Me a River (Justin Timberlake song),-5.5117,1.0,1.0,0.0001,0.0001,0.0116,0.0263,2.9887,2.9887,0.0,2.8768,2.8768,0.0,0.0,-0.0001,0.0,-0.0014
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,True,dependency,20,1,Make It Last Forever (song),Just One Last Time,-5.1738,0.0,0.5714,0.0001,0.0005,0.0166,0.0213,2.9887,2.9887,0.0,2.8768,2.8768,0.0,0.0,-0.0001,0.0,-0.0016
musique,"Who stars in the video ""One Last Time"" by the performer of Baby I?",standard,positive,False,False,True,dependency,20,9,Make It Last Forever (song),Cry Me a River (Justin Timberlake song),-4.4336,1.0,1.0,0.0001,0.0005,0.0116,0.0263,2.9887,2.9887,0.0,2.8768,2.8768,0.0,0.0,-0.0001,0.0,-0.0013
musique,When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,standard,negative,False,False,True,dependency,92,7,Nuclear option,Cabinet of the United States,-5.2226,0.0,0.0,0.0007,0.0011,0.0724,0.0534,2.0929,2.0929,0.0,0.773,0.773,0.0,0.0,-0.0382,0.0,-0.0687
musique,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,standard,negative,False,False,False,flat_fallback,83,1,2008 Summer Olympics torch relay,Metropolis International,-2.5274,0.0,0.0,0.0004,0.0004,0.005,0.005,1.1162,1.1162,0.0,1.1162,1.1162,0.0,0.0,-0.0033,0.0,-0.0033
musique,"When did the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country where A Generation is set, agree to a unified Germany inside NATO?",standard,negative,False,False,True,dependency,57,9,Allies of World War II,Warsaw Pact,-3.4014,0.0,0.0,0.006,0.0118,0.2088,0.3325,2.7492,2.7492,0.0,1.536,1.536,0.0,0.0,-0.1091,0.0,-0.2695
musique,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?,standard,negative,False,False,False,flat_fallback,35,2,Miami,Desert Diamond West Valley Phoenix Grand Prix,-2.6894,0.0,0.0,0.0031,0.0031,0.0328,0.0328,1.9766,1.9766,0.0,1.9766,1.9766,0.0,0.0,-0.0003,0.0,-0.0003
musique,Who was Beyonce's husband talking about in the the song Cry?,standard,negative,False,False,False,flat_fallback,18,0,Ring the Alarm,Song Cry,-3.5996,0.0,0.0,0.0008,0.0008,0.0418,0.0418,1.612,1.612,0.0,1.612,1.612,0.0,0.0,-0.0057,0.0,-0.0057
musique,Who was Beyonce's husband talking about in the the song Cry?,standard,positive,False,False,False,flat_fallback,42,1,Pitch Perfect 3,Beyoncé,-3.8868,0.0,0.4,0.0015,0.0015,0.0356,0.0356,1.612,1.612,0.0,1.612,1.612,0.0,0.0,-0.0054,0.0,-0.0054
musique,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,standard,negative,False,False,False,flat_fallback,15,5,Banana production in the United States,Near East,-1.6836,0.0,0.0,0.0026,0.0026,0.0059,0.0059,1.548,1.548,0.0,1.548,1.548,0.0,0.0,-0.0017,0.0,-0.0017
musique,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,standard,negative,False,False,True,dependency,18,2,House music,A Modern Jazz Symposium of Music and Poetry,-2.4414,0.0,0.0,0.0007,0.0009,0.0042,0.0062,2.9331,2.9331,0.0,2.6844,2.6844,0.0,0.0,-0.0002,0.0,-0.0012
musique,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,standard,positive,False,False,True,dependency,18,2,Reconstruction era,Thomas S. Hinde,-3.6465,1.0,1.0,0.0008,0.0003,0.0254,0.0385,2.8305,2.8305,0.0,1.6288,1.6288,0.0,0.0,-0.0225,0.0,-0.0488
musique,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,standard,positive,False,False,True,dependency,18,9,Reconstruction era,Ellen Hamlin,-3.2657,1.0,1.0,0.0008,0.0003,0.0083,0.0034,2.8305,2.8305,0.0,1.6288,1.6288,0.0,0.0,-0.0043,0.0,-0.0042
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,True,dependency,68,2,Sino-Tibetan relations during the Ming dynasty,Nanjing,-2.6796,0.0,0.0149,0.0001,0.0002,0.0009,0.0008,3.999,3.999,0.0,3.9938,3.9938,0.0,0.0,-0.0,0.0,-0.0
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,True,dependency,11,2,Bishkek,Nanjing,-1.9218,0.0,0.4,0.0003,0.0005,0.0009,0.0008,3.999,3.999,0.0,3.9938,3.9938,0.0,0.0,-0.0,0.0,-0.0
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,True,dependency,11,4,Bishkek,Nanjing,-1.3046,0.0,0.4,0.0003,0.0005,0.0015,0.0022,3.999,3.999,0.0,3.9938,3.9938,0.0,0.0,-0.0,0.0,-0.0
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,positive,False,False,True,dependency,35,2,Gallia Belgica,Nanjing,0.0821,0.0,0.4,0.0008,0.0013,0.0009,0.0008,3.999,3.999,0.0,3.9938,3.9938,0.0,0.0,0.0,0.0,0.0
musique,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,standard,negative,True,False,True,dependency,35,4,Gallia Belgica,Nanjing,0.6993,0.0,0.0,0.0008,0.0013,0.0015,0.0022,3.999,3.999,0.0,3.9938,3.9938,0.0,0.0,-0.0,0.0,-0.0
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,True,dependency,52,5,Military history of France,Holy Roman Empire,-3.498,0.0,0.6667,0.0018,0.0028,0.1401,0.1634,3.5839,3.5839,0.0,2.5414,2.5414,0.0,0.0,-0.0209,0.0,-0.0429
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,True,dependency,52,4,Military history of France,Middle Ages,-3.457,0.0,0.6667,0.0018,0.0028,0.0034,0.0067,3.5839,3.5839,0.0,2.5414,2.5414,0.0,0.0,-0.0004,0.0,-0.0016
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,True,dependency,20,5,Peace of Augsburg,Holy Roman Empire,-2.6582,1.0,1.0,0.0048,0.0311,0.1401,0.1634,3.5839,3.5839,0.0,2.5414,2.5414,0.0,0.0,-0.0207,0.0,-0.0421
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,True,dependency,20,4,Peace of Augsburg,Middle Ages,-2.6172,0.0,0.6667,0.0048,0.0311,0.0034,0.0067,3.5839,3.5839,0.0,2.5414,2.5414,0.0,0.0,-0.0002,0.0,-0.0008
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,True,dependency,21,5,Anno Domini,Holy Roman Empire,-3.0332,1.0,1.0,0.0031,0.0044,0.1401,0.1634,3.5839,3.5839,0.0,2.5414,2.5414,0.0,0.0,-0.0208,0.0,-0.0431
musique,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,standard,positive,False,False,True,dependency,21,4,Anno Domini,Middle Ages,-2.9922,0.0,0.6667,0.0031,0.0044,0.0034,0.0067,3.5839,3.5839,0.0,2.5414,2.5414,0.0,0.0,-0.0003,0.0,-0.0018
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,True,dependency,49,2,List of Chelsea F.C. managers,Liverpool F.C.,0.6758,0.0,0.5,0.2826,0.3019,0.0615,0.0831,2.9566,2.9566,0.0,2.9351,2.9351,0.0,0.0,0.004,0.0,0.0045
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,True,False,True,dependency,49,8,List of Chelsea F.C. managers,History of Chelsea F.C.,0.7696,0.0,0.009,0.2826,0.3019,0.0674,0.1194,2.9566,2.9566,0.0,2.9351,2.9351,0.0,0.0,0.004,0.0,0.0042
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,True,dependency,16,2,List of UEFA club competition winners,Liverpool F.C.,-1.7246,0.0,0.5,0.0048,0.0131,0.0615,0.0831,2.9566,2.9566,0.0,2.9351,2.9351,0.0,0.0,-0.001,0.0,-0.0009
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,True,dependency,16,8,List of UEFA club competition winners,History of Chelsea F.C.,-1.6308,0.0,0.5,0.0048,0.0131,0.0674,0.1194,2.9566,2.9566,0.0,2.9351,2.9351,0.0,0.0,-0.001,0.0,-0.0013
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,True,dependency,12,2,Everton F.C.,Liverpool F.C.,0.5078,0.0,0.0102,0.1382,0.2203,0.0615,0.0831,2.9566,2.9566,0.0,2.9351,2.9351,0.0,0.0,0.0016,0.0,0.0024
musique,When did the 1979-80 European Cup winner win the FA Cup?,standard,positive,False,False,True,dependency,12,8,Everton F.C.,History of Chelsea F.C.,0.6016,1.0,1.0,0.1382,0.2203,0.0674,0.1194,2.9566,2.9566,0.0,2.9351,2.9351,0.0,0.0,0.0016,0.0,0.0021
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,True,dependency,17,3,List of South American countries by population,Valencia,-0.5937,1.0,1.0,0.0061,0.0051,0.0054,0.0049,1.222,1.222,0.0,0.5324,0.5324,0.0,0.0,-0.0003,0.0,-0.0015
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,True,dependency,17,0,List of South American countries by population,Palermo,-0.4805,1.0,1.0,0.0061,0.0051,0.0023,0.0067,1.222,1.222,0.0,0.5324,0.5324,0.0,0.0,0.0035,0.0,0.0009
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,True,dependency,99,0,2018 Winter Olympics,Palermo,-0.7071,1.0,1.0,0.0036,0.0045,0.0023,0.0067,1.222,1.222,0.0,0.5324,0.5324,0.0,0.0,0.0011,0.0,0.0038
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,True,dependency,30,3,"Venetian Islands, Florida",Valencia,-2.164,1.0,1.0,0.0003,0.0004,0.0054,0.0049,1.222,1.222,0.0,0.5324,0.5324,0.0,0.0,-0.0068,0.0,-0.0041
musique,What was the 2018 population of the Italian city that's underwater?,standard,positive,False,False,True,dependency,30,0,"Venetian Islands, Florida",Palermo,-2.0508,1.0,1.0,0.0003,0.0004,0.0023,0.0067,1.222,1.222,0.0,0.5324,0.5324,0.0,0.0,-0.003,0.0,-0.0017
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,False,flat_fallback,52,0,Greeks,Charlemagne,-5.9378,0.0,0.6667,0.0069,0.0069,0.0784,0.0784,1.9467,1.9467,0.0,1.9467,1.9467,0.0,0.0,-0.0007,0.0,-0.0007
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,False,flat_fallback,52,7,Greeks,Holy Roman Empire,-5.9199,0.0,0.6667,0.0069,0.0069,0.8203,0.8203,1.9467,1.8903,-0.0564,1.9467,1.8903,-0.0564,-0.0007,-0.0789,-0.0007,-0.0789
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,False,flat_fallback,94,0,Modern history,Charlemagne,-6.1057,0.0,0.6667,0.0015,0.0015,0.0784,0.0784,1.9467,1.9467,0.0,1.9467,1.9467,0.0,0.0,-0.0008,0.0,-0.0008
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,False,flat_fallback,94,7,Modern history,Holy Roman Empire,-6.0878,0.0,0.6667,0.0015,0.0015,0.8203,0.8203,1.9467,1.8903,-0.0564,1.9467,1.8903,-0.0564,-0.0007,-0.0793,-0.0007,-0.0793
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,False,flat_fallback,97,0,History of Mexico,Charlemagne,-4.8792,0.0,0.6667,0.0099,0.0099,0.0784,0.0784,1.9467,1.9467,0.0,1.9467,1.9467,0.0,0.0,-0.0006,0.0,-0.0006
musique,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,standard,positive,False,False,False,flat_fallback,97,7,History of Mexico,Holy Roman Empire,-4.8613,0.0,0.6667,0.0099,0.0099,0.8203,0.8203,1.9467,1.8903,-0.0564,1.9467,1.8903,-0.0564,-0.0007,-0.0785,-0.0007,-0.0785
musique,Who is the head of the agency that created MYSTIC?,standard,negative,True,False,False,flat_fallback,58,9,YouTube,Skynet (Terminator),0.0469,0.0,0.0,0.0008,0.0008,0.0003,0.0003,1.9489,1.9489,0.0,1.9489,1.9489,0.0,0.0,0.0,0.0,0.0
musique,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,standard,negative,False,False,True,dependency,16,6,House music,Indiana,-4.4843,0.0,0.0,0.0017,0.0017,0.1456,0.2888,2.9754,2.9754,0.0,2.7784,2.7784,0.0,0.0,-0.0029,0.0,-0.0168
musique,What does the river that Darling Mills Creek turns into flow into?,standard,negative,False,False,False,flat_fallback,84,5,Mississippi River,Sleepy Eye Creek,5.2257,0.0,0.0,0.3773,0.3773,0.0215,0.0215,1.9865,1.9912,0.0046,1.9865,1.9912,0.0046,0.0,0.0046,0.0,0.0046
musique,What does the river that Darling Mills Creek turns into flow into?,standard,negative,True,False,False,flat_fallback,84,7,Mississippi River,Black Creek (Toronto),5.6711,0.0,0.0,0.3773,0.3773,0.0065,0.0065,1.9865,1.9912,0.0046,1.9865,1.9912,0.0046,0.0,0.0047,0.0,0.0047
musique,What does the river that Darling Mills Creek turns into flow into?,standard,negative,False,False,False,flat_fallback,26,7,Ohio River,Black Creek (Toronto),2.4571,0.0,0.0,0.0541,0.0541,0.0065,0.0065,1.9865,1.9868,0.0003,1.9865,1.9868,0.0003,0.0,0.0006,0.0,0.0006
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,negative,False,False,False,flat_fallback,63,0,New York City,Sino-Tibetan relations during the Ming dynasty,0.6094,0.0,0.0,0.0072,0.0072,0.0272,0.0272,1.7942,1.7942,0.0,1.7942,1.7942,0.0,0.0,-0.0026,0.0,-0.0026
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,negative,True,False,False,flat_fallback,63,8,New York City,Sino-Tibetan relations during the Ming dynasty,0.6152,0.0,0.0,0.0072,0.0072,0.1237,0.1237,1.7942,1.7942,0.0,1.7942,1.7942,0.0,0.0,-0.012,0.0,-0.012
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,positive,False,False,False,flat_fallback,19,0,Meiji (era),Sino-Tibetan relations during the Ming dynasty,-1.9179,1.0,1.0,0.0027,0.0027,0.0272,0.0272,1.7942,1.7942,0.0,1.7942,1.7942,0.0,0.0,-0.0036,0.0,-0.0036
musique,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,standard,positive,False,False,False,flat_fallback,19,8,Meiji (era),Sino-Tibetan relations during the Ming dynasty,-1.9121,1.0,1.0,0.0027,0.0027,0.1237,0.1237,1.7942,1.7942,0.0,1.7942,1.7942,0.0,0.0,-0.013,0.0,-0.013
musique,What is the direction of flow of the body of water by the city where Write This Down was formed?,standard,positive,False,False,False,flat_fallback,27,3,Ohio River,Darling Mills Creek,3.1485,0.0,0.1053,0.0118,0.0118,0.0007,0.0007,1.9297,1.9297,0.0,1.9297,1.9297,0.0,0.0,0.0004,0.0,0.0004
musique,What is the direction of flow of the body of water by the city where Write This Down was formed?,standard,positive,True,False,False,flat_fallback,27,1,Ohio River,Boomi River,3.4805,0.0,0.0571,0.0118,0.0118,0.0003,0.0003,1.9297,1.9297,0.0,1.9297,1.9297,0.0,0.0,0.0004,0.0,0.0004
musique,Who is the father of Empress Wang's husband?,standard,negative,False,False,False,flat_fallback,12,0,Sima Yuanxian,Empress Dowager Wang (Rui),-6.3203,0.0,0.0,0.003,0.003,0.349,0.349,1.7395,1.7303,-0.0092,1.7395,1.7303,-0.0092,0.0,-0.051,0.0,-0.051
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,False,flat_fallback,12,4,Sima Yuanxian,Lady Li (Wang Jipeng),-4.6289,1.0,1.0,0.003,0.003,0.0436,0.0436,1.7395,1.7395,0.0,1.7395,1.7395,0.0,0.0,-0.0054,0.0,-0.0054
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,False,flat_fallback,88,4,Wang Lin (badminton),Lady Li (Wang Jipeng),-6.6563,1.0,1.0,0.0001,0.0001,0.0436,0.0436,1.7395,1.7395,0.0,1.7395,1.7395,0.0,0.0,-0.0058,0.0,-0.0058
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,False,flat_fallback,35,0,Yang Meng,Empress Dowager Wang (Rui),-6.5313,1.0,1.0,0.0002,0.0002,0.349,0.349,1.7395,1.7303,-0.0092,1.7395,1.7303,-0.0092,0.0,-0.0515,0.0,-0.0515
musique,Who is the father of Empress Wang's husband?,standard,positive,False,False,False,flat_fallback,35,4,Yang Meng,Lady Li (Wang Jipeng),-4.8399,1.0,1.0,0.0002,0.0002,0.0436,0.0436,1.7395,1.7395,0.0,1.7395,1.7395,0.0,0.0,-0.0058,0.0,-0.0058
musique,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,standard,negative,False,False,False,flat_fallback,48,0,Olga Kuragina,Yugoslavia at the Olympics,-5.3477,0.0,0.0,0.0006,0.0006,0.0312,0.0312,1.8902,1.8901,-0.0001,1.8902,1.8901,-0.0001,0.0,-0.0029,0.0,-0.0029
musique,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,standard,negative,False,False,False,flat_fallback,94,5,Madagascar,2018 Winter Olympics,-1.8223,0.0,0.0,0.0065,0.0065,0.0507,0.0507,1.8902,1.8902,-0.0,1.8902,1.8902,-0.0,0.0,-0.003,0.0,-0.003
musique,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,standard,negative,False,False,False,flat_fallback,90,5,Allies of World War II,2018 Winter Olympics,-3.7364,0.0,0.0,0.0009,0.0009,0.0507,0.0507,1.8902,1.8902,-0.0,1.8902,1.8902,-0.0,0.0,-0.0035,0.0,-0.0035
musique,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,standard,negative,False,False,True,dependency,60,5,Pamela Adlon,Shrek the Halls,-1.4258,0.0,0.0,0.0122,0.0199,0.0396,0.1088,2.9522,2.9522,0.0,2.8675,2.8675,0.0,0.0,-0.0006,0.0,-0.0021
musique,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,standard,negative,False,False,True,dependency,60,3,Pamela Adlon,Princess Fiona,-1.2461,0.0,0.0,0.0122,0.0199,0.0463,0.155,2.9522,2.9522,0.0,2.8675,2.8675,0.0,0.0,-0.0007,0.0,-0.0033
musique,When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,standard,negative,False,False,True,dependency,71,5,1982 European Cup Final,Everton F.C.,-2.2188,0.0,0.0,0.0121,0.0021,0.0092,0.0147,2.1586,2.1586,0.0,1.1045,1.1045,0.0,0.0,-0.0014,0.0,-0.0051
musique,When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,standard,negative,False,False,True,dependency,71,9,1982 European Cup Final,Nottingham Forest F.C.,-1.6485,0.0,0.0,0.0121,0.0021,0.0851,0.0672,2.1586,2.1586,0.0,1.1045,1.1045,0.0,0.0,-0.0215,0.0,-0.0368
musique,What is the name of the famous bridge in the city where the composer of La Silvia was born?,standard,positive,False,False,False,flat_fallback,28,3,Giuseppe Demachi,Bridge of Sighs,-4.4531,1.0,1.0,0.0006,0.0006,0.0169,0.0169,1.9826,1.9826,0.0,1.9826,1.9826,0.0,0.0,-0.0001,0.0,-0.0001
musique,What is the name of the famous bridge in the city where the composer of La Silvia was born?,standard,positive,False,False,False,flat_fallback,28,5,Giuseppe Demachi,Assut de l'Or Bridge,-2.3398,1.0,1.0,0.0006,0.0006,0.0052,0.0052,1.9826,1.9826,0.0,1.9826,1.9826,0.0,0.0,-0.0,0.0,-0.0
musique,Who is the child of the president under whom prohibition occurred?,standard,positive,False,False,True,dependency,19,4,Child labor laws in the United States,Eighteenth Amendment to the United States Constitution,-5.1523,1.0,1.0,0.0,0.0,0.003,0.0056,2.437,2.437,0.0,1.5421,1.5421,0.0,0.0,-0.0014,0.0,-0.0026
musique,Who is the child of the president under whom prohibition occurred?,standard,positive,False,False,True,dependency,23,4,Women's suffrage in the United States,Eighteenth Amendment to the United States Constitution,-1.3437,1.0,1.0,0.0011,0.0026,0.003,0.0056,2.437,2.437,0.0,1.5421,1.5421,0.0,0.0,-0.0011,0.0,-0.0022
musique,Who is the child of the president under whom prohibition occurred?,standard,negative,False,False,True,dependency,62,6,Act Prohibiting Importation of Slaves,Jessie Woodrow Wilson Sayre,-4.5019,0.0,0.0,0.0005,0.0006,0.0217,0.0912,2.437,2.437,0.0,1.5421,1.5421,0.0,0.0,-0.0094,0.0,-0.0129
musique,Who is the child of the president under whom prohibition occurred?,standard,positive,False,False,True,dependency,62,4,Act Prohibiting Importation of Slaves,Eighteenth Amendment to the United States Constitution,-2.7148,1.0,1.0,0.0005,0.0006,0.003,0.0056,2.437,2.437,0.0,1.5421,1.5421,0.0,0.0,-0.0013,0.0,-0.0024
musique,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,standard,positive,False,False,False,flat_fallback,35,6,University of Kansas,KPBD,1.0586,0.0,0.5,0.0006,0.0006,0.0004,0.0004,1.5747,1.5748,0.0001,1.5747,1.5748,0.0001,0.0,0.0,0.0,0.0
musique,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,standard,positive,True,False,False,flat_fallback,35,5,University of Kansas,KAPE,1.1445,0.0,0.5,0.0006,0.0006,0.0006,0.0006,1.5747,1.5747,0.0,1.5747,1.5747,0.0,0.0,-0.0,0.0,-0.0
musique,What is the maximum load drawn by the 1.0 and 2.0 versions of the device that replaced FireWire in later iPods?,standard,negative,False,False,False,flat_fallback,55,1,Adobe Flash Player,USB,-3.1289,0.0,0.0,0.0006,0.0006,0.0253,0.0253,1.3747,1.3747,0.0,1.3747,1.3747,0.0,0.0,-0.0125,0.0,-0.0125
musique,What is the maximum load drawn by the 1.0 and 2.0 versions of the device that replaced FireWire in later iPods?,standard,negative,False,False,False,flat_fallback,14,1,Apple TV,USB,-1.8945,0.0,0.0,0.0014,0.0014,0.0253,0.0253,1.3747,1.3747,0.0,1.3747,1.3747,0.0,0.0,-0.0123,0.0,-0.0123
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,False,flat_fallback,40,4,Tennessee,"Charleston, South Carolina",-1.9971,0.0,0.5,0.0059,0.0059,0.2297,0.2297,1.9555,1.9555,0.0,1.9555,1.9555,0.0,0.0,-0.0026,0.0,-0.0026
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,False,flat_fallback,40,2,Tennessee,"Columbia, South Carolina",-1.3165,0.0,0.5,0.0059,0.0059,0.043,0.043,1.9555,1.9555,0.0,1.9555,1.9555,0.0,0.0,-0.0003,0.0,-0.0003
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,False,flat_fallback,30,4,Ancilla College,"Charleston, South Carolina",-5.8291,0.0,0.5,0.0009,0.0009,0.2297,0.2297,1.9555,1.9555,0.0,1.9555,1.9555,0.0,0.0,-0.0028,0.0,-0.0028
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,negative,False,False,False,flat_fallback,30,2,Ancilla College,"Columbia, South Carolina",-5.1485,0.0,0.0,0.0009,0.0009,0.043,0.043,1.9555,1.9555,0.0,1.9555,1.9555,0.0,0.0,-0.0005,0.0,-0.0005
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,False,flat_fallback,61,4,Bobelle Sconiers Harrell,"Charleston, South Carolina",-7.8095,0.0,0.5,0.0008,0.0008,0.2297,0.2297,1.9555,1.9555,0.0,1.9555,1.9555,0.0,0.0,-0.0028,0.0,-0.0028
musique,What county has a city that is adjacent to the capital city of Erskine College's state?,standard,positive,False,False,False,flat_fallback,61,2,Bobelle Sconiers Harrell,"Columbia, South Carolina",-7.1289,0.0,0.5,0.0008,0.0008,0.043,0.043,1.9555,1.9555,0.0,1.9555,1.9555,0.0,0.0,-0.0005,0.0,-0.0005
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,positive,False,False,True,dependency,70,9,2004 United States presidential election,1946 United States House of Representatives elections,-4.9511,0.0,0.6667,0.0076,0.0058,0.6103,0.3429,2.7371,2.7371,0.0,1.8367,1.8367,0.0,0.0,-0.0575,0.0,-0.1927
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,negative,False,False,True,dependency,70,3,2004 United States presidential election,44th United States Congress,-4.8979,0.0,0.0,0.0076,0.0058,0.2986,0.2059,2.7371,2.7371,0.0,1.8367,1.8367,0.0,0.0,-0.0209,0.0,-0.0866
